"Id",Channel,XY,Z,Time,"Tags","Shape","Name",cell Blob Blob metrics / Perimeter,cell Blob Blob metrics / Centroid / y,cell Blob Blob metrics / Centroid / x,cell Blob Blob metrics / Area,cy7,cy5,a594,cy3
"66283cc9233defd8bb03544a",0,4,1,1,"cell","polygon","",349.00711286491287,151.38943587906624,498.2368156215338,6285.684364489931,22,0,0,0
"66283ccb233defd8bb03544d",0,4,1,1,"cell","polygon","",367.72460005927894,142.42751467127135,456.8154749592999,7250.785985289099,33,1,0,0
"66283ccd233defd8bb035450",0,4,1,1,"cell","polygon","",200.3266865863856,236.81945155418896,444.37659254462136,2807.1268806242797,17,2,0,0
"66283ccf233defd8bb035453",0,4,1,1,"cell","polygon","",185.90906446807767,275.7111468303302,392.65222977541094,2428.344941528842,4,0,0,0
"66283cd1233defd8bb035456",0,4,1,1,"cell","polygon","",237.37797893885082,397.9715343758452,315.2784799715453,4116.506012868491,14,2,0,0
"66283cd3233defd8bb035459",0,4,1,1,"cell","polygon","",239.07917051114154,518.8374941354673,287.9326452311698,4196.76075569978,51,3,0,0
"66283cd5233defd8bb03545c",0,4,1,1,"cell","polygon","",349.7282189206724,640.2319734127269,84.78211955715433,7215.5147925798055,28,5,2,0
"66283cd7233defd8bb03545f",0,4,1,1,"cell","polygon","",384.09873178286256,733.1958905915237,415.18752607917634,10442.317748774067,34,1,2,1
"66283cd9233defd8bb035462",0,4,1,1,"cell","polygon","",267.784214062672,482.09579830839573,379.0317176490743,5155.728256027767,17,1,0,0
"66283cdb233defd8bb035465",0,4,1,1,"cell","polygon","",239.6041896909886,460.24622692084114,512.7375430146499,4073.5671695702254,2,0,0,0
"66283cdd233defd8bb035468",0,4,1,1,"cell","polygon","",322.9534573258222,537.4276291595422,586.3640301484244,7730.52532380606,37,2,0,0
"66283cdf233defd8bb03546b",0,4,1,1,"cell","polygon","",348.4768482558357,663.1153086548852,519.5045081830441,9031.981217108327,50,4,0,0
"66283ce1233defd8bb03546e",0,4,1,1,"cell","polygon","",310.89785166514906,632.2737259093029,624.2036518034746,7328.22925623776,63,1,1,1
"66283ce3233defd8bb035471",0,4,1,1,"cell","polygon","",338.05071812054587,569.6059829089769,715.443464270449,8540.229226001975,70,2,0,0
"66283ce4233defd8bb035474",0,4,1,1,"cell","polygon","",284.216220380597,514.1891329550347,784.7700365181827,5760.961475850977,29,4,0,0
"66283ce6233defd8bb035477",0,4,1,1,"cell","polygon","",319.3508090304967,380.8829516821751,803.9723244119252,5501.028120884674,32,2,0,0
"66283ce8233defd8bb03547a",0,4,1,1,"cell","polygon","",329.8466214367419,335.75325521521563,759.1947966426333,6038.274838818955,26,1,0,0
"66283cea233defd8bb03547d",0,4,1,1,"cell","polygon","",531.6861265399679,273.9584463567884,810.5183534333718,15095.303714517944,91,6,0,0
"66283ced233defd8bb035480",0,4,1,1,"cell","polygon","",488.0977643635778,96.29704333115687,790.8021735084697,9896.381026838939,7,4,1,1
"66283cef233defd8bb035483",0,4,1,1,"cell","polygon","",374.3690801465072,880.9244627357638,870.2151635670414,8129.754331138764,2,1,1,0
"66283cf1233defd8bb035486",0,4,1,1,"cell","polygon","",296.4438840096662,847.6427426357001,665.5106766734639,5184.354151559947,9,0,1,0
"66283cf2233defd8bb035489",0,4,1,1,"cell","polygon","",233.53422061780873,807.2223364842896,558.5928795493218,3986.411541208859,11,1,0,0
