Id,Channel,XY,Z,Time,Tags,Shape,Name,cell Blob Blob metrics / Perimeter,cell Blob Blob metrics / Centroid / y,cell Blob Blob metrics / Centroid / x,cell Blob Blob metrics / Area,cy3,cy7,cy5,a594
657894bb160d151ba2e2b779,0,0,0,0,cell,polygon,,691.4162782940475,66.58606938,866.2269651982992,18423.191704538433,1,8,9,1
657894c2160d151ba2e2b9fa,0,0,0,0,cell,polygon,,651.5051859,89.42039542241594,676.4459336,11994.122185689805,0,16,3,0
657894e2160d151ba2e2b9fd,0,1,0,0,cell,polygon,,358.6901864013795,479.7960930026282,979.0042595144187,9295.276455,0,2,1,0
657894e8160d151ba2e2ba00,0,1,0,0,cell,polygon,,713.7414411115138,696.1954147542829,826.2182277,14496.64034864945,0,1,3,0
65789509160d151ba2e2ba03,0,2,0,0,cell,polygon,,737.7383322945176,490.55336438333467,566.4118285459424,17806.99817581249,0,2,9,0
6578950e160d151ba2e2ba06,0,2,0,0,cell,polygon,,396.0652641825572,212.56856414628612,753.9169069874528,9194.625660120064,0,3,2,0
65789516160d151ba2e2ba09,0,3,0,0,cell,polygon,,424.9413800384254,346.06967673256156,932.0543851637642,9603.373219298679,0,1,1,1
6578951b160d151ba2e2ba0c,0,3,0,0,cell,polygon,,624.5501103029445,698.4989062,419.4349311716066,8706.001162032542,0,2,1,0
6578951e160d151ba2e2ba0f,0,3,0,0,cell,polygon,,498.0070228795036,168.3584448955077,415.7335489914692,10594.081333385117,0,0,1,0
65789528160d151ba2e2ba12,0,4,0,0,cell,polygon,,689.3537186800031,437.2288538353416,713.7819884663824,26269.272267840886,0,14,3,0
6578952b160d151ba2e2ba15,0,4,0,0,cell,polygon,,512.7681141493007,560.3007261847318,378.63055166696006,14881.688156723209,0,3,4,0
65789538160d151ba2e2ba18,0,5,0,0,cell,polygon,,637.2321889277035,290.45992969400197,656.8346793587855,19109.02153897985,0,6,2,0
65789543160d151ba2e2ba1b,0,5,0,0,cell,polygon,,592.7922906915059,367.3179476958815,480.02221506137084,15355.68317882009,0,3,0,0
6578954b160d151ba2e2ba1e,0,6,0,0,cell,polygon,,451.5160671689642,334.5530490826021,314.90169741129876,14092.866811307655,0,6,3,0
6578954f160d151ba2e2ba21,0,6,0,0,cell,polygon,,572.0292526834783,724.8611747552393,770.2468223146442,14338.056828910854,0,7,1,0
65789558160d151ba2e2ba24,0,6,0,0,cell,polygon,,609.3010813224988,418.6104830928013,608.6768624833791,21719.50523475045,0,9,5,0
65789564160d151ba2e2ba27,0,8,0,0,cell,polygon,,722.9431365,778.8946821744412,587.1104160181775,14818.488820443623,0,21,9,0
65789569160d151ba2e2ba2a,0,8,0,0,cell,polygon,,531.5830764587399,573.5762260115864,365.5113812844712,11683.392115648507,1,2,3,0
6578956d160d151ba2e2ba2d,0,8,0,0,cell,polygon,,499.10277948110985,379.42481676505435,677.8872004438592,10441.349604042789,0,3,0,0
65789573160d151ba2e2ba30,0,8,0,0,cell,polygon,,590.0759519747884,143.81889128369056,600.1413423010144,18067.695437965787,0,8,7,1
