Id,Channel,XY,Z,Time,Tags,Shape,Name
667076392f805e54f0e55b9b,0,1,1,2,Default blob,polygon,hi1
6670763d2f805e54f0e55ba1,0,1,1,2,Default blob,polygon,hi1
667076402f805e54f0e55ba4,0,1,1,2,Default blob,polygon,hi1
667076462f805e54f0e55ba7,0,1,1,2,Default blob,polygon,hi1
667076562f805e54f0e55baa,0,1,1,2,Default blob,polygon,hi1
667076592f805e54f0e55bad,0,1,1,2,Default blob,polygon,hi1
6670765a2f805e54f0e55bb0,0,1,1,2,Default blob,polygon,hi1
667076612f805e54f0e55bb9,0,1,1,2,Default blob,polygon,hi1
667076682f805e54f0e55bc2,0,1,1,2,Default blob,polygon,hi1
6670766a2f805e54f0e55bc5,0,1,1,2,Default blob,polygon,hi1
6670766b2f805e54f0e55bc8,0,1,1,2,Default blob,polygon,hi1
6670766d2f805e54f0e55bcb,0,1,1,2,Default blob,polygon,hi1
6670766e2f805e54f0e55bce,0,1,1,2,Default blob,polygon,hi1
667076742f805e54f0e55bd4,0,1,1,2,Default blob,polygon,hi1
6670767d2f805e54f0e55bd7,0,1,1,2,Default blob,polygon,hi1
667076802f805e54f0e55bda,0,1,1,2,Default blob,polygon,hi1
667076822f805e54f0e55bdd,0,1,1,2,Default blob,polygon,hi1
667076852f805e54f0e55be0,0,1,1,2,Default blob,polygon,hi1
6670768d2f805e54f0e55be3,0,1,1,2,Default blob,polygon,hi1
667076952f805e54f0e55be9,0,1,1,2,Default blob,polygon,hi1
667076972f805e54f0e55bec,0,1,1,2,Default blob,polygon,hi1
6670769c2f805e54f0e55bf2,0,1,1,2,Default blob,polygon,hi1
667076a82f805e54f0e55bf5,0,1,1,2,Default blob,polygon,hi1
667087cc2f805e54f0e59961,0,1,1,2,Default blob,polygon,hi1
6677652defb2f5d02e2c207f,0,1,1,2,Default blob,polygon,hi1
667077912f805e54f0e55cb3,0,3,1,2,Default blob,polygon,hi2
6670779a2f805e54f0e55cc2,0,3,1,2,Default blob,polygon,hi2
6670779d2f805e54f0e55ccd,0,3,1,2,Default blob,polygon,hi2
667077e12f805e54f0e55cf8,0,3,1,2,Default blob,polygon,hi2
667077fc2f805e54f0e55d07,0,3,1,2,Default blob,polygon,hi2
667077fe2f805e54f0e55d0a,0,3,1,2,Default blob,polygon,hi2
667077ff2f805e54f0e55d0d,0,3,1,2,Default blob,polygon,hi2
6670780c2f805e54f0e55d2d,0,3,1,2,Default blob,polygon,hi2
667078122f805e54f0e55d36,0,3,1,2,Default blob,polygon,hi2
6670782d2f805e54f0e55d53,0,3,1,2,Default blob,polygon,hi2
667078322f805e54f0e55d57,0,3,1,2,Default blob,polygon,hi2
667078342f805e54f0e55d5a,0,3,1,2,Default blob,polygon,hi2
667078c02f805e54f0e5608e,0,3,1,2,Default blob,polygon,hi2
667078df2f805e54f0e560b3,0,3,1,2,Default blob,polygon,hi2
667078eb2f805e54f0e560be,0,3,1,2,Default blob,polygon,hi2
667078ec2f805e54f0e560c6,0,3,1,2,Default blob,polygon,hi2
66776551efb2f5d02e2c2086,0,3,1,2,Default blob,polygon,hi2
66776554efb2f5d02e2c2089,0,3,1,2,Default blob,polygon,hi2
66776576efb2f5d02e2c2091,0,3,1,2,Default blob,polygon,hi2
66776579efb2f5d02e2c2094,0,3,1,2,Default blob,polygon,hi2
667765a2efb2f5d02e2c209b,0,3,1,2,Default blob,polygon,hi2
667079702f805e54f0e56195,0,5,1,2,Default blob,polygon,lohi1
667079732f805e54f0e561aa,0,5,1,2,Default blob,polygon,lohi1
667079752f805e54f0e561ad,0,5,1,2,Default blob,polygon,lohi1
667079762f805e54f0e561b0,0,5,1,2,Default blob,polygon,lohi1
667079772f805e54f0e561b3,0,5,1,2,Default blob,polygon,lohi1
667079782f805e54f0e561b6,0,5,1,2,Default blob,polygon,lohi1
