"Id",Channel,XY,Z,Time,"Tags","Shape","Name",cell Blob Blob metrics / Perimeter,cell Blob Blob metrics / Centroid / y,cell Blob Blob metrics / Centroid / x,cell Blob Blob metrics / Area,cy7,cy5,a594,cy3
"65e8119f51aff2647611e8f8",0,4,2,1,"cell","polygon","",515.6662605415131,80.34880726562051,58.88220957636374,14497.5,15,106,111,24
"65e8119f51aff2647611e8f9",0,4,2,1,"cell","polygon","",710.6283447854555,125.12715869705472,213.49588140857327,33324.5,127,97,80,20
"65e8119f51aff2647611e8fa",0,4,2,1,"cell","polygon","",566.9069761418934,66.41306312850064,358.07707455651865,20651,158,124,119,25
"65e8119f51aff2647611e8fb",0,4,2,1,"cell","polygon","",513.9463010918635,40.33236254079839,527.5649845175328,9957.5,104,51,52,7
"65e8119f51aff2647611e8fc",0,4,2,1,"cell","polygon","",606.6827324261385,62.089375402446876,822.2022751663447,11647.5,35,38,57,12
"65e8119f51aff2647611e8fd",0,4,2,1,"cell","polygon","",612.8540852362257,143.5527228825281,981.4803432027569,14219,15,44,17,4
"65e8119f51aff2647611e8fe",0,4,2,1,"cell","polygon","",772.8759676044618,119.00848503352034,717.2445394293275,26203,208,119,209,79
"65e8119f51aff2647611e8ff",0,4,2,1,"cell","polygon","",788.363836219637,189.19943646372846,454.878432522232,30699,309,127,193,86
"65e8119f51aff2647611e900",0,4,2,1,"cell","polygon","",1023.4827662708834,254.38481764050272,205.58580409977895,27066.5,245,93,97,32
"65e8119f51aff2647611e901",0,4,2,1,"cell","polygon","",698.5083486086919,288.6198594549658,873.4755150287066,25662,163,119,129,51
"65e8119f51aff2647611e902",0,4,2,1,"cell","polygon","",789.079946908077,366.8939322347568,636.688328116079,33862,375,142,149,48
"65e8119f51aff2647611e903",0,4,2,1,"cell","polygon","",105.78453845891615,300.63727959697735,15.754827875734678,794,0,1,2,0
"65e8119f51aff2647611e904",0,4,2,1,"cell","polygon","",691.0422715356646,422.7368405221681,68.29130321442177,16623,66,83,107,35
"65e8119f51aff2647611e905",0,4,2,1,"cell","polygon","",726.6163520180728,489.8511661765965,766.0500585229381,35029,306,90,83,14
