"Id",Channel,XY,Z,Time,"Tags","Shape","Name",red blob intensity measurements / TotalIntensity,red blob intensity measurements / MinIntensity,red blob intensity measurements / MedianIntensity,red blob intensity measurements / MeanIntensity,red blob intensity measurements / MaxIntensity,red blob intensity measurements / 75thPercentileIntensity,red blob intensity measurements / 25thPercentileIntensity,green blob intensity measurements / TotalIntensity,green blob intensity measurements / MinIntensity,green blob intensity measurements / MedianIntensity,green blob intensity measurements / MeanIntensity,green blob intensity measurements / MaxIntensity,green blob intensity measurements / 75thPercentileIntensity,green blob intensity measurements / 25thPercentileIntensity,green red two color intensity / Channel 2 / MedianIntensity,green red two color intensity / Channel 2 / MeanColonyIntensity,green red two color intensity / Channel 2 / 75thPercentileIntensity,green red two color intensity / Channel 2 / 40thPercentileIntensity,green red two color intensity / Channel 2 / 25thPercentileIntensity,green red two color intensity / Channel 1 / MedianIntensity,green red two color intensity / Channel 1 / MeanColonyIntensity,green red two color intensity / Channel 1 / 75thPercentileIntensity,green red two color intensity / Channel 1 / 40thPercentileIntensity,green red two color intensity / Channel 1 / 25thPercentileIntensity,red annulus intensity measurements / TotalIntensity,red annulus intensity measurements / MinIntensity,red annulus intensity measurements / MedianIntensity,red annulus intensity measurements / MeanIntensity,red annulus intensity measurements / MaxIntensity,red annulus intensity measurements / 75thPercentileIntensity,red annulus intensity measurements / 25thPercentileIntensity,green annulus intensity measurements / TotalIntensity,green annulus intensity measurements / MinIntensity,green annulus intensity measurements / MedianIntensity,green annulus intensity measurements / MeanIntensity,green annulus intensity measurements / MaxIntensity,green annulus intensity measurements / 75thPercentileIntensity,green annulus intensity measurements / 25thPercentileIntensity,colony Blob Parent and child / parentId,colony Blob Parent and child / childId,colony Blob Parent and child / annotationId
"6675e7fdefb2f5d02e2c1543",0,1,1,17,"green blob, line, colony","polygon","",2322336,30,40,41.76487725923928,124,44,36,28087335,405,498,505.1224710008093,985,534,458,40,46.42878216685789,44,38,36,498,544.8850024586134,534,480,458,494151,28,37,38.276607281177384,118,40,34,6140053,403,461,475.6044151820294,859,513,438,-,-,-
"6675e7fdefb2f5d02e2c1544",0,1,1,17,"green blob, line, colony","polygon","",8899432,34,54,57.42717575773219,316,67,45,102598215,461,639,662.056379017739,1754,750,573,54,68.14957836098922,67,50,45,639,741.836631145699,750,608,573,985707,30,47,53.3882359313221,268,64,40,11193588,310,566,606.2713535178465,1646,710,512,-,-,-
"6675e7fdefb2f5d02e2c1545",0,1,1,16,"green blob, line, colony","polygon","",2092171,29,40,42.35163967611336,117,45,37,27465616,447,551,555.9841295546559,984,583,512,40,46.38651259054846,45,39,37,551,589.354674025526,583,539,512,470725,29,37,38.32017258222078,77,41,34,6497262,442,521,528.920709866493,819,570,483,-,-,-
"6675e7fdefb2f5d02e2c1546",0,1,1,16,"green blob, line, colony","polygon","",10281009,33,57,60.71330542055192,294,74,45,126171085,522,722,745.0886988667568,1704,868,630,57,74.3864652433246,74,51,45,722,851.6536484753888,868,678,630,1269869,33,52,59.003298949911716,275,72,40,14749903,493,627,685.3407211225723,1610,790,562,-,-,-
"6675e7fdefb2f5d02e2c1547",0,1,1,15,"green blob, line, colony","polygon","",8947004,34,54,57.11935238800539,425,67,45,93710987,424,577,598.2685253164962,2016,686,510,54,68.04036634202981,67,50,45,577,679.4936968318286,686,546,510,992751,32,48.5,53.40816655907037,149,66,40,10397911,312,520,559.3883688401119,1040,669,455,-,-,-
"6675e7fdefb2f5d02e2c1548",0,1,1,15,"green blob, line, colony","polygon","",2655894,30,41,42.21937145309743,152,44,37,29076345,367,461,462.21159807334635,981,488,421,41,46.494806885577894,44,39,37,461,496.41018371184725,488,447,421,523985,30,38,39.08585707891989,115,42,35,5928191,364,440,442.2043115023124,729,481,401,-,-,-
"6675e7fdefb2f5d02e2c1549",0,1,1,14,"green blob, line, colony","polygon","",2084600,30,40,41.76801779238214,134,45,36,23776874,388,469,476.4045362559859,898,504,436,40,46.31356729377713,45,38,36,469,511.58426193921855,504,450,436,460293,29,38,38.90567154086721,113,41,35,5469311,380,461,462.2864508494633,834,497,417,-,-,-
"6675e7fdefb2f5d02e2c154a",0,1,1,14,"green blob, line, colony","polygon","",3208719,35,52,55.12031676773229,182,60,46,35001215,471,586,601.2611444179136,1143,649,543,52,62.895365621448974,60,50,46,586,653.3622738859372,649,568,543,614898,35,48,52.46569965870307,161,62,42,6982802,460,571,595.8022184300341,1078,684,503,-,-,-
"6675e7fdefb2f5d02e2c154b",0,1,1,13,"green blob, line, colony","polygon","",2733046,35,50,52.87480895354911,228,56,45,31897931,496,609,617.1125577975972,1265,655,567,50,59.43371372456063,56,48,45,609,659.0573634485795,655,593,567,521412,33,44,49.124929338609384,139,56,40,6438211,490,583,606.5772564537403,1000,676,527,-,-,-
"6675e7fdefb2f5d02e2c154c",0,1,1,13,"green blob, line, colony","polygon","",2206425,32,41,42.98174699029883,142,45,38,26796451,441,517,522.0020064674485,965,542,488,41,46.847766417347145,45,40,38,517,549.1129142935566,542,508,488,466232,31,39,39.88638891265292,93,41,36,5882165,434,497,503.2222602446745,834,537,470,-,-,-
"6675e7fdefb2f5d02e2c154d",0,1,1,12,"green blob, line, colony","polygon","",2554289,34,49,51.34971754819774,197,55,43,32418206,542,648,651.7139295981344,1274,687,604,49,57.81277781697594,55,47,43,648,690.522154801383,687,635,604,491762,35,44,46.449608009823365,138,51,40,6719732,537,627,634.7154056862189,884,695,570,-,-,-
"6675e7fdefb2f5d02e2c154e",0,1,1,12,"green blob, line, colony","polygon","",1692544,32,41,43.037709461692984,127,45,38,22227128,478,562,565.1874793398937,867,587,532,41,46.97930691727285,45,40,38,562,592.597885510324,587,552,532,417213,31,39,40.72357247437775,116,41,37,5614750,470,537,548.0478282088824,856,579,510,-,-,-
"6675e7fdefb2f5d02e2c154f",0,1,1,11,"green blob, line, colony","polygon","",2611692,34,49,51.19258286453535,174,55,43,27332473,446,532,535.7522590509046,1002,567,492,49,58.05168286156879,55,46,43,532,571.4063160118293,567,517,492,485005,34,43,45.72068250377074,196,49,40,5517987,442,506,520.1722285067873,834,561,467,-,-,-
"6675e7fdefb2f5d02e2c1550",0,1,1,11,"green blob, line, colony","polygon","",1367349,32,40,42.36295194720699,127,44,38,14924503,390,457,462.3881711435387,762,481,432,40,46.27540965757526,44,39,38,457,486.7474549512766,481,446,432,398082,31,39,40.58747960848287,141,42,36,4474799,389,456,456.2397022838499,907,483,418,-,-,-
"6675e7fdefb2f5d02e2c1551",0,1,1,10,"green blob, line, colony","polygon","",2102015,35,48,51.23366968899288,192,55,43,23022133,477,554,561.1322267719606,972,588,521,48,58.03487769037946,55,45,43,554,593.1138819258363,588,543,521,447299,34,43,46.98518907563025,202,50,40,5237421,474,539,550.1492647058824,901,588,500,-,-,-
"6675e7fdefb2f5d02e2c1552",0,1,1,10,"green blob, line, colony","polygon","",1682280,32,40,42.36414001510954,222,44,37,19176310,418,475,482.90883908335434,829,500,454,40,46.593802459053585,44,39,37,475,506.8881629690123,500,465,454,405805,32,38,40.76393771973883,166,41,36,4728379,413,465,474.9752887995982,870,502,444,-,-,-
"6675e7fdefb2f5d02e2c1553",0,1,1,9,"green blob, line, colony","polygon","",1510318,36,47,53.040140474100085,283,57,43,17383864,525,598,610.4956628621597,1518,633,570,47,60.3785671641791,57,45,43,598,641.3314029850746,633,588,570,364318,35,46,48.17109612587598,126,52,41,4547260,521,589,601.2508263916435,1002,646,547,-,-,-
"6675e7fdefb2f5d02e2c1554",0,1,1,9,"green blob, line, colony","polygon","",1203156,31,38,41.978856285544815,142,43,37,14504044,445,495,506.05505739506646,764,520,481,38,46.12135834489414,43,38,37,495,526.3680559744255,520,490,481,315946,31,38,40.50589743589744,106,41,36,3910445,438,495,501.3391025641026,768,527,468,-,-,-
"6675e7fdefb2f5d02e2c1555",0,1,1,8,"green blob, line, colony","polygon","",749177,35,42,46.07768005412387,135,47,40,9689523,533,587,595.9482748016483,1002,606,573,42,50.05680545658149,47,41,40,587,612.966608978927,606,582,573,280724,34,41,43.16838382285099,122,43,39,3824109,532,589,588.0530524373366,880,608,555,-,-,-
"6675e7fdefb2f5d02e2c1556",0,1,1,8,"green blob, line, colony","polygon","",1279622,35,47,51.38012447299739,150,54,43,16398229,571,649,658.4311985545071,970,687,619,47,57.66668916638542,54,45,43,649,687.8328045899426,687,639,619,399520,35,46,50.13427029740244,131,54,41,5254581,567,643,659.3777136403564,1020,721,599,-,-,-
"6675e7fdefb2f5d02e2c1557",0,1,1,7,"green blob, line, colony","polygon","",512917,34,43,47.112795076696976,161,49,40,5673117,467,512,521.0909341416368,777,532,496,43,52.902717931720254,49,42,40,512,542.393105734173,532,506.40000000000055,496,195324,34,40,40.49004975124378,83,41,38,2408443,463,499,499.26264510779436,606,513,484,-,-,-
"6675e7fdefb2f5d02e2c1558",0,1,1,7,"green blob, line, colony","polygon","",1031251,36,45,50.21429614841506,192,53,42,11475218,496,550,558.7582412231582,874,577,526,45,56.30344202898551,53,44,42,550,582.2127799736495,577,541,526,384079,36,44,51.492023059391336,263,52,41,4203012,488,547,563.4819680922376,926,588,518,-,-,-
"6675e7fdefb2f5d02e2c1559",0,1,1,6,"green blob, line, colony","polygon","",600425,36,43,47.29617959826703,175,48,41,7080531,510,549,557.7417093343836,757,562,539,43,51.46244496244496,48,42,41,549,570.6249676249677,562,545,539,222087,36,41,44.11740166865316,139,43,39,2761889,507,543,548.6470003972984,792,564,523,-,-,-
"6675e7fdefb2f5d02e2c155a",0,1,1,6,"green blob, line, colony","polygon","",458812,37,45,50.72548369264787,163,53,43,5486367,550,593,606.5635157545605,1042,613,582,45,56.45420560747664,53,44,43,593,625.5059813084113,613,589,582,211164,37,43,46.75907883082374,149,46,41,2673115,544,586,591.920947741364,819,606,567,-,-,-
"6675e7fdefb2f5d02e2c155b",0,1,1,5,"green blob, line, colony","polygon","",349232,36,45,51.244607483492295,168,56,41,4168620,564,597,611.6830520909758,791,625,586,45,58.92157867760123,56,43,41,597,631.4572014351614,625,592,586,181297,35,41,44.435539215686276,115,44,40,2419285,553,588,592.9620098039215,752,603,574,-,-,-
"6675e7fdefb2f5d02e2c155c",0,1,1,5,"green blob, line, colony","polygon","",449664,40,55.5,65.14981164879745,181,74,49,5095362,651,735,738.2442770211533,922,770,699,55.5,75.90655969797074,74,53,49,735,765.2685228881547,770,720,699,198022,39,49,50.27215029195227,116,56,44,2827340,641,708,717.7811627316578,857,772,662,-,-,-
"6675e7fdefb2f5d02e2c155d",0,1,1,4,"green blob, line, colony","polygon","",281351,42,58,68.94168096054888,263,76,51,2706647,584,655,663.2313158539573,847,689,629,58,82.59428327645051,76,55,51,655,692.6706484641638,689,645,629,167039,41,54,55.21950413223141,167,59,47,1944270,571,645,642.7338842975207,732,686,595,-,-,-
"6675e7fdefb2f5d02e2c155e",0,1,1,4,"green blob, line, colony","polygon","",202944,36,48,55.93825799338479,169,62,42,1966607,498,527,542.0636714443219,751,554.25,517,48,66.89536621823618,62,45,42,527,562.526158445441,554.25,522,517,136963,36,42,44.584309895833336,131,45,40,1603554,491,518,521.990234375,748,526,507,-,-,-
"6675e7fdefb2f5d02e2c155f",0,1,1,3,"green blob, line, colony","polygon","",112468,49,90,94.59041211101766,189,114,71,899985,671,760,756.9259882253995,857,785,729,90,112.56302521008404,114,83,71,760,782.001400560224,785,750,729,110358,42,55,55.540010065425264,93,59,50,1400310,626,709,704.7357825868143,820,736,674,-,-,-
"6675e7fdefb2f5d02e2c1560",0,1,1,3,"green blob, line, colony","polygon","",121148,37,56,63.06507027589797,166,73,46,1138694,546,581,592.7610619469026,755,615,565,56,76.58130841121495,73,52,46,581,615.7467289719626,615,574,565,112036,37,42,46.50726442507264,109,48,41,1361738,535,561,565.2710668327106,712,568,553,-,-,-
"6675e7fdefb2f5d02e2c1561",0,1,1,2,"green blob, line, colony","polygon","",78583,38,65,71.05153707052442,168,78,54,733374,591,660,663.0867992766727,850,687,629,65,85.1328125,78,62,54,660,690.865625,687,649,629,80052,35,41,42.08832807570978,66,43,40,1155260,582,606,607.3922187171398,684,613,598,-,-,-
"6675e7fdefb2f5d02e2c1562",0,1,1,2,"green blob, line, colony","polygon","",37868,58,79,82.86214442013129,117,98,67,408023,829,886,892.8293216630196,987,918,869,79,96.048,98,74,67,886,917.704,918,878,869,72799,54,62,61.43375527426161,74,64,58,1009673,802,853,852.0447257383967,899,875,828,-,-,-
"6675e7fdefb2f5d02e2c1563",0,1,1,27,"green blob, line, colony","polygon","",6595171,34,65,67.21535874439462,586,77,49,56121913,371,575,571.9722075010192,2159,654,463,65,83.43223756800974,77,59,49,575,665.9214130806986,654,532,463,795729,33,51,56.302908087454895,334,66,42,7164094,370,467,506.90539871223376,1468,595,403,-,-,-
"6675e7fdefb2f5d02e2c1564",0,1,1,26,"green blob, line, colony","polygon","",6670055,32,54,58.24459910232453,563,71,40,62285580,367,524,543.8933617422589,1751,655,427,54,73.59828848028283,71,48,40,524,643.3273198856784,655,475,427,868718,32,44,51.74944897837612,159,61,36,8460749,363,434,504.0060165604337,1330,587,398,-,-,-
"6675e7fdefb2f5d02e2c1565",0,1,1,25,"green blob, line, colony","polygon","",5880140,33,58,61.09299836881422,393,73,45,58594557,426,601,608.7809431786304,1564,711,501,58,75.25448000778286,73,53,45,601,699.7349158478452,711,560,501,843166,33,52,60.20464119957158,177,69,39,8607145,419,529,614.576579792931,1520,689,462,-,-,-
"6675e7fdefb2f5d02e2c1566",0,1,1,24,"green blob, line, colony","polygon","",5161904,33,54,58.791617312072894,558,70,43,47063290,375,517,536.0283599088838,2090,632,432,54,72.53449276608552,70,49,43,517,623.8535804114625,632,479,432,712597,32,50,55.34304131717925,158,66,40,6641901,372,461,515.8357409133271,1283,609,404,-,-,-
"6675e7fdefb2f5d02e2c1567",0,1,1,23,"green blob, line, colony","polygon","",3649942,32,55,56.38543533337453,142,68,44,36030191,396,550,556.6055583019217,994,650,461,55,67.40461283089199,68,50,44,550,635.8307463816651,650,513,461,609544,33,50,53.94194690265487,188,64,41,5971457,394,494,528.4475221238938,1206,617,429,-,-,-
"6675e7fdefb2f5d02e2c1568",0,1,1,22,"green blob, line, colony","polygon","",3063265,33,56,56.95600840414257,124,69,45,32242342,422,599,599.4894669319301,932,695,505,56,67.77309782608695,69,52,45,599,678.5288461538462,695,565,505,601383,33,53,58.540153801226516,149,68,42,6111255,424,558,594.8851357928551,1216,692,473,-,-,-
"6675e7fdefb2f5d02e2c1569",0,1,1,21,"green blob, line, colony","polygon","",3091098,37,59,60.55396007600839,182,71,49,30622216,440,595,599.8827746978275,1061,687,507,59,70.65577048941896,71,55,49,595,675.3595374881827,687,560,507,591485,36,57,60.38642164369576,148,72,46,5739264,435,555,585.9381316998468,1263,677,485,-,-,-
"6675e7fdefb2f5d02e2c156a",0,1,1,20,"green blob, line, colony","polygon","",3101583,35,56,57.29137188983505,171,68,45,31789975,434,582,587.2134584480116,1121,674,497,56,67.3625502111443,68,52,45,582,661.7607717924949,674,546,497,575718,35,52,54.77811607992388,133,67,43,5839250,402,529,555.5899143672692,947,658,462,-,-,-
"6675e7fdefb2f5d02e2c156b",0,1,1,19,"green blob, line, colony","polygon","",1705334,35,46,49.207467682363806,183,53,42,18381213,443,517,530.3904951523546,1218,563,486,46,55.20946533640317,53,44,42,517,566.0378613456127,563,504,486,379428,35,44,46.76213951195464,132,54,39,4287867,436,509,528.4529208774957,889,599,460,-,-,-
"6675e7fdefb2f5d02e2c156c",0,1,1,18,"green blob, line, colony","polygon","",2031686,34,45,47.983892680853074,236,52,41,23318117,459,536,550.7219243759005,959,588,506,45,54.13153594771242,52,43,41,536,589.281346749226,588,522,506,416688,34,41,45.47010039284155,112,53,38,5027315,455,519,548.593954604976,862,625,480,-,-,-
"6675e7fdefb2f5d02e2c156d",0,1,1,17,"green blob, line, colony","polygon","",2029766,33,45,47.696353040699314,134,52,40,25016136,488,573,587.8403985336968,987,635,533,45,54.13737936950461,52,43,40,573,633.2283079562513,635,558,533,416025,33,42,47.03504804974562,130,56,38,5235023,484,560,591.8624081401922,979,677,509,-,-,-
"6675e7fdefb2f5d02e2c156e",0,1,1,16,"green blob, line, colony","polygon","",1439910,35,47,48.73781478472787,110,53,42,19471801,558,653,659.0780192255619,1006,704,605,47,54.81277464875905,53,45,42,653,704.6057436405273,704,632,605,371824,35,48,50.31447902571042,110,57,40,4938901,556,654,668.3221921515561,1005,741,585,-,-,-
"6675e7fdefb2f5d02e2c156f",0,1,1,15,"green blob, line, colony","polygon","",1083869,36,47,49.42177739273175,129,53,42,12017148,460,537,547.9525785417901,981,588,499,47,55.800033523298694,53,45,42,537,590.577103586993,588,520,499,316255,35,46,48.468199233716476,145,56,40,3565071,457,526,546.3710344827587,818,618,479,-,-,-
"6675e7fdefb2f5d02e2c1570",0,1,1,14,"green blob, line, colony","polygon","",711175,36,50,52.48136668880525,119,56,45,8036795,492,588,593.0776326470371,975,630,540,50,59.038546975042465,56,48,45,588,635.2800209068339,630,567,540,252397,36,49,48.734697818111606,75,55,42,3000920,487,571,579.4400463409925,748,638,521,-,-,-
"6675e7fdefb2f5d02e2c1571",0,1,1,13,"green blob, line, colony","polygon","",340995,37,51,54.86645213193886,111,58.5,47,4041181,551,638,650.230249396621,905,684,605,51,61.231867824138895,58.5,50,47,638,686.9103892467097,684,625,605,182266,38,49,48.46211114065408,86,52,44,2304107,543,612,612.6314809890987,751,648,574,-,-,-
"6675e7fdefb2f5d02e2c1572",0,1,1,12,"green blob, line, colony","polygon","",344069,38,52,56.24799738433873,121,59,48,4344534,603,699,710.2393330063757,947,740,676,52,62.7515633882888,59,50,48,699,742.091813530415,740,691,676,174117,37,48,48.41963292547275,90,53,42,2426478,592,680,674.7714126807564,857,715,624,-,-,-
"6675e7fdefb2f5d02e2c1573",0,1,1,11,"green blob, line, colony","polygon","",384610,39,52,55.8782507627488,140,57,49,4164944,509,600,605.1059131192794,904,626,569,52,61.350037027894345,57,51,49,600,633.8874352011849,626,590,569,204365,38,54,53.79441958410108,130,58,46,2243487,499,587,590.5467228217952,961,637,529.5,-,-,-
"6675e7fdefb2f5d02e2c1574",0,1,1,10,"green blob, line, colony","polygon","",327588,38,51,55.39195130199526,136,58,47,3666491,532,612,619.968041934393,922,641,582,51,61.91630340017437,58,49,47,612,649.868352223191,641,600,582,194791,37,49,48.503735059760956,97,52,43,2369068,522,595,589.9073705179283,738,628,545,-,-,-
"6675e7fdefb2f5d02e2c1575",0,1,1,9,"green blob, line, colony","polygon","",254054,39,51,54.44792113159023,152,57,47,3102009,575,661,664.8111873124732,994,687,621,51,60.88943581976524,57,50,47,661,700.4176448315033,687,646,621,160004,38,49,50.09517845961177,107,54,44,2057621,563,639,644.2144646211647,964,684.75,597,-,-,-
"6675e7fdefb2f5d02e2c1576",0,1,1,8,"green blob, line, colony","polygon","",90735,37,48,54.202508960573475,144,57,44,1152202,623,670,688.2927120669057,912,710,647,48,62.002053388090346,57,46,44,670,718.5359342915812,710,661,647,98103,38,44,45.52343387470998,84,48,42,1416873,611,653,657.4816705336427,789,673,631,-,-,-
"6675e7fdefb2f5d02e2c1577",0,1,1,7,"green blob, line, colony","polygon","",435720,37,43,49.4855195911414,185,51,41,4886539,504,544,554.9731970471323,907,568,529,43,55.51936174352987,51,42,41,544,574.4098073555166,568,538,529,191281,37,42,45.78291048348492,150,46,41,2303745,503,542,551.3989947343226,787,571,521,-,-,-
"6675e7fdefb2f5d02e2c1578",0,1,1,6,"green blob, line, colony","polygon","",204443,36,44,51.99465920651068,204,56,42,2395401,557,595,609.2067650050865,964,620.25,580,44,59.552813852813856,56,43,42,595,631.1406926406927,620.25,588,580,134873,36,43,45.90639891082369,114,47,40,1759583,552,588,598.9050374404356,765,625,569,-,-,-
"6675e7fdefb2f5d02e2c1579",0,1,1,5,"green blob, line, colony","polygon","",200145,36,44,50.5927704752275,189,52,41,2585085,601,644,653.4593023255813,953,668,626,44,57.519776440240754,52,43,41,644,673.5434221840069,668,637,626,145682,35,44,48.80469011725293,107,51,40,1965320,595,644,658.3986599664992,847,693,618,-,-,-
"6675e7fdefb2f5d02e2c157a",0,1,1,4,"green blob, line, colony","polygon","",248065,37,49,53.624081279723306,157,58,43,2708935,526,575,585.5890618244704,835,606,554,49,61.20685799478196,58,46,43,575,609.5147223257547,606,567,554,165729,37,46,49.39761549925484,120,51,42,1954308,520,569,582.5061102831595,790,614,544,-,-,-
"6675e7fdefb2f5d02e2c157b",0,1,1,3,"green blob, line, colony","polygon","",157553,38,50,57.33369723435226,153,63,45,1770208,577,630,644.1804949053858,862,669,608,50,65.42739079102715,63,48,45,630,668.5047225501771,669,620,608,139697,37,45,49.696549270722166,114,53,42,1773709,569,612,630.988616150836,891,657.5,588,-,-,-
"6675e7fdefb2f5d02e2c157c",0,1,1,2,"green blob, line, colony","polygon","",114903,36,45,51.38774597495528,133,57,41,1495699,632,657,668.9172629695886,848,682,647,45,60.661802575107295,57,43,41,657,689.3931330472103,682,651,647,100535,35,41,42.17072147651007,84,43,40,1549791,618,648,650.0801174496644,712,661,637,-,-,-
"6675e7fdefb2f5d02e2c157d",0,1,1,27,"green blob, line, colony","polygon","",12534426,27,49,55.96150600715233,790,62,41,107536447,289,440,480.10986101623786,4055,529,383,49,69.19915017423894,62,45,41,440,567.0355874810967,529,416,383,1814273,27,52,61.361416444008526,429,73,38,14806419,286,455,500.77515473331755,2407,605,351,-,-,-
"6675e7fdefb2f5d02e2c157e",0,1,1,27,"green blob, line, colony","polygon","",17331894,29,63,73.64368509611299,650,84,50,133113387,302,516,565.6023718068562,4682,667,433,63,94.11085769576336,84,57,50,516,681.0657804808748,667,479,433,1532819,27,61,66.31847877817678,376,81,41,12285324,294,488,531.5330766235452,1997,662,374,-,-,-
"6675e7fdefb2f5d02e2c157f",0,1,1,26,"green blob, line, colony","polygon","",12733648,26,47,52.90520507877418,612,58,39,115633204,307,450,480.4277903343748,3795,529,389,47,65.35287414730294,58,43,39,450,562.3370905899201,529,425,389,1414913,26,46,54.864981193532124,607,62,36,12288821,304,435,476.5140563806274,1668,570,359,-,-,-
"6675e7fdefb2f5d02e2c1580",0,1,1,26,"green blob, line, colony","polygon","",14165908,17,57,65.08751906783554,625,73,46,118280009,151,505,543.4563277646064,3184,615,436,57,82.2329361514602,73,52,46,505,642.8777097916914,615,477,436,1211505,0,46,54.901209951511305,373,67,35,10193779,0,427,461.9467530701953,2144,584,357,-,-,-
"6675e7fdefb2f5d02e2c1581",0,1,1,25,"green blob, line, colony","polygon","",8014847,26,45,52.01743899273105,441,54,39,77121162,337,471,500.5267523364486,2232,536,415,45,63.61817178807014,54,42,39,471,573.6361064813728,536,448,415,1008883,26,42,46.520173375755064,327,52,35,10125103,334,443,466.87430257758103,1408,520,389,-,-,-
"6675e7fdefb2f5d02e2c1582",0,1,1,25,"green blob, line, colony","polygon","",8308768,34,61,72.33444187139797,421,82,50,70753160,394,564,615.9625998990127,2712,677,500,61,90.0806095849208,82,56,50,564,710.5210316052505,677,536,500,1097134,33,57,60.2192216916406,230,71,46,10350366,391,533,568.1083484274658,1722,665,466,-,-,-
"6675e7fdefb2f5d02e2c1583",0,1,1,24,"green blob, line, colony","polygon","",6886574,26,42,49.895478916099115,430,51,36,59715673,294,402,432.6595638313288,2086,460,354,42,61.263571794299516,51,40,36,402,499.04328532605126,460,382,354,1011869,26,43,45.89391328011611,494,50,35,9050826,294,402,410.5055333817126,1310,460,341,-,-,-
"6675e7fdefb2f5d02e2c1584",0,1,1,24,"green blob, line, colony","polygon","",6854083,36,57,71.46891129578846,537,80,48,53188445,369,496,554.606685922234,3047,597,440,57,90.52720474711211,80,53,48,496,647.9114008817128,597,472,440,984694,35,53,60.98686981295677,250,68,44,8297377,358,466,513.896754614146,1598,577,412,-,-,-
"6675e7fdefb2f5d02e2c1585",0,1,1,23,"green blob, line, colony","polygon","",6324150,26,42,45.39558688411623,474,49,37,60715250,317,419,435.8221115194671,1399,471,380,42,53.27811323247671,49,40,37,419,487.03936050736604,471,403,380,1059043,27,43,44.908955983377155,169,50,35,10365474,318,425,439.55025019082353,932,497,368,-,-,-
"6675e7fdefb2f5d02e2c1586",0,1,1,23,"green blob, line, colony","polygon","",5622220,35,55,66.01949271958667,454,72,46,48346135,390,520,567.709429309535,2150,617,456,55,83.08688510417568,72,51,46,520,662.7811446356013,617,493,456,868057,35,53,60.06483531691116,222,70,43,7863077,390,491,544.0822723498478,1442,615,433,-,-,-
"6675e7fdefb2f5d02e2c1587",0,1,1,22,"green blob, line, colony","polygon","",3738958,29,45,47.39337321908432,282,51,40,38350241,356,474,486.11064493231254,1292,521,432,45,54.47823495702006,51,43,40,474,535.9314383954155,521,458,432,568172,29,43,46.177828348504555,296,51,35,5796727,356,459,471.1254063719116,1107,526,392,-,-,-
"6675e7fdefb2f5d02e2c1588",0,1,1,22,"green blob, line, colony","polygon","",3266419,37,64,76.37887574241219,592,86,51,28674018,448,620,670.4863209091334,2729,746,540,64,97.98170601088214,86,58,51,620,785.0685917484255,746,584,540,662382,36,61,62.35944266616456,192,72,48,6454719,443,596,607.6745434004896,1214,689,503,-,-,-
"6675e7fdefb2f5d02e2c1589",0,1,1,21,"green blob, line, colony","polygon","",3488519,33,49,51.56564477029504,164,55,45,35150710,381,503,519.5812392833915,1584,552,464,49,57.7857482939216,55,47,45,503,569.9535258953605,552,487,464,727947,33,50,56.142757982415546,313,60,43,6797824,377,505,524.2807342279809,1048,589,447,-,-,-
"6675e7fdefb2f5d02e2c158a",0,1,1,21,"green blob, line, colony","polygon","",3402700,40,72,79.0682003020797,430,89,58,29812381,452,663,692.7473219472522,1975,773,567,72,97.94793713163065,89,66,58,663,804.8774237635603,773,621,567,717807,40,63,69.10628670453451,195,83,51,6681987,432,610,643.3028785982478,1342,761,508,-,-,-
"6675e7fdefb2f5d02e2c158b",0,1,1,20,"green blob, line, colony","polygon","",2329590,36,49,52.15811391724879,224,55,45,24285949,407,523,543.7477386709654,1979,577,487,49,58.10119164667479,55,47,45,523,591.5054862940968,577,508,487,514631,35,49,51.79458534621578,156,55,44,5382988,402,513,541.7661030595813,1552,578.25,467,-,-,-
"6675e7fdefb2f5d02e2c158c",0,1,1,20,"green blob, line, colony","polygon","",2122891,44,78,83.33232580961727,388,92,68,19322758,494,736,758.4988420019627,1883,818,665,78,97.6758145098867,92,74,68,736,847.2362254591513,818,712,665,603402,45,70,74.51247221536181,248,83,61,5677639,491,688,701.1162015312423,1414,771,610,-,-,-
"6675e7fdefb2f5d02e2c158d",0,1,1,19,"green blob, line, colony","polygon","",2566544,36,50,52.63194159625954,144,57,46,27762828,428,552,569.330407677795,1148,613,509,50,58.930581752283736,57,48,46,552,622.6601945338215,613,533,509,543623,35,51,54.45487328458379,201,61,45,5756767,421,549,576.657016928779,1523,633,494,-,-,-
"6675e7fdefb2f5d02e2c158e",0,1,1,19,"green blob, line, colony","polygon","",2750678,40,71,74.84227137920713,223,84,61,26366439,460,699,717.3955595461595,1307,792,619,71,87.98974333807725,84,67,61,699,806.4429503852383,792,673,619,482304,37,56,58.21412190706096,146,65,49,4970159,369,585,599.8984912492456,1242,667,528,-,-,-
"6675e7fdefb2f5d02e2c158f",0,1,1,18,"green blob, line, colony","polygon","",2066818,35,48,52.31920818144998,191,56,44,23140840,442,559,585.7847306601863,1684,622,520,48,59.10823266219239,56,47,44,559,641.8770022371365,622,542,520,402148,34,45,47.54084407140324,182,52,40,4606421,437,527,544.5585766639083,921,595,484,-,-,-
