"Id",Channel,XY,Z,Time,"Tags","Shape","Name",red blob intensity measurements / TotalIntensity,red blob intensity measurements / MinIntensity,red blob intensity measurements / MedianIntensity,red blob intensity measurements / MeanIntensity,red blob intensity measurements / MaxIntensity,red blob intensity measurements / 75thPercentileIntensity,red blob intensity measurements / 25thPercentileIntensity,green blob intensity measurements / TotalIntensity,green blob intensity measurements / MinIntensity,green blob intensity measurements / MedianIntensity,green blob intensity measurements / MeanIntensity,green blob intensity measurements / MaxIntensity,green blob intensity measurements / 75thPercentileIntensity,green blob intensity measurements / 25thPercentileIntensity,green red two color intensity / Channel 2 / MedianIntensity,green red two color intensity / Channel 2 / MeanColonyIntensity,green red two color intensity / Channel 2 / 75thPercentileIntensity,green red two color intensity / Channel 2 / 40thPercentileIntensity,green red two color intensity / Channel 2 / 25thPercentileIntensity,green red two color intensity / Channel 1 / MedianIntensity,green red two color intensity / Channel 1 / MeanColonyIntensity,green red two color intensity / Channel 1 / 75thPercentileIntensity,green red two color intensity / Channel 1 / 40thPercentileIntensity,green red two color intensity / Channel 1 / 25thPercentileIntensity,red annulus intensity measurements / TotalIntensity,red annulus intensity measurements / MinIntensity,red annulus intensity measurements / MedianIntensity,red annulus intensity measurements / MeanIntensity,red annulus intensity measurements / MaxIntensity,red annulus intensity measurements / 75thPercentileIntensity,red annulus intensity measurements / 25thPercentileIntensity,green annulus intensity measurements / TotalIntensity,green annulus intensity measurements / MinIntensity,green annulus intensity measurements / MedianIntensity,green annulus intensity measurements / MeanIntensity,green annulus intensity measurements / MaxIntensity,green annulus intensity measurements / 75thPercentileIntensity,green annulus intensity measurements / 25thPercentileIntensity,colony Blob Parent and child / parentId,colony Blob Parent and child / childId,colony Blob Parent and child / annotationId
"6675e7fdefb2f5d02e2c142d",0,1,1,28,"colony, line","polygon","",1778948,25,43,55.274297787720606,478,57,34,12207418,245,314,379.30083271190654,2782,373,279,43,73.76141605166052,57,38,34,314,465.0417435424354,373,297,279,351865,25,30,33.826667948471446,154,36,28,2942715,244,268,282.8989617381273,1277,291,256,33,-,32
"6675e7fdefb2f5d02e2c142e",0,1,1,28,"colony, line","polygon","",4643066,29,47,52.14877295445611,306,58,39,35619509,284,379,400.0618745437188,1436,433,341,47,63.2510714063891,58,44,39,379,453.1939711393139,433,363,341,567033,29,38,40.91737624476836,160,44,34,4775090,282,337,344.5728099292827,951,360,306,37,-,36
"6675e7fdefb2f5d02e2c142f",0,1,1,28,"colony, line","polygon","",3497646,33,46,51.55880185146968,397,56,41,26270600,315,374,387.2549308647071,967,404,356,46,60.19848193342646,56,43,41,374,414.91497772975254,404,367,356,545580,33,41,44.01258470474347,301,46,38,4535469,311,366,365.8816553727009,910,381,332,35,-,34
"6675e7fdefb2f5d02e2c1430",0,1,1,28,"colony, line","polygon","",15138038,21,35,47.04395170688503,1523,51,28,114898106,218,311,357.0648290007303,3439,405,249,35,62.31935329138568,51,32,28,311,442.27137496120315,405,282,249,910768,22,28,33.93829184677299,250,35,26,7799962,220,246,290.6529289014756,1295,304,235,27,-,26
"6675e7fdefb2f5d02e2c1431",0,1,1,28,"colony, line","polygon","",27611080,23,53,67.0440346255175,1758,75,41,172755459,233,371,419.4773610790729,6392,463,313,53,89.08533111431049,75,48,41,371,509.7343864886165,463,346,313,1269406,24,35,42.331877146763595,521,46,29,9262752,232,275,308.89225330976757,2985,322,251,29,-,28
"6675e7fdefb2f5d02e2c1432",0,1,1,28,"colony, line","polygon","",8197309,37,81,88.2788481213048,606,101,63,59906623,379,633,645.1492402296003,3645,727,517,81,110.81572915857353,101,74,63,633,758.1227177375496,727,585,517,903238,37,69,65.9009193054137,171,75,51,7572150,378,571.5,552.469721289946,1213,644,435,31,-,30
"6675e7fdefb2f5d02e2c1433",0,1,1,28,"colony, line","polygon","",3751107,22,38,46.41367747683094,343,52,32,23807785,226,273,294.58153404521215,1377,313,255,38,58.6332075810653,52,35,32,273,328.543070151801,313,265,255,420414,22,29,32.701773490976976,157,34,27,3315225,224,247,257.87375544492846,653,263,238,-,-,-
"6675e7fdefb2f5d02e2c1434",0,1,1,28,"colony, line","polygon","",7178140,23,39,59.75907024758987,805,69,29,46685254,235,308,388.6615994272299,3099,451,256,39,86.78906423297525,69,32,29,308,505.1460690179675,451,272,256,524885,24,29,33.63138335362338,378,32,27,4234473,232,254,271.3188312936503,933,267,247,5,-,4
"6675e7fdefb2f5d02e2c1435",0,1,1,28,"colony, line","polygon","",19274415,34,78,91.97081180125113,1056,109,58,124808772,331,552,595.5440972271927,6256,687,451,78,120.28465914421444,109,70,58,552,716.670095267337,687,507,451,1339317,33,57,63.586241276171485,185,77,43,10347172,328,456,491.2487300004748,1009,584,382,7,-,6
"6675e7fdefb2f5d02e2c1436",0,1,1,28,"colony, line","polygon","",4156633,33,47,56.76134098047248,230,64,41,30266534,307,385,413.307851973235,1154,448,359,47,70.1372514736737,64,43,41,385,461.4725996603057,448,373,359,637899,33,42,50.31145989431343,224,49,39,4988513,304,373,393.4468806688225,1069,395,337,9,-,8
"6675e7fdefb2f5d02e2c1437",0,1,1,28,"colony, line","polygon","",50793515,21,50,64.2047267285032,1348,73,37,312457111,217,340,394.9563920932149,6652,436,279,50,88.29321945316804,73,44,37,340,496.7304001657352,436,314,279,1397960,21,30,34.8062941938054,205,38,27,10839426,216,246,269.8791455034359,1100,283,235,3,-,2
"6675e7fdefb2f5d02e2c1438",0,1,1,28,"colony, line","polygon","",50280263,22,61,75.86759604488658,1755,94,39,274035531,224,364,413.49061694156205,7521,483,278,61,107.36641242858349,94,51,39,364,527.7082744645521,483,328,278,1598817,23,32,43.01942688012915,465,48,29,10875012,223,256,292.61434145028926,1744,312,240,1,-,0
"6675e7fdefb2f5d02e2c1439",0,1,1,28,"colony, line","polygon","",6784950,23,38,53.73068729855793,1287,59,29,38246841,226,266,302.8805008037885,2961,321,242,38,74.52016890435196,59,34,29,266,354.75889498490864,321,254,242,589867,23,29,37.166341125322916,236,39,27,4214067,224,243,265.51994203263814,838,270,237,13,-,12
"6675e7fdefb2f5d02e2c143a",0,1,1,28,"colony, line","polygon","",3855540,22,31,36.294608816801436,934,39,27,34592114,228,294,325.63719888166133,2476,369,247,31,44.05167542080538,39,29,27,294,388.08085010487633,369,269,247,506878,22,29,33.67960132890366,236,34,27,4201510,227,255,279.1700996677741,621,293,246,11,-,10
"6675e7fdefb2f5d02e2c143b",0,1,1,28,"colony, line","polygon","",2411606,24,42,55.79838037945396,1256,61,33,12903956,237,282,298.56446089773254,1386,314,264,42,74.17954687175224,61,38,33,282,326.87557680315945,314,274,264,418937,23,30,33.43204851967121,162,35,28,3330199,235,261,265.7568430292874,458,271,251,23,-,22
"6675e7fdefb2f5d02e2c143c",0,1,1,28,"colony, line","polygon","",9657274,22,38,45.210052010917146,511,51,29,78188436,232,326,366.0353075010884,5167,412,263,38,58.45902442009915,51,34,29,326,449.7086287847656,412,299,263,642651,22,28,31.756238572911005,301,32,26,5916861,232,257,292.37836635865,4001,283,243,21,-,20
"6675e7fdefb2f5d02e2c143d",0,1,1,28,"colony, line","polygon","",28927045,28,57,68.2106493053263,811,77,44,228572565,287,470,538.9794592580715,5656,618,386,57,89.26225218569142,77,51,44,470,675.071705630904,618,432,386,1929287,28,56,69.71226738934055,562,84,40,14595574,284,451,527.3920144534778,2069,657,352,15,-,14
"6675e7fdefb2f5d02e2c143e",0,1,1,28,"colony, line","polygon","",20072634,32,68,77.02616704081045,600,89,54,145699877,310,520,559.1046528137531,2093,662,437,68,97.321310153551,89,62,54,520,667.0192060391628,662,483,437,1479560,31,63,69.24509758038096,357,87,42,11641486,306,487,544.834838770066,1517,693,372,17,-,16
"6675e7fdefb2f5d02e2c143f",0,1,1,28,"colony, line","polygon","",5935571,37,72,106.90869956772335,1664,120,53,35024563,371,538,630.8458753602306,4841,687,448,72,148.2093533413874,120,64,53,538,772.5767152031539,687,495,448,680070,38,49,55.789171452009846,199,66,44,5861797,369,427,480.8693191140279,999,559,396,19,-,18
"6675e7fdefb2f5d02e2c1440",0,1,1,28,"colony, line","polygon","",37875504,32,68,78.58363365886754,1061,92,49,273427998,302,515,567.3050747234827,6143,670,410,68,102.87146967517226,92,59,49,515,698.5004921632468,670,465,410,2545322,32,64,80.0138945647732,226,99,43,19893416,298,496,625.3627990317815,1733,713,374,25,-,24
"6675e7fdefb2f5d02e2c1441",0,1,1,1,"colony, line","polygon","",5455,33,55,59.94505494505494,102,74.5,43,45224,407,481,496.967032967033,616,546,448.5,55,74.22,74.5,50,43,481,539.86,546,464,448.5,22446,22,27,30.622100954979537,104,32,25,284391,371,381,387.98226466575716,524,393,378,-,28,29
"6675e7fdefb2f5d02e2c1442",0,1,1,27,"colony, line","polygon","",36596127,20,44,56.84252488288579,1480,63,34,248179429,216,330,385.4819218534488,6202,417,278,44,76.320382859001,63,40,34,330,476.1966096902348,417,308,278,1246914,20,28,33.628576822460154,225,35,26,10322121,217,248,278.38186035222094,2813,285,238,-,-,-
"6675e7fdefb2f5d02e2c1443",0,1,1,27,"colony, line","polygon","",35593521,22,50,62.65108260007076,1296,75,33,220423594,226,340,387.98568971859964,7038,445,267,50,86.93113610704037,75,42,33,340,486.302222135955,445,309,267,1183868,21,29,36.62617950066516,166,42,26,9095858,224,251,281.4051294743681,801,302,241,-,-,-
"6675e7fdefb2f5d02e2c1444",0,1,1,27,"colony, line","polygon","",4946426,22,40,55.41344775049292,825,62,29,35054121,245,334,392.7016602437713,4158,443,269,40,76.3322164105917,62,35,29,334,489.72668764302057,443,302,269,497058,22,28,36.09454651078353,657,33,26,4075617,243,263,295.95650279573016,3456,280,254,-,-,-
"6675e7fdefb2f5d02e2c1445",0,1,1,27,"colony, line","polygon","",13096599,20,32,39.96020943366866,898,44,26,109335942,217,294,333.6047122575448,3469,382,242,32,51.38234865143831,44,29,26,294,406.9521271821568,382,268,242,746604,20,26,28.26867593048351,113,28,24,6776856,217,239,256.5921775017985,705,257,234,-,-,-
"6675e7fdefb2f5d02e2c1446",0,1,1,27,"colony, line","polygon","",3760119,20,40,49.91926875896129,368,59,31,23303999,225,285,309.38345016196695,1484,334,260,40,64.78596417083422,59,36,31,285,349.3407292620507,334,274,260,403375,20,28,32.47262920624698,188,34,26,3271957,226,250,263.40017710513604,956,269,240,-,-,-
"6675e7fdefb2f5d02e2c1447",0,1,1,26,"green blob, line, colony","polygon","",31943301,19,43,55.11960788712174,1428,60,33,232276766,227,342,400.8040453680329,5815,431,290,43,74.87766552634025,60,38,33,342,498.3539671496222,431,319,290,1159072,19,28,33.31911346192543,282,35,25,10139351,228,265,291.4695432201685,1596,303,253,-,-,-
"6675e7fdefb2f5d02e2c1448",0,1,1,26,"green blob, line, colony","polygon","",4687963,22,39,53.72715603690333,918,61,29,35516950,261,352,407.0477336542319,3477,456,288,39,73.15991705546915,61,34,29,352,499.19158113011923,456,322,288,435903,22,28,32.861138333961556,195,34,26,4044991,258,282,304.93712777987184,1191,308,271,-,-,-
"6675e7fdefb2f5d02e2c1449",0,1,1,26,"green blob, line, colony","polygon","",3847060,20,43,53.23839969001259,858,62,33,24035683,245,307,332.62317155865543,4942,358,279,43,69.47793013465942,62,39,33,307,376.1470667881145,358,294,279,423212,20,28,31.300347607425486,134,32,26,3717719,243,264,274.95887878115525,784,280,256,-,-,-
"6675e7fdefb2f5d02e2c144a",0,1,1,26,"green blob, line, colony","polygon","",33559681,21,44,56.28986705669631,1337,67,30,226780928,234,333,380.3810974280184,5291,431,270,44,77.80178262728406,67,38,30,333,470.0857885507866,431,305,270,1125678,21,28,33.356387234420836,165,37,26,9591880,234,262,284.2291166622218,860,300,253,-,-,-
"6675e7fdefb2f5d02e2c144b",0,1,1,25,"green blob, line, colony","polygon","",29062975,19,38,49.31394291299169,900,54,29,235446607,245,345,399.5048867727956,6753,428,294,38,67.05389244460311,54,34,29,345,491.8413124410332,428,323,294,977598,19,26,28.12179616258666,97,29,24,10052614,247,279,289.17567528694303,791,296,262,-,-,-
"6675e7fdefb2f5d02e2c144c",0,1,1,25,"green blob, line, colony","polygon","",3010032,19,44,49.87294959737549,460,60,33,20884566,265,330,346.03449647082215,1623,376,301,44,63.44573574639224,60,39,33,330,383.667051100071,376,317,301,385431,21,30,33.324485561127446,127,38,26,3509310,263,290,303.4160470344112,532,318,277,-,-,-
"6675e7fdefb2f5d02e2c144d",0,1,1,25,"green blob, line, colony","polygon","",4149792,22,38,51.992632963728624,600,59,29,34150370,282,372,427.8690722295308,2454,480,311,38,71.03298722778645,59,33,29,372,520.6813838096114,480,343,311,432213,21,28,33.3266250289151,116,35,26,4342611,280,306,334.8454776775387,841,342,295,-,-,-
"6675e7fdefb2f5d02e2c144e",0,1,1,25,"green blob, line, colony","polygon","",29405844,20,41,53.81555912221207,1400,64,28,214557287,253,341,392.6607365410061,7456,441,283,41,74.99752201137483,64,35,28,341,483.2194028218309,441,313,283,1079677,20,27,31.016288422866992,122,33,25,10269930,252,276,295.0281528296467,642,304,270,-,-,-
"6675e7fdefb2f5d02e2c144f",0,1,1,24,"green blob, line, colony","polygon","",25397559,20,41,52.20636033250837,1439,60,29,174796791,227,317,359.3063512880177,4814,403,258,41,71.06396251693741,60,36,29,317,441.4713624529939,403,291,258,1098361,21,27,32.527645334202035,429,33,26,9134597,226,248,270.5184647732994,1198,276,242,-,-,-
"6675e7fdefb2f5d02e2c1450",0,1,1,24,"green blob, line, colony","polygon","",6127251,20,30,41.54603643859209,695,46,26,43610738,229,264,295.704111038032,2317,308,246,30,55.05873807869639,46,28,26,264,338.204774837365,308,254,246,610004,19,26,28.813187851306033,448,28,25,5412522,228,246,255.6573614850503,935,255,241,-,-,-
"6675e7fdefb2f5d02e2c1451",0,1,1,24,"green blob, line, colony","polygon","",4227314,22,36,48.555771240854114,728,54,29,32482969,248,326,373.1058568130391,2576,421,272,36,64.65400455752305,54,32,29,326,452.0564045742479,421,300,272,415522,22,28,30.54859579473607,133,31,26,3834770,247,268,281.9269225113954,944,283,259,-,-,-
"6675e7fdefb2f5d02e2c1452",0,1,1,24,"green blob, line, colony","polygon","",22602267,20,40,50.254062166488794,1170,54,31,171825696,221,326,382.0386339381003,4651,409,279,40,66.18799200554717,54,36,31,326,470.1818819594567,409,305,279,996539,19,28,31.9608402822322,221,34,26,8583595,221,254,275.2916933932008,1149,287,244,-,-,-
"6675e7fdefb2f5d02e2c1453",0,1,1,23,"green blob, line, colony","polygon","",19054605,16,36,45.556733714116305,1001,51,27,147204315,239,312,351.9436787077925,4801,388,264,36,60.83593463666676,51,32,27,312,424.86209516658175,388,290,264,875152,21,26,28.890532153703948,139,29,25,8281242,240,257,273.3804965007263,832,276,252,-,-,-
"6675e7fdefb2f5d02e2c1454",0,1,1,23,"green blob, line, colony","polygon","",4237110,20,38,47.76522709594508,426,55,29,29066077,243,300,327.6638483997881,1466,357,271,38,63.68577891219988,55,34,29,300,375.515221316068,357,287,271,540186,19,26,28.071818323546225,119,29,24,5165366,240,260,268.4283115938263,782,270,254,-,-,-
"6675e7fdefb2f5d02e2c1455",0,1,1,23,"green blob, line, colony","polygon","",17280613,20,36,47.522125329659296,923,50,29,147352770,232,334,405.2238658207588,8101,428,285,36,62.658553438650074,50,33,29,334,504.0366872793731,428,312,285,887422,20,27,29.49617762414412,164,30,25,8480035,233,266,281.85983513926743,1045,284,258,-,-,-
"6675e7fdefb2f5d02e2c1456",0,1,1,23,"green blob, line, colony","polygon","",4095131,22,30,38.19122982084736,435,40,27,37069822,264,303,345.713504994078,1839,371,282,30,48.05351965065502,40,28,27,303,401.5677554585153,371,289,282,455244,22,27,30.876559956592512,144,30,26,4506334,262,282,305.6384970157352,1202,295,273,-,-,-
"6675e7fdefb2f5d02e2c1457",0,1,1,22,"green blob, line, colony","polygon","",15673454,19,32,41.43719695647806,873,47,26,139673481,256,325,369.26624736282736,4377,409,287,32,54.61200854742744,47,29,26,325,439.4000284260775,409,304,287,884886,19,25,26.500733730645983,95,27,24,9667157,255,284,289.5138510377048,662,295,271,-,-,-
"6675e7fdefb2f5d02e2c1458",0,1,1,22,"green blob, line, colony","polygon","",14643214,18,35,45.53351451528645,542,47,28,142672641,257,367,443.6448698972611,3558,464,318,35,59.44310453542314,47,32,28,367,546.7893527901635,464,345,318,802325,19,26,28.529139849944887,140,28,25,8668449,251,301,308.23343882231626,986,311,280,-,-,-
"6675e7fdefb2f5d02e2c1459",0,1,1,22,"green blob, line, colony","polygon","",4383766,20,33,41.77004287756074,468,50,26,34663985,263,306,330.2904716531682,1718,357,281,33,54.55858481838968,50,29,26,306,369.745675737001,357,294,281,431503,20,25,27.477266938359655,93,28,24,4501624,261,278,286.65461029037186,523,287,274,-,-,-
"6675e7fdefb2f5d02e2c145a",0,1,1,22,"green blob, line, colony","polygon","",3563425,22,28,35.44462127617248,564,37,26,36493547,279,319,362.9934550156662,2139,391,301,28,43.6750484279541,37,27,26,319,417.2626285203397,391,308,301,404137,21,26,27.987326869806093,109,28,25,4477060,278,302,310.04570637119116,637,310,293,-,-,-
"6675e7fdefb2f5d02e2c145b",0,1,1,21,"green blob, line, colony","polygon","",15205387,18,32,38.91632626945127,706,43,27,132837075,254,302,339.9802288083538,3100,370,273,32,50.251823253960346,43,29,27,302,402.2355185812494,370,284,273,836800,22,26,28.3133141600406,188,28,25,8253068,253,271,279.24439181187614,651,277,265,-,-,-
"6675e7fdefb2f5d02e2c145c",0,1,1,21,"green blob, line, colony","polygon","",3339370,23,52,66.8007601520304,476,80,36,19556385,265,347,391.20594118823766,1724,434,303,52,93.33545932639588,80,44,36,347,468.06941180858604,434,325,303,394890,22,30,34.47315582714972,122,37,27,3423916,262,283,298.901440419031,1244,305,275,-,-,-
"6675e7fdefb2f5d02e2c145d",0,1,1,21,"green blob, line, colony","polygon","",13718146,22,35,47.93537633657139,1220,47,29,123683453,256,343,432.18761967992174,8542,438,298,35,63.96623018157082,47,33,29,343,547.9491523206531,438,322,298,858867,22,28,30.57663142155292,156,30,27,8549493,255,284,304.3715689415786,1343,302,279,-,-,-
"6675e7fdefb2f5d02e2c145e",0,1,1,21,"green blob, line, colony","polygon","",2759985,23,32,36.73074619714936,325,40,29,26968903,283,325,358.91062136516683,2657,387,305,32,43.665435356200526,40,30,29,325,407.19474808393016,387,313,305,487282,23,29,34.066135346756155,217,33,28,4676375,283,307,326.92778243847874,687,321,300,-,-,-
"6675e7fdefb2f5d02e2c145f",0,1,1,20,"green blob, line, colony","polygon","",3049955,24,32,35.20221373252848,246,38,29,31381681,288,336,362.20358721621403,2304,387,311,32,40.915960757195954,38,30,29,336,406.37228801106403,387,323,311,415078,23,28,29.386053097345133,163,29,27,4409098,288,308,312.14853097345133,470,316,302,-,-,-
"6675e7fdefb2f5d02e2c1460",0,1,1,20,"green blob, line, colony","polygon","",9755703,21,34,38.854030093274815,637,43,28,89254004,262,329,355.4718462996742,2943,384,290,34,47.92756510918195,43,31,28,329,410.1716838019614,384,312,290,635466,21,27,29.34635633139374,112,31,26,6374796,261,280,294.39346079246326,570,302,274,-,-,-
"6675e7fdefb2f5d02e2c1461",0,1,1,20,"green blob, line, colony","polygon","",3275741,23,52,66.2046726894238,479,79,36,19559840,273,359,395.31599264334363,1478,435,315,52,91.53216527196653,79,44,36,359,464.21163329348474,435,339,315,383347,22,30,33.44503577037166,112,35,27,3492857,271,292,304.7336415983249,580,310,284,-,-,-
"6675e7fdefb2f5d02e2c1462",0,1,1,20,"green blob, line, colony","polygon","",13277565,22,34,45.64572353832985,776,46,28,123863970,262,343,425.8205876589557,6548,442,298,34,60.67298455483487,46,31,28,343,535.8405380562136,442,320,298,789651,22,27,28.818327798255538,156,28,26,8185215,259,288,298.719572278384,1190,294,283,-,-,-
"6675e7fdefb2f5d02e2c1463",0,1,1,19,"green blob, line, colony","polygon","",3212778,23,30,33.79843672743722,202,36,28,34718612,299,339,365.2399297263747,2133,386,323,30,38.395940917375455,36,29,28,339,400.0551336573512,386,330,323,404554,23,28,29.54242734044107,175,29,27,4477993,299,321,327.0040163575288,1005,329,313,-,-,-
"6675e7fdefb2f5d02e2c1464",0,1,1,19,"green blob, line, colony","polygon","",8695093,20,31,34.45771000352698,481,38,26,87356230,269,321,346.1832599537927,2273,371,291,31,41.42924331103679,38,29,26,321,393.25325489727663,371,307,291,590590,21,26,27.30294484767232,118,27,25,6352323,271,285,293.6675604456567,627,292,281,-,-,-
"6675e7fdefb2f5d02e2c1465",0,1,1,19,"green blob, line, colony","polygon","",3872577,21,43,58.5441283183165,454,69,31,25464538,280,339,384.96308278405996,2911,418,303,43,81.72419552388375,69,37,31,339,452.2798407749694,418,323,303,394106,21,28,30.758292359322564,132,31,26,3912470,275,294,305.35159603527666,607,307,289,-,-,-
"6675e7fdefb2f5d02e2c1466",0,1,1,19,"green blob, line, colony","polygon","",12399407,22,32,43.103934117352594,825,43,28,122749126,279,342,426.71155484021233,6942,438,306,32,56.59076207935053,43,30,28,342,531.6451420714941,438,322,306,731232,22,27,28.156796303427033,138,28,26,7970322,274,297,306.90496726992683,894,304,291,-,-,-
"6675e7fdefb2f5d02e2c1467",0,1,1,18,"green blob, line, colony","polygon","",4290845,21,37,53.132793442054556,448,62,28,31171193,294,341,385.98750572705774,1462,414,314,37,73.40751852356925,62,33,28,341,444.57004863857446,414,328,314,460462,21,28,32.57140836103841,118,34,26,4663553,293,312,329.8827898422579,653,332,308,-,-,-
"6675e7fdefb2f5d02e2c1468",0,1,1,18,"green blob, line, colony","polygon","",6288898,20,30,33.17471738522649,390,36,26,68115563,281,337,359.3180477820741,2466,382,307,30,38.97407729856104,36,28,26,337,402.6278380467,382,324,307,535385,21,26,28.280862078073003,187,28,24,5891073,281,299,311.1865722888384,1310,311,294,-,-,-
"6675e7fdefb2f5d02e2c1469",0,1,1,18,"green blob, line, colony","polygon","",3056543,23,30,32.70219117112105,178,35,28,35243115,315,351,377.0688271670982,1866,395,339,30,36.975767594701935,35,29,28,351,411.7191298913372,395,345,339,424090,22,28,30.173603699750977,181,29,27,4795817,314,338,341.217858413376,734,346,330,-,-,-
"6675e7fdefb2f5d02e2c146a",0,1,1,18,"green blob, line, colony","polygon","",8832455,21,34,45.94493861839368,579,46,29,91212950,298,385,474.4743549729505,5518,493,335,34,59.99350329103359,46,32,29,385,587.8965458373641,493,360,335,660397,22,27,29.45833705058435,127,30,26,7551502,294,318,336.8499420108841,1316,333,311,-,-,-
"6675e7fdefb2f5d02e2c146b",0,1,1,17,"green blob, line, colony","polygon","",8275250,22,33,43.295767868447626,930,43,28,92188539,317,396,482.32664688986205,12566,497,351,33,56.12026990501197,43,30,28,396,591.554975287667,497,373,351,645077,22,27,29.922859263382502,161,30,26,7822155,314,339,362.8423323128305,1794,355,332,-,-,-
"6675e7fdefb2f5d02e2c146c",0,1,1,17,"green blob, line, colony","polygon","",4913283,20,29,31.95610435054081,169,34,26,57766088,302,353,375.7119498409767,1167,397,326,29,37.02258878415691,34,28,26,353,416.25812862991523,397,341,326,444181,20,25,25.96183295341633,77,27,24,5560455,300,319,325.0017534630896,672,325,312,-,-,-
"6675e7fdefb2f5d02e2c146d",0,1,1,17,"green blob, line, colony","polygon","",2944698,22,53,67.5590887191135,487,83.5,36,19526364,316,406,447.9859591162503,1643,501,357,53,92.87080786386916,83.5,45,36,406,521.3695688088551,501,383,357,376734,22,29,33.751478229707935,143,36,26,3940434,316,335,353.0222182404587,634,360,329,-,-,-
"6675e7fdefb2f5d02e2c146e",0,1,1,17,"green blob, line, colony","polygon","",2587807,23,30,32.15625776629057,156,34,28,32166578,337,380,399.70398628162434,1117,420,361,30,36.15544868089436,34,29,28,380,433.6743277301209,420,370,361,335401,23,27,27.79489516864175,87,28,26,4343804,335,357,359.9738128780973,593,366,349,-,-,-
"6675e7fdefb2f5d02e2c146f",0,1,1,16,"green blob, line, colony","polygon","",1736488,22,31,32.79424373477366,128,35,28,23329101,373,424,440.5790447772469,950,466,396,31,37.22715744980627,35,29,28,424,477.69714688270517,466,411,396,295445,22,28,28.846416715485258,81,29,26,4125856,373,395,402.83694590900217,673,407,387,-,-,-
"6675e7fdefb2f5d02e2c1470",0,1,1,16,"green blob, line, colony","polygon","",4375038,20,28,30.591248531632825,138,33,25,56012992,329,370,391.6554231694356,1264,409,348,28,35.5527210429103,33,27,25,370,430.4101908611505,409,359,348,426834,20,25,25.92686630626253,76,26,24,5791107,326,344,351.76498815525724,611,350,338,-,-,-
"6675e7fdefb2f5d02e2c1471",0,1,1,16,"green blob, line, colony","polygon","",3473455,21,43,56.052398011877095,353,69,29,27406138,339,404,442.2627485153628,1496,484,362,43,78.04780461684912,69,36,29,404,507.2146001903855,484,383,362,414188,20,27,31.833679194527708,132,34,25,4873177,340,358,374.5428483590808,683,378,353,-,-,-
"6675e7fdefb2f5d02e2c1472",0,1,1,16,"green blob, line, colony","polygon","",7393119,22,32,41.80918961714641,494,42,27,87848496,340,415,496.79633546343945,4202,516,373,32,54.76220536468977,42,29,27,415,605.1241025860501,516,394,373,584594,22,26,28.770805649884345,142,28,25,7612460,338,361,374.64737437866034,897,372,353,-,-,-
"6675e7fdefb2f5d02e2c1473",0,1,1,15,"green blob, line, colony","polygon","",1713017,23,31,33.640678698375915,161,36,29,18575106,305,346,364.78282044735965,1027,385,323,31,37.839992958986095,36,30,29,346,397.4156310508713,385,334,323,302395,24,28,29.608831880936062,89,30,27,3362965,303,321,329.28277685303044,552,330,316,-,-,-
"6675e7fdefb2f5d02e2c1474",0,1,1,15,"green blob, line, colony","polygon","",3443534,21,28,31.266765939673487,431,33,26,36321904,269,306,329.79737410790494,3250,341,285,28,36.30265387744035,33,27,26,306,367.27335276572666,341,295,285,412134,20,25,26.620204107996383,87,27,24,4553049,268,285,294.08661671618654,746,293,278,-,-,-
"6675e7fdefb2f5d02e2c1475",0,1,1,15,"green blob, line, colony","polygon","",4540359,21,37,52.50608860569195,419,62,28,31689792,281,322,366.47036647277184,1579,392,298,37,72.48538309661805,62,32,28,322,422.3701250451139,392,309,298,446022,21,27,30.490976210008203,139,30,26,4466758,280,296,305.35671315285754,703,302,292,-,-,-
"6675e7fdefb2f5d02e2c1476",0,1,1,15,"green blob, line, colony","polygon","",6036334,22,33,42.684943712168355,517,44,28,61167388,287,352,432.53513039542906,2844,455,313,33,54.689828080229226,44,31,28,352,531.0657332638708,455,332,313,560024,23,27,30.401389718256336,161,30,26,5938143,284,303,322.35725530644373,1411,318,297,-,-,-
"6675e7fdefb2f5d02e2c1477",0,1,1,14,"green blob, line, colony","polygon","",1616374,24,31,33.207478171545965,150,35,28,18289206,318,357,375.74126348228043,1086,398,337,31,37.76505448289046,35,29,28,357,408.59460906136496,398,345,337,301236,24,27,28.029775751372476,90,28,27,3637713,319,335,338.4863682888248,591,341,330,-,-,-
"6675e7fdefb2f5d02e2c1478",0,1,1,14,"green blob, line, colony","polygon","",2651022,20,28,31.410957605630465,265,33,26,28985878,284,322,343.4427119126046,2046,355,302,28,36.45192899200281,33,27,26,322,378.3391774321118,355,311,302,346475,20,25,26.21037899992435,83,26,24,4045267,284,299,306.0191391179363,665,305,294,-,-,-
"6675e7fdefb2f5d02e2c1479",0,1,1,14,"green blob, line, colony","polygon","",4567006,21,36,51.452265609157074,405,60,28,33431680,295,336,376.64405939478604,1577,402,313,36,70.85578873297736,60,32,28,336,428.76147605447244,402,323,313,464757,21,27,32.32867278797997,145,31,26,4738052,296,312,329.58069003895383,1044,325,308,-,-,-
"6675e7fdefb2f5d02e2c147a",0,1,1,14,"green blob, line, colony","polygon","",5437518,23,31,39.882922464188006,593,40,28,57607670,300,353,422.53878257552975,2759,434,324,31,50.133621444054015,40,29,28,353,504.1309961360852,434,338,324,593227,22,27,29.581480003989228,137,28,26,6592517,298,315,328.7382567068914,1445,323,309,-,-,-
