Id,Channel,XY,Z,Time,Tags,Shape,Name,cy7,a594,cy5,cy3,cell Blob Blob metrics / Perimeter,cell Blob Blob metrics / Centroid / y,cell Blob Blob metrics / Centroid / x,cell Blob Blob metrics / Area
65b9dfec3f73fc24690050d4,0,25,2,0,cell,polygon,,640,43,5,144,1098.851743868141,845.6065554733975,393.9173448881462,68603.82628440401
65b9dff03f73fc2469005481,0,25,2,0,cell,polygon,,1407,104,0,116,1630.2521106741492,437.1962463,457.40779127730127,134239.7278412947
65b9dff33f73fc2469005484,0,25,2,0,cell,polygon,,499,42,6,13,1019.7421863105674,877.1652473,140.8943618,62834.27909729159
65b9e00c3f73fc2469009b4f,0,24,2,0,cell,polygon,,368,38,4,51,866.7399104628433,181.39656755350282,327.8766716426151,51029.28015471937
65b9e00f3f73fc246900a247,0,24,2,0,cell,polygon,,487,103,3,71,865.0122362069787,230.2240791477269,623.4227919,49226.590429576674
65b9e0143f73fc246900a24a,0,24,2,0,cell,polygon,,545,16,6,80,1086.426444689913,810.9078456398339,388.4205886822889,49883.070310858464
65b9e0173f73fc246900ac12,0,24,2,0,cell,polygon,,1271,46,7,202,1144.8291075687496,798.8796371961134,720.7131489840663,90065.10038492343
65b9e01e3f73fc246900c5b4,0,24,2,0,cell,polygon,,14,29,0,1,850.9301057048107,893.0417660481471,112.36833150089784,37969.74955054373
65b9e0243f73fc246900d08e,0,23,2,0,cell,polygon,,312,11,6,25,1062.0903937876744,561.6785447222624,404.8137108458366,42604.95082054025
65b9e0263f73fc246900da42,0,23,2,0,cell,polygon,,810,46,6,95,1103.7317128790019,370.13655292871874,184.12986617139242,78727.46892
65b9e0293f73fc246900da45,0,23,2,0,cell,polygon,,404,28,7,23,958.8943469152706,499.28789490777046,633.6574331956901,59881.81357730117
65b9e0313f73fc246900f023,0,22,2,0,cell,polygon,,571,13,9,53,930.1018365515987,654.4942284473697,563.4983681110772,40411.013747359226
65b9e0343f73fc246900f5f7,0,22,2,0,cell,polygon,,827,38,10,79,1154.1033319971305,832.8018498,721.0373532766943,71169.77873488794
65b9e0373f73fc246900fc3a,0,22,2,0,cell,polygon,,690,44,6,67,1053.1310422208421,343.78483623786843,822.7400882,75049.56911
65b9e03c3f73fc246900fc3d,0,22,2,0,cell,polygon,,434,53,22,183,1248.5146142338942,206.97909708860976,258.5444901845463,63486.74629518053
65b9e0403f73fc2469010ac3,0,22,2,0,cell,polygon,,502,24,4,114,950.2659432257667,867.5464689343898,207.6865818736002,53424.00165775221
65b9e0453f73fc2469012893,0,21,2,0,cell,polygon,,610,30,6,45,986.7511931388217,635.9827696,273.1993039030267,67065.71526
65b9e0473f73fc2469012c23,0,21,2,0,cell,polygon,,644,39,7,246,924.1187663344213,361.2514758736369,130.4207061915813,57848.35935266847
65b9e04a3f73fc2469012c26,0,21,2,0,cell,polygon,,548,57,6,53,994.4087954,345.66861440848714,579.570974,61717.62993
65b9e04d3f73fc246901367b,0,21,2,0,cell,polygon,,745,14,13,30,956.4560867826347,652.7081140107564,703.5050151077312,63146.755434727376
65b9e0573f73fc2469015d82,0,20,2,0,cell,polygon,,826,24,13,780,1149.5605146266093,339.4127141149265,430.2614861588674,81756.72258
65b9e05b3f73fc2469017ab4,0,20,2,0,cell,polygon,,1391,31,11,459,1354.7473001027324,740.1156531159542,594.7000746777305,122643.14158497099
65b9e05d3f73fc2469018936,0,20,2,0,cell,polygon,,581,18,5,38,948.1956132478964,824.1999965959792,150.0956549739969,57198.37024223002
65b9e0653f73fc2469019adf,0,19,2,0,cell,polygon,,1118,51,4,119,1073.2024438853205,360.1558380472511,581.3771075971174,77777.77753
65b9e0683f73fc246901a719,0,19,2,0,cell,polygon,,674,22,14,23,1132.4863269489272,641.4208013144441,377.68619458622635,88252.80865086387
65b9e06b3f73fc246901b96d,0,19,2,0,cell,polygon,,943,22,3,75,1118.776102554611,418.34709032090467,110.78876817655463,78127.16906163341
65b9e06e3f73fc246901c4ce,0,19,2,0,cell,polygon,,618,36,2,155,966.7200918078717,512.2979092,930.3112480376655,64915.20032507661
65b9e0723f73fc246901d1d7,0,18,2,0,cell,polygon,,558,0,0,338,1173.6401558688024,290.8883503415506,538.3955476,90783.15537727799
65b9e0743f73fc246901d1da,0,18,2,0,cell,polygon,,888,45,5,149,1279.842277136568,627.0221434432889,322.96492102569727,110088.10054784153
65b9e0783f73fc246901e1a4,0,18,2,0,cell,polygon,,542,30,1,37,1016.838174050151,404.5316063356623,932.0900505186273,59916.73035
65b9e0823f73fc24690214f8,0,17,2,0,cell,polygon,,516,81,3,124,1116.601222732413,162.30550513279567,728.0999940964325,64651.53394350068
65b9e0843f73fc24690219cf,0,17,2,0,cell,polygon,,410,91,6,60,972.3345282140772,246.9508283660655,401.6284173010484,47435.32788402931
65b9e0873f73fc2469022ba2,0,17,2,0,cell,polygon,,339,97,5,29,1116.747805591797,283.6603831639652,261.2480534682314,32094.10762970357
65b9e08b3f73fc2469022c24,0,17,2,0,cell,polygon,,297,62,1,31,721.3136785665495,713.7861318411898,586.7535252133998,24580.734882045883
65b9e08e3f73fc2469022f01,0,17,2,0,cell,polygon,,655,55,2,59,1045.1917705073913,551.3263984289714,874.7908843,70037.22195
65b9e0993f73fc246902520c,0,16,2,0,cell,polygon,,768,176,8,111,881.8921596656198,741.4754034244108,289.9562929272722,51688.01146
65b9e0a53f73fc24690275a2,0,15,2,0,cell,polygon,,409,119,14,45,1076.8999596439212,512.2838504409098,227.31235793895033,65781.18099597412
65b9e0a73f73fc24690289ef,0,15,2,0,cell,polygon,,411,114,3,37,941.9602010647031,371.7470554709969,604.9453961146351,61299.52398553708
65b9e0a93f73fc2469029245,0,15,2,0,cell,polygon,,415,45,5,83,807.8785045737307,229.92156547986463,887.2471537692458,39132.07511890008
65b9e0ac3f73fc2469029248,0,15,2,0,cell,polygon,,317,60,2,67,790.5076066394726,566.8179479096531,895.7475308501892,44192.32092082593
65b9e0b63f73fc246902ac26,0,14,2,0,cell,polygon,,952,233,8,256,1134.3023556264297,502.7713902500812,337.0140840992518,83663.71542382542
65b9e0b83f73fc246902b8d0,0,14,2,0,cell,polygon,,1051,56,19,250,1258.1553953009193,328.2584540632364,574.2439017393755,97099.28578618383
65b9e0bf3f73fc246902b8f7,0,13,2,0,cell,polygon,,509,59,4,90,975.9182536,232.5154420552046,637.4736157323117,60970.72439764656
65b9e0c13f73fc246902c14d,0,13,2,0,cell,polygon,,624,64,2,28,1105.9832846811614,267.47045589785347,780.5814963100607,61795.29736006229
65b9e0c43f73fc246902ced8,0,13,2,0,cell,polygon,,189,59,1,34,784.7905575306233,805.4306153049115,802.5035223971282,32754.168885448435
65b9e0c73f73fc246902ddb5,0,13,2,0,cell,polygon,,170,9,0,4,940.6202016281337,610.8821262462664,235.4322038681254,37854.92709
65b9e0c93f73fc246902ddb9,0,13,2,0,cell,polygon,,465,58,3,38,1088.2385614040334,349.6735394754518,214.89279398941238,48806.03494750215
65b9e0d93f73fc2469031489,0,12,2,0,cell,polygon,,347,104,1,36,938.9380440042419,602.4688119699567,487.3740635533484,50727.352621057114
65b9e0dd3f73fc24690328f3,0,12,2,0,cell,polygon,,541,85,0,11,1179.9122400028396,452.67479663833836,688.7447818362609,69239.95569418538
65b9e0e03f73fc2469033501,0,12,2,0,cell,polygon,,658,24,2,29,1132.3123442817334,670.5455154503802,201.6206796603775,61757.023207898055
65b9e0ea3f73fc24690346dc,0,11,2,0,cell,polygon,,1023,182,6,33,1298.727610100849,629.3251110425961,465.95762679061113,66184.29063368066
65b9e0ec3f73fc24690351bd,0,11,2,0,cell,polygon,,864,150,8,65,1147.0107238768692,193.3364655377516,645.3854282587472,87495.38332382397
65b9e0ef3f73fc2469035c2f,0,11,2,0,cell,polygon,,611,27,4,43,815.4113943,528.5457301862973,153.97677037355868,47919.68616054062
65b9e0f53f73fc2469035c37,0,10,2,0,cell,polygon,,674,112,6,98,1284.9643224610925,452.8422283394216,613.2000946400693,58493.87195408188
65b9e0f93f73fc2469036af1,0,10,2,0,cell,polygon,,637,89,4,24,1156.8191887497558,205.85912655486337,344.4029647352125,71035.70728958742
65b9e0fc3f73fc24690374ad,0,10,2,0,cell,polygon,,437,57,5,49,945.0743425293987,132.94176512414546,557.6092069145013,54078.24345176444
65b9e1053f73fc246903809b,0,8,2,0,cell,polygon,,618,46,15,193,848.7366510094085,747.4521048748442,549.8344477868355,40522.92647298569
65b9e1083f73fc2469039060,0,8,2,0,cell,polygon,,521,68,13,330,819.1432640462943,526.7093105,572.6222439307455,35554.00145517108
65b9e10b3f73fc24690393e7,0,8,2,0,cell,polygon,,593,32,9,465,960.5083933370148,453.32726428450064,804.0154969798936,50567.76507431379
65b9e10f3f73fc24690393ea,0,8,2,0,cell,polygon,,287,35,0,213,582.4141374057224,547.4511356495576,82.8783306,23012.613770567994
65b9e1153f73fc246903abad,0,8,2,0,cell,polygon,,694,62,13,408,827.0443255559824,138.41565040745556,148.7156542750732,51867.74329519071
65b9e11d3f73fc246903befe,0,7,2,0,cell,polygon,,595,20,7,395,830.8965459652767,464.05317563048516,452.1405345396943,43189.13524831037
65b9e1213f73fc246903bf01,0,7,2,0,cell,polygon,,506,45,5,180,949.8876869310652,545.6864558031657,791.5009947444876,46456.31536024909
65b9e1243f73fc246903bf04,0,7,2,0,cell,polygon,,573,57,3,745,882.8549919379949,308.8048578221385,133.69206060957112,46399.01604472833
65b9e1293f73fc246903bf07,0,6,2,0,cell,polygon,,472,29,2,160,813.1477094749002,262.11760947289287,427.9174466667394,36007.91947031198
65b9e12c3f73fc246903bf0a,0,6,2,0,cell,polygon,,407,19,7,58,757.2851666257842,728.8377521993624,909.5188713,38806.40909
65b9e12f3f73fc246903bf0d,0,6,2,0,cell,polygon,,295,36,13,60,913.70758,556.6784893653866,94.74953820551553,41782.83993808833
65b9e1313f73fc246903bf10,0,6,2,0,cell,polygon,,716,13,6,46,916.1228151239482,110.11631870647102,181.82193198347082,53391.54696732052
65b9e1383f73fc246903bf13,0,5,2,0,cell,polygon,,1263,128,16,442,1053.1662725446538,291.08602384744603,352.53455004926894,77298.79106654634
65b9e13a3f73fc246903bf16,0,5,2,0,cell,polygon,,659,88,6,261,906.0029157637252,191.69245057882688,569.0609459472367,54760.687252634554
65b9e1423f73fc246903bf19,0,4,2,0,cell,polygon,,556,60,11,319,808.7117962883393,560.4466917259217,556.5641719729288,36964.101798064425
65b9e1443f73fc246903bf1c,0,4,2,0,cell,polygon,,396,23,4,241,729.1265305118865,338.8178473845301,423.12473364198297,34786.28015737359
65b9e1483f73fc246903bf1f,0,4,2,0,cell,polygon,,365,34,3,138,785.7418635386935,543.3624521166007,935.8755950440925,35787.00374992532
65b9e14b3f73fc246903bf22,0,4,2,0,cell,polygon,,748,78,8,372,900.0250522687903,743.1556562680098,728.5045064124037,60020.36153162672
