Id,Channel,XY,Z,Time,Tags,Shape,Name,cy7,a594,cy5,cy3,cell Blob Blob metrics / Perimeter,cell Blob Blob metrics / Centroid / y,cell Blob Blob metrics / Centroid / x,cell Blob Blob metrics / Area
65b9dcad3f73fc2469fc0b56,0,25,2,0,cell,polygon,,350,87,12,131,839.4024425310228,468.6629904344937,433.02469006362503,33301.41363
65b9dcb33f73fc2469fc0b59,0,25,2,0,cell,polygon,,537,146,16,402,937.0231401732362,531.5671044277608,317.1579940547702,48563.17196
65b9dcbb3f73fc2469fc0b5c,0,25,2,0,cell,polygon,,839,99,26,84,1197.0583099996763,576.9726528357282,914.8876661638955,69131.83038939677
65b9dcc13f73fc2469fc0b5f,0,25,2,0,cell,polygon,,451,54,11,72,745.7866542428974,603.4915327222581,687.3249141630382,34462.17212447197
65b9dcc63f73fc2469fc0b62,0,25,2,0,cell,polygon,,440,123,17,138,907.4329729248437,153.5171587336947,441.267311,41158.58026909817
65b9dccc3f73fc2469fc0b65,0,26,2,0,cell,polygon,,491,91,18,197,814.1698669129892,449.42004,310.18847156506223,44608.84872118096
65b9dcd03f73fc2469fc0b68,0,26,2,0,cell,polygon,,728,51,37,138,958.8917914858638,838.1003355605715,306.42868799064394,63107.569903648575
65b9dcd53f73fc2469fc0b6b,0,26,2,0,cell,polygon,,291,57,11,147,780.6025533067635,260.57172949630194,677.0143683,32239.585959750446
65b9dcda3f73fc2469fc0b6e,0,26,2,0,cell,polygon,,136,16,15,136,499.1584423892254,855.7513677342365,949.7434385,16014.035481100726
65b9dce23f73fc2469fc0b71,0,28,2,0,cell,polygon,,274,95,24,56,792.4139183914805,226.79956795313262,108.83633379994315,31671.51710919022
65b9dcea3f73fc2469fc0b74,0,28,2,0,cell,polygon,,351,81,27,168,1096.502958637037,718.2443949170561,480.1568892807672,42736.54929843214
65b9dcf43f73fc2469fc0b77,0,29,2,0,cell,polygon,,161,70,13,28,741.9316635256545,862.8556196,619.5791787,17206.129530779144
65b9dcfe3f73fc2469fc0b7a,0,31,2,0,cell,polygon,,367,85,38,128,1025.4513858909443,474.0627208370812,212.38792676020657,53543.95845891337
65b9dd033f73fc2469fc0b7d,0,31,2,0,cell,polygon,,297,56,27,14,865.5914227117952,318.56779658479826,599.3326096768152,42336.57331893998
65b9dd0a3f73fc2469fc0b80,0,31,2,0,cell,polygon,,311,79,23,103,1039.4200068433822,688.7134525047418,690.4027772872595,41226.84701433889
65b9dd123f73fc2469fc0b83,0,32,2,0,cell,polygon,,303,96,22,28,814.3171973989781,532.0685223119992,172.08651384890217,29419.83364321857
65b9dd173f73fc2469fc0b86,0,32,2,0,cell,polygon,,437,65,27,34,785.2078395974502,404.29064723911216,152.3598745833631,38876.232724116766
65b9dd1c3f73fc2469fc0b89,0,32,2,0,cell,polygon,,269,77,19,126,795.1509827653682,641.4853946387518,472.9946052050917,34149.711874124405
65b9dd203f73fc2469fc0b8c,0,32,2,0,cell,polygon,,218,53,14,47,576.7587647759171,855.5084306872058,477.89704325171033,18459.77556387131
65b9dd243f73fc2469fc0b8f,0,32,2,0,cell,polygon,,139,46,10,17,610.1002974851597,771.9836004320035,628.5928971472666,19736.47561256935
65b9dd2a3f73fc2469fc0b92,0,33,2,0,cell,polygon,,203,109,13,63,776.7390774428935,760.2754185022573,236.70833396996113,20336.999145293186
65b9dd303f73fc2469fc0b95,0,33,2,0,cell,polygon,,338,94,19,106,987.5573811836616,123.42937055535467,783.2322273,38948.975977242124
65b9dd373f73fc2469fc0b98,0,34,2,0,cell,polygon,,269,113,14,171,746.9687205131606,184.98970864241338,124.7887030138773,41166.86180868473
65b9dd3c3f73fc2469fc0b9b,0,34,2,0,cell,polygon,,365,114,16,207,919.0193151771024,169.0065758024368,759.8960185468317,45411.48658489611
65b9dd403f73fc2469fc0b9e,0,34,2,0,cell,polygon,,334,111,17,146,802.9936982700661,895.7341763237902,739.2890833267729,44950.853923567105
65b9dd463f73fc2469fc0ba1,0,35,2,0,cell,polygon,,260,82,15,114,834.1068709,314.0739199470718,234.57441874121199,27763.525725903433
65b9dd4a3f73fc2469fc0ba4,0,35,2,0,cell,polygon,,549,177,42,172,969.2111840343103,628.0961296590216,174.53486230083038,64287.353556644266
65b9dd4f3f73fc2469fc0ba7,0,35,2,0,cell,polygon,,209,135,30,64,841.2859718814501,714.3341758,866.8965551971944,31385.915906150454
65b9dd583f73fc2469fc0baa,0,37,2,0,cell,polygon,,396,61,12,91,703.5652246083623,807.1613645600959,768.4848121968196,31075.917735139436
65b9dd5c3f73fc2469fc0bad,0,38,2,0,cell,polygon,,366,73,26,58,744.0577378826141,355.19892395498664,565.6753825083935,35054.861768397685
65b9dd5f3f73fc2469fc0bb0,0,38,2,0,cell,polygon,,268,49,14,102,549.8661453,486.9424367888646,626.1500043966113,19920.46008662786
65b9dd623f73fc2469fc0bb3,0,38,2,0,cell,polygon,,608,103,36,90,804.1072158825912,443.94409517119135,105.94125755488692,40688.54694121143
65b9dd683f73fc2469fc0bb6,0,38,2,0,cell,polygon,,469,124,36,73,865.9776030591447,810.0623624554846,139.38984786896862,49735.56937605975
65b9dd6b3f73fc2469fc0bb9,0,38,2,0,cell,polygon,,358,113,21,45,657.0768303720125,767.9724976531661,647.4432362320308,30990.19260914869
65b9dd6e3f73fc2469fc0bbc,0,38,2,0,cell,polygon,,267,48,16,58,581.5166899405161,656.8560714505534,698.7931176143736,22459.08770800463
65b9dd783f73fc2469fc0bbf,0,39,2,0,cell,polygon,,531,88,33,171,1008.131515908968,272.17423766413845,270.52006784216024,49081.99922
65b9dd7d3f73fc2469fc0bc2,0,39,2,0,cell,polygon,,244,52,30,92,640.7657662,851.1323507933248,101.59377575813163,27673.771742816498
65b9dd843f73fc2469fc0bc5,0,40,2,0,cell,polygon,,518,121,31,45,794.9731551644545,466.70382896552695,283.39886272785213,35432.902859255155
65b9dd863f73fc2469fc0bc8,0,40,2,0,cell,polygon,,392,93,27,62,660.5677368191741,586.5099576665418,528.2486156357191,32296.437609885317
65b9dd8c3f73fc2469fc0bcb,0,40,2,0,cell,polygon,,485,74,17,97,712.1164337618725,498.5609715624976,101.5114060296657,31256.321002890272
65b9dd8f3f73fc2469fc0bce,0,40,2,0,cell,polygon,,444,112,14,54,681.3123144549954,544.6895747809524,742.7829608423058,34759.412248011766
65b9dd933f73fc2469fc0bd1,0,40,2,0,cell,polygon,,376,51,22,62,807.2718425814436,888.3910669814697,264.2140312200196,31821.480123325506
65b9dd983f73fc2469fc0bd4,0,41,2,0,cell,polygon,,381,125,20,125,846.7280402989957,266.3707830153974,274.8126444,28765.14436509061
65b9dd9b3f73fc2469fc0bd7,0,41,2,0,cell,polygon,,336,87,30,284,846.6841459279943,267.9927684136901,175.17126918319065,33063.26341052335
65b9dd9f3f73fc2469fc0bda,0,41,2,0,cell,polygon,,627,144,33,92,763.8746936223085,622.3343022953386,824.4717409971609,41442.16704358982
65b9ddaa3f73fc2469fc0bdd,0,44,2,0,cell,polygon,,1027,213,43,295,961.8103248262308,408.2212014652626,642.5647565,69496.88960738879
65b9ddaf3f73fc2469fc0be0,0,44,2,0,cell,polygon,,654,131,44,105,1247.9869588130084,840.7971903862947,640.4002873,75494.06722043494
65b9ddb23f73fc2469fc0be3,0,44,2,0,cell,polygon,,354,91,28,81,680.4110711,94.18717557603185,159.45403372756505,30897.081245148263
65b9e1a53f73fc246903e973,0,44,2,0,cell,polygon,,1106,246,31,173,1065.4345413522549,253.67444344164005,440.46373302534954,73543.44764542507
65b9e1af3f73fc2469041f2e,0,43,2,0,cell,polygon,,710,182,29,224,969.9524224,275.85654366409295,625.3223308732636,55881.828937960425
65b9e1fd3f73fc24690514b1,0,43,2,0,cell,polygon,,506,91,13,120,764.8439060268577,411.2113642239139,318.0375618686655,43763.24753077408
