"Id",Channel,XY,Z,Time,"Tags","Shape","Name",a594 children,cy7 children,cy5 children,cy3 children
"6793d6f33204237ba05be6e2",0,18,1,1,"DAPI_DMout blob","polygon","",0,7,3,1
"6793d6f33204237ba05be6e3",0,18,1,1,"DAPI_DMout blob","polygon","",0,4,3,0
"6793d6f33204237ba05be6e4",0,18,1,1,"DAPI_DMout blob","polygon","",0,0,0,0
"6793d6f33204237ba05be6e5",0,18,1,1,"DAPI_DMout blob","polygon","",3,6,20,3
"6793d6f33204237ba05be6e6",0,18,1,1,"DAPI_DMout blob","polygon","",0,2,2,1
"6793d6f33204237ba05be6e7",0,18,1,1,"DAPI_DMout blob","polygon","",0,7,0,0
"6793d6f33204237ba05be6e8",0,18,1,1,"DAPI_DMout blob","polygon","",16,1,10,2
"6793d6f33204237ba05be6e9",0,18,1,1,"DAPI_DMout blob","polygon","",5,7,12,0
"6793d6f33204237ba05be6ea",0,18,1,1,"DAPI_DMout blob","polygon","",0,3,1,0
"6793d6f33204237ba05be6eb",0,18,1,1,"DAPI_DMout blob","polygon","",0,1,0,0
"6793d6f33204237ba05be6ec",0,18,1,1,"DAPI_DMout blob","polygon","",37,8,3,0
"6793d6f33204237ba05be6ed",0,18,1,1,"DAPI_DMout blob","polygon","",0,0,6,0
"6793d6f33204237ba05be6ee",0,18,1,1,"DAPI_DMout blob","polygon","",3,6,11,1
"6793d6f33204237ba05be6ef",0,18,1,1,"DAPI_DMout blob","polygon","",0,2,1,0
"6793d6f33204237ba05be6f0",0,18,1,1,"DAPI_DMout blob","polygon","",20,7,4,1
"6793d6f33204237ba05be6f1",0,18,1,1,"DAPI_DMout blob","polygon","",0,0,3,0
"6793d6f33204237ba05be6f2",0,18,1,1,"DAPI_DMout blob","polygon","",0,0,0,0
"6793d6f33204237ba05be6f3",0,18,1,1,"DAPI_DMout blob","polygon","",0,5,4,2
"6793d6f33204237ba05be6f4",0,18,1,1,"DAPI_DMout blob","polygon","",0,12,0,1
"6793d6f33204237ba05be6f5",0,18,1,1,"DAPI_DMout blob","polygon","",4,13,1,2
"6793d6f33204237ba05be6f6",0,18,1,1,"DAPI_DMout blob","polygon","",2,5,5,0
"6793d6f33204237ba05be6f7",0,18,1,1,"DAPI_DMout blob","polygon","",7,2,2,1
"6793d6f33204237ba05be6f8",0,18,1,1,"DAPI_DMout blob","polygon","",0,1,0,0
"6793d6f33204237ba05be6f9",0,18,1,1,"DAPI_DMout blob","polygon","",3,1,4,0
"6793d6f33204237ba05be6fa",0,18,1,1,"DAPI_DMout blob","polygon","",6,6,1,0
"6793d6f33204237ba05be6fb",0,18,1,1,"DAPI_DMout blob","polygon","",28,14,7,1
"6793d6f33204237ba05be6fc",0,18,1,1,"DAPI_DMout blob","polygon","",13,3,4,0
"6793d6f33204237ba05be6fd",0,18,1,1,"DAPI_DMout blob","polygon","",0,4,0,0
"6793d6f33204237ba05be6fe",0,18,1,1,"DAPI_DMout blob","polygon","",0,9,0,0
"6793d6f33204237ba05be6ff",0,18,1,1,"DAPI_DMout blob","polygon","",0,6,8,0
"6793d6f33204237ba05be700",0,18,1,1,"DAPI_DMout blob","polygon","",4,4,1,1
"6793d6f33204237ba05be701",0,18,1,1,"DAPI_DMout blob","polygon","",1,8,3,1
"6793d6f33204237ba05be702",0,18,1,1,"DAPI_DMout blob","polygon","",0,3,7,0
"6793d6f33204237ba05be703",0,18,1,1,"DAPI_DMout blob","polygon","",1,4,3,1
"6793d6f33204237ba05be704",0,18,1,1,"DAPI_DMout blob","polygon","",22,1,3,0
"6793d6f43204237ba05be763",0,19,1,1,"DAPI_DMout blob","polygon","",2,0,4,7
"6793d6f43204237ba05be764",0,19,1,1,"DAPI_DMout blob","polygon","",2,0,3,1
"6793d6f43204237ba05be765",0,19,1,1,"DAPI_DMout blob","polygon","",1,0,1,0
"6793d6f43204237ba05be766",0,19,1,1,"DAPI_DMout blob","polygon","",8,8,4,1
"6793d6f43204237ba05be767",0,19,1,1,"DAPI_DMout blob","polygon","",4,3,2,0
"6793d6f43204237ba05be768",0,19,1,1,"DAPI_DMout blob","polygon","",10,5,2,0
"6793d6f43204237ba05be769",0,19,1,1,"DAPI_DMout blob","polygon","",4,2,2,3
"6793d6f43204237ba05be76a",0,19,1,1,"DAPI_DMout blob","polygon","",19,11,4,0
"6793d6f43204237ba05be76b",0,19,1,1,"DAPI_DMout blob","polygon","",2,2,2,0
"6793d6f43204237ba05be76c",0,19,1,1,"DAPI_DMout blob","polygon","",10,1,1,5
"6793d6f43204237ba05be76d",0,19,1,1,"DAPI_DMout blob","polygon","",1,4,3,1
"6793d6f43204237ba05be76e",0,19,1,1,"DAPI_DMout blob","polygon","",2,3,5,3
"6793d6f43204237ba05be76f",0,19,1,1,"DAPI_DMout blob","polygon","",8,3,0,1
"6793d6f43204237ba05be770",0,19,1,1,"DAPI_DMout blob","polygon","",0,7,4,1
"6793d6f43204237ba05be771",0,19,1,1,"DAPI_DMout blob","polygon","",5,4,5,2
"6793d6f43204237ba05be772",0,19,1,1,"DAPI_DMout blob","polygon","",2,3,3,0
"6793d6f43204237ba05be773",0,19,1,1,"DAPI_DMout blob","polygon","",9,4,3,0
"6793d6f43204237ba05be774",0,19,1,1,"DAPI_DMout blob","polygon","",0,5,9,1
"6793d6f43204237ba05be775",0,19,1,1,"DAPI_DMout blob","polygon","",0,3,5,0
"6793d6f43204237ba05be776",0,19,1,1,"DAPI_DMout blob","polygon","",0,2,3,0
"6793d6f43204237ba05be777",0,19,1,1,"DAPI_DMout blob","polygon","",0,0,0,0
"6793d6f43204237ba05be778",0,19,1,1,"DAPI_DMout blob","polygon","",0,0,0,0
"6793d6f43204237ba05be779",0,19,1,1,"DAPI_DMout blob","polygon","",0,0,0,0
"6793d6f43204237ba05be77a",0,19,1,1,"DAPI_DMout blob","polygon","",0,2,8,0
"6793d6f43204237ba05be77b",0,19,1,1,"DAPI_DMout blob","polygon","",0,0,0,0
"6793d6f43204237ba05be77c",0,19,1,1,"DAPI_DMout blob","polygon","",0,1,0,1
"6793d6f43204237ba05be77d",0,19,1,1,"DAPI_DMout blob","polygon","",0,0,0,0
"6793d6f53204237ba05be7d7",0,20,1,1,"DAPI_DMout blob","polygon","",0,2,9,1
"6793d6f53204237ba05be7d8",0,20,1,1,"DAPI_DMout blob","polygon","",2,5,16,0
"6793d6f53204237ba05be7d9",0,20,1,1,"DAPI_DMout blob","polygon","",0,3,13,1
"6793d6f53204237ba05be7da",0,20,1,1,"DAPI_DMout blob","polygon","",0,2,9,1
"6793d6f53204237ba05be7db",0,20,1,1,"DAPI_DMout blob","polygon","",0,1,4,0
"6793d6f53204237ba05be7dc",0,20,1,1,"DAPI_DMout blob","polygon","",3,13,19,2
"6793d6f53204237ba05be7dd",0,20,1,1,"DAPI_DMout blob","polygon","",0,10,11,0
"6793d6f53204237ba05be7de",0,20,1,1,"DAPI_DMout blob","polygon","",0,4,6,0
"6793d6f53204237ba05be7df",0,20,1,1,"DAPI_DMout blob","polygon","",1,2,2,0
"6793d6f53204237ba05be7e0",0,20,1,1,"DAPI_DMout blob","polygon","",0,10,8,0
"6793d6f53204237ba05be7e1",0,20,1,1,"DAPI_DMout blob","polygon","",6,0,1,0
"6793d6f53204237ba05be7e2",0,20,1,1,"DAPI_DMout blob","polygon","",0,6,6,4
"6793d6f53204237ba05be7e3",0,20,1,1,"DAPI_DMout blob","polygon","",0,12,7,0
"6793d6f53204237ba05be7e4",0,20,1,1,"DAPI_DMout blob","polygon","",12,3,11,8
"6793d6f53204237ba05be7e5",0,20,1,1,"DAPI_DMout blob","polygon","",0,15,16,0
"6793d6f53204237ba05be7e6",0,20,1,1,"DAPI_DMout blob","polygon","",0,4,2,2
"6793d6f53204237ba05be7e7",0,20,1,1,"DAPI_DMout blob","polygon","",1,5,6,1
"6793d6f53204237ba05be7e8",0,20,1,1,"DAPI_DMout blob","polygon","",11,3,1,0
"6793d6f53204237ba05be7e9",0,20,1,1,"DAPI_DMout blob","polygon","",16,5,5,1
"6793d6f53204237ba05be7ea",0,20,1,1,"DAPI_DMout blob","polygon","",0,0,6,0
"6793d6f53204237ba05be7eb",0,20,1,1,"DAPI_DMout blob","polygon","",0,2,1,0
"6793d6f53204237ba05be7ec",0,20,1,1,"DAPI_DMout blob","polygon","",0,5,3,1
"6793d6f53204237ba05be7ed",0,20,1,1,"DAPI_DMout blob","polygon","",13,3,0,0
"6793d6f53204237ba05be7ee",0,20,1,1,"DAPI_DMout blob","polygon","",0,1,5,2
"6793d6f53204237ba05be7ef",0,20,1,1,"DAPI_DMout blob","polygon","",1,16,20,3
"6793d6f53204237ba05be7f0",0,20,1,1,"DAPI_DMout blob","polygon","",0,2,10,0
"6793d6f53204237ba05be7f1",0,20,1,1,"DAPI_DMout blob","polygon","",0,11,0,1
"6793d6f53204237ba05be7f2",0,20,1,1,"DAPI_DMout blob","polygon","",0,1,5,0
"6793d6f53204237ba05be7f3",0,20,1,1,"DAPI_DMout blob","polygon","",0,2,4,0
"6793d6f53204237ba05be7f4",0,20,1,1,"DAPI_DMout blob","polygon","",0,0,0,0
"6793d6f53204237ba05be7f5",0,20,1,1,"DAPI_DMout blob","polygon","",2,1,2,0
"6793d6f53204237ba05be7f6",0,20,1,1,"DAPI_DMout blob","polygon","",0,0,0,0
"6793d6f53204237ba05be7f7",0,20,1,1,"DAPI_DMout blob","polygon","",0,0,1,1
