"Id",Channel,XY,Z,Time,"Tags","Shape","Name",cy7 children,a594 children,cy5 children,cy3 children
"679283273204237ba05883a7",0,89,1,1,"DAPI_DMout blob","polygon","",2,0,8,0
"679283273204237ba05883a8",0,89,1,1,"DAPI_DMout blob","polygon","",6,4,74,1
"679283273204237ba05883a9",0,89,1,1,"DAPI_DMout blob","polygon","",11,43,88,0
"679283273204237ba05883b3",0,90,1,1,"DAPI_DMout blob","polygon","",2,4,16,0
"679283273204237ba05883b4",0,90,1,1,"DAPI_DMout blob","polygon","",16,4,26,0
"679283273204237ba05883b5",0,90,1,1,"DAPI_DMout blob","polygon","",6,12,40,0
"679283273204237ba05883b6",0,90,1,1,"DAPI_DMout blob","polygon","",13,82,84,1
"679283283204237ba05883bd",0,91,1,1,"DAPI_DMout blob","polygon","",9,1,44,0
"679283283204237ba05883be",0,91,1,1,"DAPI_DMout blob","polygon","",4,1,40,0
"679283293204237ba05883c3",0,93,1,1,"DAPI_DMout blob","polygon","",17,120,100,0
"679283293204237ba05883c4",0,93,1,1,"DAPI_DMout blob","polygon","",3,4,8,1
"679283293204237ba05883c9",0,94,1,1,"DAPI_DMout blob","polygon","",3,0,24,0
"6792832b3204237ba05883d5",0,97,1,1,"DAPI_DMout blob","polygon","",1,28,24,0
"6792832b3204237ba05883d7",0,97,1,1,"DAPI_DMout blob","polygon","",9,17,96,2
"6792832c3204237ba05883e1",0,98,1,1,"DAPI_DMout blob","polygon","",6,69,66,1
"6792832c3204237ba05883e2",0,98,1,1,"DAPI_DMout blob","polygon","",12,110,116,0
"6792832c3204237ba05883e3",0,98,1,1,"DAPI_DMout blob","polygon","",5,113,90,2
"6792832c3204237ba05883e4",0,98,1,1,"DAPI_DMout blob","polygon","",4,3,24,0
"6792832c3204237ba05883eb",0,99,1,1,"DAPI_DMout blob","polygon","",5,98,68,1
"6792832c3204237ba05883ec",0,99,1,1,"DAPI_DMout blob","polygon","",6,10,32,3
"6792832c3204237ba05883ed",0,99,1,1,"DAPI_DMout blob","polygon","",4,19,30,1
"6792832c3204237ba05883ee",0,99,1,1,"DAPI_DMout blob","polygon","",3,32,22,0
"6792832c3204237ba05883ef",0,99,1,1,"DAPI_DMout blob","polygon","",7,120,54,0
"6792832c3204237ba05883f0",0,99,1,1,"DAPI_DMout blob","polygon","",17,117,38,0
"6792832c3204237ba05883f1",0,99,1,1,"DAPI_DMout blob","polygon","",11,72,78,1
"6792832d3204237ba05883fb",0,100,1,1,"DAPI_DMout blob","polygon","",10,50,142,0
"6792832d3204237ba05883fc",0,100,1,1,"DAPI_DMout blob","polygon","",4,1,6,0
"6792832d3204237ba05883fd",0,100,1,1,"DAPI_DMout blob","polygon","",6,42,38,0
"6792832d3204237ba05883fe",0,100,1,1,"DAPI_DMout blob","polygon","",9,10,42,0
"6792832d3204237ba0588409",0,101,1,1,"DAPI_DMout blob","polygon","",3,0,10,0
"6792832d3204237ba058840a",0,101,1,1,"DAPI_DMout blob","polygon","",1,0,20,0
"6792832d3204237ba058840b",0,101,1,1,"DAPI_DMout blob","polygon","",3,28,62,0
"6792832d3204237ba058840c",0,101,1,1,"DAPI_DMout blob","polygon","",6,67,80,0
"6792832d3204237ba058840d",0,101,1,1,"DAPI_DMout blob","polygon","",6,3,28,0
"6792832d3204237ba058840e",0,101,1,1,"DAPI_DMout blob","polygon","",15,62,40,0
"6792832d3204237ba058840f",0,101,1,1,"DAPI_DMout blob","polygon","",10,0,32,0
"6792832d3204237ba0588410",0,101,1,1,"DAPI_DMout blob","polygon","",4,53,54,5
"6792832d3204237ba0588411",0,101,1,1,"DAPI_DMout blob","polygon","",21,41,82,0
"6792832d3204237ba0588412",0,101,1,1,"DAPI_DMout blob","polygon","",15,83,38,0
"6792832d3204237ba0588413",0,101,1,1,"DAPI_DMout blob","polygon","",3,19,22,0
"6792832d3204237ba0588414",0,101,1,1,"DAPI_DMout blob","polygon","",2,36,62,0
"6792832e3204237ba0588423",0,102,1,1,"DAPI_DMout blob","polygon","",5,19,26,0
"6792832e3204237ba0588424",0,102,1,1,"DAPI_DMout blob","polygon","",5,47,48,0
"6792832e3204237ba0588425",0,102,1,1,"DAPI_DMout blob","polygon","",17,0,30,0
"6792832e3204237ba0588426",0,102,1,1,"DAPI_DMout blob","polygon","",1,15,44,0
"6792832e3204237ba0588427",0,102,1,1,"DAPI_DMout blob","polygon","",1,19,28,0
"6792832e3204237ba058842f",0,103,1,1,"DAPI_DMout blob","polygon","",4,5,54,0
"6792832e3204237ba0588430",0,103,1,1,"DAPI_DMout blob","polygon","",13,54,90,0
"6792832e3204237ba0588431",0,103,1,1,"DAPI_DMout blob","polygon","",8,5,56,0
"6792832e3204237ba0588432",0,103,1,1,"DAPI_DMout blob","polygon","",5,69,82,2
"6792832e3204237ba0588433",0,103,1,1,"DAPI_DMout blob","polygon","",6,44,90,0
"6792832f3204237ba058843b",0,104,1,1,"DAPI_DMout blob","polygon","",11,5,166,0
"6792832f3204237ba058843c",0,104,1,1,"DAPI_DMout blob","polygon","",9,31,136,0
"6792832f3204237ba058843d",0,104,1,1,"DAPI_DMout blob","polygon","",8,11,12,0
"6792832f3204237ba0588443",0,105,1,1,"DAPI_DMout blob","polygon","",4,31,46,1
"6792832f3204237ba0588444",0,105,1,1,"DAPI_DMout blob","polygon","",14,59,82,0
"6792832f3204237ba0588445",0,105,1,1,"DAPI_DMout blob","polygon","",12,90,88,1
"6792832f3204237ba0588446",0,105,1,1,"DAPI_DMout blob","polygon","",12,62,44,0
"6792832f3204237ba0588447",0,105,1,1,"DAPI_DMout blob","polygon","",8,36,78,2
"6792832f3204237ba0588448",0,105,1,1,"DAPI_DMout blob","polygon","",4,41,38,0
"6792832f3204237ba0588449",0,105,1,1,"DAPI_DMout blob","polygon","",6,45,32,1
"6792832f3204237ba058844a",0,105,1,1,"DAPI_DMout blob","polygon","",3,20,14,1
"679283313204237ba058845d",0,108,1,1,"DAPI_DMout blob","polygon","",8,0,32,0
"679283313204237ba058845e",0,108,1,1,"DAPI_DMout blob","polygon","",12,26,156,0
"679283313204237ba058845f",0,108,1,1,"DAPI_DMout blob","polygon","",8,107,88,1
"679283313204237ba0588465",0,109,1,1,"DAPI_DMout blob","polygon","",8,58,66,1
"679283323204237ba0588469",0,110,1,1,"DAPI_DMout blob","polygon","",1,16,8,0
"679283323204237ba058846a",0,110,1,1,"DAPI_DMout blob","polygon","",8,86,122,0
"679283323204237ba058846b",0,110,1,1,"DAPI_DMout blob","polygon","",1,74,108,0
"679283323204237ba058846c",0,110,1,1,"DAPI_DMout blob","polygon","",15,0,34,0
"679283323204237ba058846e",0,110,1,1,"DAPI_DMout blob","polygon","",2,2,26,1
"679283333204237ba0588477",0,111,1,1,"DAPI_DMout blob","polygon","",11,109,56,1
"679283333204237ba0588478",0,111,1,1,"DAPI_DMout blob","polygon","",7,2,58,1
"679283333204237ba0588479",0,111,1,1,"DAPI_DMout blob","polygon","",2,41,44,0
"679283333204237ba058847f",0,112,1,1,"DAPI_DMout blob","polygon","",3,3,36,0
"679283333204237ba0588480",0,112,1,1,"DAPI_DMout blob","polygon","",9,70,116,1
"679283333204237ba0588481",0,112,1,1,"DAPI_DMout blob","polygon","",13,116,66,2
"679283333204237ba0588482",0,112,1,1,"DAPI_DMout blob","polygon","",12,60,100,2
"679283343204237ba0588489",0,113,1,1,"DAPI_DMout blob","polygon","",8,60,34,0
"679283343204237ba058848a",0,113,1,1,"DAPI_DMout blob","polygon","",18,5,54,0
"679283343204237ba058848b",0,113,1,1,"DAPI_DMout blob","polygon","",7,9,12,0
"679283343204237ba0588491",0,114,1,1,"DAPI_DMout blob","polygon","",6,16,36,0
"679283343204237ba0588492",0,114,1,1,"DAPI_DMout blob","polygon","",0,6,48,1
"679283343204237ba0588493",0,114,1,1,"DAPI_DMout blob","polygon","",9,77,184,0
"679283343204237ba0588494",0,114,1,1,"DAPI_DMout blob","polygon","",12,39,132,3
"679283343204237ba0588495",0,114,1,1,"DAPI_DMout blob","polygon","",7,7,10,1
"679283353204237ba058849d",0,115,1,1,"DAPI_DMout blob","polygon","",5,0,50,3
"679283353204237ba058849e",0,115,1,1,"DAPI_DMout blob","polygon","",4,6,66,0
"679283353204237ba058849f",0,115,1,1,"DAPI_DMout blob","polygon","",14,43,124,2
"679283353204237ba05884a0",0,115,1,1,"DAPI_DMout blob","polygon","",2,31,62,1
"679283353204237ba05884a1",0,115,1,1,"DAPI_DMout blob","polygon","",1,145,128,3
"679283353204237ba05884a9",0,116,1,1,"DAPI_DMout blob","polygon","",6,148,136,2
"679283353204237ba05884aa",0,116,1,1,"DAPI_DMout blob","polygon","",7,150,152,2
"679283353204237ba05884ab",0,116,1,1,"DAPI_DMout blob","polygon","",12,13,74,0
"679283363204237ba05884b1",0,117,1,1,"DAPI_DMout blob","polygon","",2,3,72,1
"679283363204237ba05884b2",0,117,1,1,"DAPI_DMout blob","polygon","",10,9,32,3
"679283363204237ba05884b3",0,117,1,1,"DAPI_DMout blob","polygon","",8,4,74,0
"679283363204237ba05884b4",0,117,1,1,"DAPI_DMout blob","polygon","",15,175,82,0
"679283363204237ba05884b5",0,117,1,1,"DAPI_DMout blob","polygon","",0,20,32,3
"679283363204237ba05884be",0,118,1,1,"DAPI_DMout blob","polygon","",2,56,52,0
"679283363204237ba05884bf",0,118,1,1,"DAPI_DMout blob","polygon","",3,12,82,1
"679283363204237ba05884c0",0,118,1,1,"DAPI_DMout blob","polygon","",4,54,76,1
"679283363204237ba05884c1",0,118,1,1,"DAPI_DMout blob","polygon","",1,57,96,1
"679283363204237ba05884c2",0,118,1,1,"DAPI_DMout blob","polygon","",3,38,90,0
"679283363204237ba05884c3",0,118,1,1,"DAPI_DMout blob","polygon","",2,55,90,0
"679283363204237ba05884c4",0,118,1,1,"DAPI_DMout blob","polygon","",19,3,88,0
"679283363204237ba05884c5",0,118,1,1,"DAPI_DMout blob","polygon","",4,57,138,2
"679283363204237ba05884c6",0,118,1,1,"DAPI_DMout blob","polygon","",2,4,26,0
"679283373204237ba05884d4",0,119,1,1,"DAPI_DMout blob","polygon","",3,28,16,0
"679283373204237ba05884d5",0,119,1,1,"DAPI_DMout blob","polygon","",4,1,8,0
"679283373204237ba05884db",0,120,1,1,"DAPI_DMout blob","polygon","",11,88,68,0
"679283373204237ba05884dc",0,120,1,1,"DAPI_DMout blob","polygon","",7,3,34,0
"679283373204237ba05884dd",0,120,1,1,"DAPI_DMout blob","polygon","",6,74,70,1
"679283373204237ba05884de",0,120,1,1,"DAPI_DMout blob","polygon","",20,169,86,0
"679283373204237ba05884df",0,120,1,1,"DAPI_DMout blob","polygon","",2,14,48,0
"679283373204237ba05884e0",0,120,1,1,"DAPI_DMout blob","polygon","",1,2,10,0
"679283383204237ba05884e9",0,121,1,1,"DAPI_DMout blob","polygon","",2,119,60,0
"679283383204237ba05884ea",0,121,1,1,"DAPI_DMout blob","polygon","",10,1,50,0
"679283383204237ba05884ec",0,121,1,1,"DAPI_DMout blob","polygon","",6,0,100,0
"679283633204237ba05884f7",4,1,1,1,"CY5 point","point","",,,,
"679283633204237ba05884f8",4,1,1,1,"CY5 point","point","",,,,
"679283633204237ba05884f9",4,1,1,1,"CY5 point","point","",,,,
"679283633204237ba05884fa",4,1,1,1,"CY5 point","point","",,,,
"679283633204237ba05884fb",4,1,2,1,"CY5 point","point","",,,,
"679283633204237ba05884fc",4,1,1,1,"CY5 point","point","",,,,
"679283633204237ba05884fd",4,1,2,1,"CY5 point","point","",,,,
"679283633204237ba05884fe",4,1,2,1,"CY5 point","point","",,,,
"679283633204237ba05884ff",4,1,2,1,"CY5 point","point","",,,,
"679283633204237ba0588500",4,1,1,1,"CY5 point","point","",,,,
"679283633204237ba0588501",4,1,1,1,"CY5 point","point","",,,,
"679283633204237ba0588502",4,1,2,1,"CY5 point","point","",,,,
"679283633204237ba0588503",4,1,1,1,"CY5 point","point","",,,,
"679283633204237ba0588504",4,1,1,1,"CY5 point","point","",,,,
"679283633204237ba0588505",4,1,1,1,"CY5 point","point","",,,,
"679283633204237ba0588506",4,1,1,1,"CY5 point","point","",,,,
"679283633204237ba0588507",4,1,1,1,"CY5 point","point","",,,,
"679283633204237ba0588508",4,1,2,1,"CY5 point","point","",,,,
"679283633204237ba0588509",4,1,2,1,"CY5 point","point","",,,,
"679283633204237ba058850a",4,1,2,1,"CY5 point","point","",,,,
"679283633204237ba058850b",4,1,2,1,"CY5 point","point","",,,,
"679283633204237ba058850c",4,1,3,1,"CY5 point","point","",,,,
"679283633204237ba058850d",4,1,3,1,"CY5 point","point","",,,,
"679283633204237ba058850e",4,1,3,1,"CY5 point","point","",,,,
"679283633204237ba0588511",4,1,1,1,"CY5 point","point","",,,,
"679283633204237ba0588512",4,1,1,1,"CY5 point","point","",,,,
"679283633204237ba0588513",4,1,1,1,"CY5 point","point","",,,,
"679283633204237ba0588514",4,1,1,1,"CY5 point","point","",,,,
"679283633204237ba0588515",4,1,1,1,"CY5 point","point","",,,,
"679283633204237ba0588516",4,1,1,1,"CY5 point","point","",,,,
"679283633204237ba0588517",4,1,1,1,"CY5 point","point","",,,,
"679283633204237ba0588518",4,1,1,1,"CY5 point","point","",,,,
"679283633204237ba0588519",4,1,1,1,"CY5 point","point","",,,,
"679283633204237ba058851a",4,1,1,1,"CY5 point","point","",,,,
"679283633204237ba058851b",4,1,2,1,"CY5 point","point","",,,,
"679283633204237ba058851c",4,1,1,1,"CY5 point","point","",,,,
"679283633204237ba058851d",4,1,1,1,"CY5 point","point","",,,,
"679283633204237ba058851e",4,1,1,1,"CY5 point","point","",,,,
"679283633204237ba058851f",4,1,1,1,"CY5 point","point","",,,,
"679283633204237ba0588520",4,1,2,1,"CY5 point","point","",,,,
"679283633204237ba0588521",4,1,2,1,"CY5 point","point","",,,,
"679283633204237ba0588522",4,1,1,1,"CY5 point","point","",,,,
"679283633204237ba0588523",4,1,2,1,"CY5 point","point","",,,,
"679283633204237ba0588524",4,1,1,1,"CY5 point","point","",,,,
"679283633204237ba0588525",4,1,1,1,"CY5 point","point","",,,,
"679283633204237ba0588526",4,1,1,1,"CY5 point","point","",,,,
"679283633204237ba0588527",4,1,2,1,"CY5 point","point","",,,,
"679283633204237ba0588528",4,1,1,1,"CY5 point","point","",,,,
"679283633204237ba0588529",4,1,1,1,"CY5 point","point","",,,,
"679283633204237ba058852a",4,1,1,1,"CY5 point","point","",,,,
"679283633204237ba058852b",4,1,1,1,"CY5 point","point","",,,,
"679283633204237ba058852c",4,1,1,1,"CY5 point","point","",,,,
"679283633204237ba058852d",4,1,2,1,"CY5 point","point","",,,,
"679283633204237ba058852e",4,1,2,1,"CY5 point","point","",,,,
"679283633204237ba058852f",4,1,2,1,"CY5 point","point","",,,,
"679283633204237ba0588530",4,1,3,1,"CY5 point","point","",,,,
"679283633204237ba0588531",4,1,3,1,"CY5 point","point","",,,,
"679283633204237ba0588532",4,1,3,1,"CY5 point","point","",,,,
"679283633204237ba0588533",4,1,3,1,"CY5 point","point","",,,,
"679283633204237ba0588534",4,1,1,1,"CY5 point","point","",,,,
"679283673204237ba058857f",4,2,1,1,"CY5 point","point","",,,,
"679283673204237ba0588580",4,2,1,1,"CY5 point","point","",,,,
"679283673204237ba0588581",4,2,1,1,"CY5 point","point","",,,,
"679283673204237ba0588582",4,2,1,1,"CY5 point","point","",,,,
"679283673204237ba0588583",4,2,2,1,"CY5 point","point","",,,,
"679283673204237ba0588584",4,2,1,1,"CY5 point","point","",,,,
"679283673204237ba0588585",4,2,1,1,"CY5 point","point","",,,,
"679283673204237ba0588586",4,2,2,1,"CY5 point","point","",,,,
"679283673204237ba0588587",4,2,2,1,"CY5 point","point","",,,,
"679283673204237ba0588588",4,2,2,1,"CY5 point","point","",,,,
"679283673204237ba0588589",4,2,2,1,"CY5 point","point","",,,,
"679283673204237ba058858a",4,2,3,1,"CY5 point","point","",,,,
"679283673204237ba058858b",4,2,3,1,"CY5 point","point","",,,,
"679283673204237ba058858c",4,2,3,1,"CY5 point","point","",,,,
"679283673204237ba0588591",4,2,1,1,"CY5 point","point","",,,,
"679283673204237ba0588592",4,2,1,1,"CY5 point","point","",,,,
"679283673204237ba0588593",4,2,1,1,"CY5 point","point","",,,,
"679283673204237ba0588594",4,2,2,1,"CY5 point","point","",,,,
"679283673204237ba0588595",4,2,1,1,"CY5 point","point","",,,,
"679283673204237ba0588596",4,2,1,1,"CY5 point","point","",,,,
"679283673204237ba0588597",4,2,1,1,"CY5 point","point","",,,,
"679283673204237ba0588598",4,2,1,1,"CY5 point","point","",,,,
"679283673204237ba0588599",4,2,2,1,"CY5 point","point","",,,,
"679283673204237ba058859a",4,2,1,1,"CY5 point","point","",,,,
"679283673204237ba058859b",4,2,1,1,"CY5 point","point","",,,,
"679283673204237ba058859c",4,2,1,1,"CY5 point","point","",,,,
"679283673204237ba058859d",4,2,1,1,"CY5 point","point","",,,,
"679283673204237ba058859e",4,2,1,1,"CY5 point","point","",,,,
"679283673204237ba058859f",4,2,1,1,"CY5 point","point","",,,,
"679283673204237ba05885a0",4,2,2,1,"CY5 point","point","",,,,
"679283673204237ba05885a1",4,2,1,1,"CY5 point","point","",,,,
