"Id",Channel,XY,Z,Time,"Tags","Shape","Name",Parent and child / parentId,Parent and child / childId,Parent and child / annotationId,red Annulus intensity measurements / TotalIntensity,red Annulus intensity measurements / MinIntensity,red Annulus intensity measurements / MedianIntensity,red Annulus intensity measurements / MeanIntensity,red Annulus intensity measurements / MaxIntensity,red Annulus intensity measurements / 75thPercentileIntensity,red Annulus intensity measurements / 25thPercentileIntensity,green Annulus intensity measurements / TotalIntensity,green Annulus intensity measurements / MinIntensity,green Annulus intensity measurements / MedianIntensity,green Annulus intensity measurements / MeanIntensity,green Annulus intensity measurements / MaxIntensity,green Annulus intensity measurements / 75thPercentileIntensity,green Annulus intensity measurements / 25thPercentileIntensity,red intensity measurements / TotalIntensity,red intensity measurements / MinIntensity,red intensity measurements / MedianIntensity,red intensity measurements / MeanIntensity,red intensity measurements / MaxIntensity,red intensity measurements / 75thPercentileIntensity,red intensity measurements / 25thPercentileIntensity,green intensity measurements / TotalIntensity,green intensity measurements / MinIntensity,green intensity measurements / MedianIntensity,green intensity measurements / MeanIntensity,green intensity measurements / MaxIntensity,green intensity measurements / 75thPercentileIntensity,green intensity measurements / 25thPercentileIntensity
"6658d5c640dcff8796369438",0,1,1,3,"green blob","polygon","",604,537,572,5952,4,6,6.8022857142857145,27,6,5,58615,64,66,66.98857142857143,81,67,66,2030,5,7.5,10.797872340425531,29,14,6,13115,65,68,69.76063829787235,82,72,67
"6658d5f640dcff8796369451",0,1,1,2,"green blob","polygon","",625,572,604,6207,4,5,5.877840909090909,13,6,5,78790,72,74,74.61174242424242,85,75,73,2291,4,6,6.738235294117647,11,8,5,26161,72,75,76.94411764705882,87,79,74
"6658d5f940dcff8796369454",0,1,1,1,"green blob","polygon","",-,604,625,5368,4,6,5.853871319520175,11,6,5,80488,84,87,87.773173391494,101,88,86,1349,5,6,6.393364928909953,9,7,6,19153,84,89,90.77251184834124,101,95,87
"6658ebcf40dcff87963d66eb",0,1,1,19,"green blob","polygon","",33,-,32,5442,4,5,5.458375125376128,11,6,5,43664,42,44,43.795386158475424,51,44,43,3698,5,13,15.093877551020409,33,21,8,13177,43,51,53.78367346938776,74,60,46
"6658ebd640dcff87963d66ee",0,1,1,18,"green blob","polygon","",83,32,33,5973,4,6,7.24878640776699,16,9,5,38257,42,45,46.42839805825243,60,48,44,1744,6,13,12.823529411764707,22,16,10,6856,44,50,50.411764705882355,59,54,47
"6658ebdb40dcff87963d66f1",0,1,1,17,"green blob","polygon","",112,33,83,5326,4,6,6.854568854568854,19,8,5,35627,41,44,45.85199485199485,62,47,43,1777,4,14,14.808333333333334,24,19,11,6551,43,55,54.59166666666667,63,60,50
"6658ebdf40dcff87963d66f4",0,1,1,16,"green blob","polygon","",172,83,112,4276,4,5,5.84952120383037,15,6,5,32535,42,44,44.50752393980848,54,45,44,1024,4,9,10.24,19,15,6,5106,43,49.5,51.06,64,57,45
"6658ebe340dcff87963d66f7",0,1,1,15,"green blob","polygon","",197,112,172,4958,3,5,4.9186507936507935,9,5,4,43735,41,43,43.38789682539682,49,44,43,1708,4,8,9.595505617977528,19,13,6,8544,42,46,48,57,52,44
"6658ebe940dcff87963d66fa",0,1,1,14,"green blob","polygon","",217,172,197,4962,3,5,5.190376569037657,12,5,5,42748,42,45,44.71548117154812,54,45,44,1923,4,8,9.200956937799043,20,12,6,10285,43,48,49.21052631578947,60,52,46
"6658ebef40dcff87963d66fd",0,1,1,13,"green blob","polygon","",262,197,217,5975,4,5,5.552973977695167,15,5,5,48174,42,44,44.77137546468401,59,45,44,2598,4,9,9.87832699619772,20,13,6,13274,43,49,50.47148288973384,64,55,45
"6658ebf440dcff87963d6700",0,1,1,12,"green blob","polygon","",292,217,262,5038,4,5,6.4839124839124835,16,7,5,36206,43,45,46.5971685971686,59,47,44,1163,6,12,12.114583333333334,18,15.25,9.75,4996,44,51.5,52.041666666666664,60,56,48
"6658ebf940dcff87963d6703",0,1,1,11,"green blob","polygon","",327,262,292,5428,3,5,6.571428571428571,35,6,5,38538,43,45,46.65617433414044,75,46,45,1821,6,12,13.488888888888889,26,17,9.5,7471,45,54,55.34074074074074,72,60.5,49
"6658ebff40dcff87963d6706",0,1,1,10,"green blob","polygon","",348,292,327,5036,3,5,5.576965669988926,18,6,5,41839,44,46,46.333333333333336,62,46,45,1099,4,7,7.73943661971831,13,9.75,5,7152,44,50,50.36619718309859,59,53,47
"6658ec0440dcff87963d6709",0,1,1,9,"green blob","polygon","",407,327,348,5599,4,6,7.445478723404255,21,9,5,36917,44,47,49.09175531914894,62,51,46,787,4,8,7.94949494949495,13,10,6,5087,46,51,51.38383838383838,57,54.5,48
"6658ec0940dcff87963d670c",0,1,1,8,"green blob","polygon","",420,348,407,4917,4,5,6.08539603960396,22,6,5,39480,45,47,48.86138613861386,71,48,47,2631,4,18,18.270833333333332,40,24.25,10,8834,47,60,61.34722222222222,83,70,51
"6658ec0d40dcff87963d670f",0,1,1,7,"green blob","polygon","",447,407,420,4757,3,5,5.636255924170616,18,5,5,41834,47,49,49.56635071090047,68,49,48,1621,4,9,10.525974025974026,21,15,6,8542,48,55,55.467532467532465,65,60,50.25
"6658ec1240dcff87963d6712",0,1,1,6,"green blob","polygon","",500,420,447,5022,3,5,5.726339794754846,12,6,5,44710,48,50,50.980615735461804,64,51,50,1149,4,9,9.341463414634147,16,12,6,6838,48,55,55.59349593495935,64,59,52
"6658ec1840dcff87963d6715",0,1,1,5,"green blob","polygon","",536,447,500,6328,4,5,6.885745375408052,28,7,5,50575,51,53,55.032644178454845,83,55,53,2037,4,11,10.392857142857142,15,12,9,11841,52,61,60.41326530612245,71,63,57
"6658ec1c40dcff87963d6718",0,1,1,4,"green blob","polygon","",559,500,536,4579,4,5,5.543583535108959,11,6,5,47359,54,56,57.33535108958838,69,57,56,1313,4,8,8.581699346405228,15,11,5,9404,55,61,61.4640522875817,70,65,57
"6658ec2040dcff87963d671b",0,1,1,3,"green blob","polygon","",613,536,559,4635,3,5,5.6045949214026605,10,6,5,51002,58,61,61.67110036275695,73,62,60,1345,4,9,8.512658227848101,13,10,7,10607,59,68,67.13291139240506,74,70,63
"6658ec2640dcff87963d671e",0,1,1,2,"green blob","polygon","",648,559,613,4632,4,5,5.078947368421052,8,5,5,61372,65,67,67.29385964912281,73,68,67,2183,4,8,9.020661157024794,22,11,5,18244,65,72,75.38842975206612,102,79.75,68
"6658ec2b40dcff87963d6721",0,1,1,1,"green blob","polygon","",-,613,648,5433,4,5,5.543877551020408,10,6,5,80213,79,82,81.85,86,82,81,1491,5,6.5,7.168269230769231,12,9,6,17801,81,85,85.58173076923077,92,88,83
"6658ecdb40dcff87963d6724",0,1,1,19,"green blob","polygon","",31,-,30,8121,4,6,6.745016611295681,30,7,5,56368,43,46,46.817275747508305,69,47,45,5938,5,10,11.758415841584158,29,15,6,26896,44,51,53.25940594059406,73,58,47
"6658ece040dcff87963d6727",0,1,1,18,"green blob","polygon","",81,30,31,8392,5,6,7.924457034938621,31,8,5,51189,43,46,48.3371104815864,72,49,45,3340,5,9,11.17056856187291,28,13.5,7,15869,44,51,53.07357859531773,70,58,48
"6658ece640dcff87963d672a",0,1,1,17,"green blob","polygon","",104,31,81,10547,4,6,10.210067763794772,36,12,6,52167,44,47,50.500484027105514,76,53,46,5834,4,15,17.840978593272173,42,28,7,18845,45,57,57.62996941896024,78,66,48
"6658ecec40dcff87963d672d",0,1,1,16,"green blob","polygon","",170,81,104,12533,4,6,10.123586429725364,46,11,5,60759,44,47,49.078352180936996,74,50,46,6190,4,12,13.142250530785562,34,18,6,25996,44,55,55.1932059447983,76,60,48
"6658ecf140dcff87963d6730",0,1,1,15,"green blob","polygon","",189,104,170,11044,4,8,11.528183716075157,53,12,6,48629,44,49,50.76096033402923,74,52,47,4494,5,14,16.583025830258304,31,22,11,14945,45,54,55.14760147601476,68,61,49
"6658ecf640dcff87963d6733",0,1,1,14,"green blob","polygon","",227,170,189,8137,4,6,8.40599173553719,29,11,6,48551,45,48,50.15599173553719,65,52,47,3420,5,11.5,15.833333333333334,41,24,6,12103,46,53,56.032407407407405,76,63,49
"6658ecfa40dcff87963d6736",0,1,1,13,"green blob","polygon","",257,189,227,8605,4,6,7.696779964221824,32,7,5,54119,44,47,48.406976744186046,68,48,46,7407,5,15,19.13953488372093,48,27,9.5,21516,44,52,55.5968992248062,77,62,48
"6658ecff40dcff87963d6739",0,1,1,12,"green blob","polygon","",288,227,257,11073,4,6,8.671104150352388,53,8,5,62516,44,47,48.95536413469068,70,49,46,6646,5,14,17.722666666666665,47,26,8,20358,45,52,54.288,72,59,48
"6658ed0840dcff87963d673c",0,1,1,11,"green blob","polygon","",323,257,288,10809,4,6,9.943882244710212,48,11,5,54711,45,48,50.33210671573137,67,52,47,6362,5,19,22.802867383512545,54,31,11,15851,46,55,56.81362007168459,77,63,49
"6658ed0c40dcff87963d673f",0,1,1,10,"green blob","polygon","",370,288,323,11127,4,7,10.88747553816047,60,13,6,52935,46,50,51.79549902152642,72,54,48,5448,5,19,19.183098591549296,39,27,10,15312,47,51,53.91549295774648,68,59,49
"6658ed1240dcff87963d6742",0,1,1,9,"green blob","polygon","",409,323,370,8823,4,6,7.955816050495942,48,8,5,56243,47,49,50.715058611361584,71,51,49,5486,5,15,18.78767123287671,58,23,8,16464,47,55,56.38356164383562,77,60,50.75
"6658ed1640dcff87963d6745",0,1,1,8,"green blob","polygon","",428,370,409,8495,4,5,6.55984555984556,24,6,5,65938,48,50,50.91737451737452,65,51,49,6506,4,9,14.236323851203501,58,19,6,25177,48,52,55.09190371991247,75,59,50
"6658ed1c40dcff87963d6748",0,1,1,7,"green blob","polygon","",472,409,428,5383,4,5,5.6425576519916145,18,6,5,49218,49,52,51.59119496855346,58,52,51,1868,5,8,9.02415458937198,16,12,6,11379,50,55,54.971014492753625,61,57,52
"6658ed2040dcff87963d674b",0,1,1,6,"green blob","polygon","",499,428,472,8922,4,6,9.666305525460455,49,8,5,52525,51,54,56.9068255687974,90,56,53,4844,5,17,20.016528925619834,48,26,11,14581,53,59,60.252066115702476,75,63,56
"6658ed2540dcff87963d674e",0,1,1,5,"green blob","polygon","",541,472,499,7053,4,6,7.408613445378151,35,7,5,55605,54,57,58.40861344537815,75,59,56,2011,5,11,10.929347826086957,19,15,7,11127,55,60,60.47282608695652,67,63,58
"6658ed2840dcff87963d6751",0,1,1,4,"green blob","polygon","",558,499,541,7693,4,6,7.716148445336008,31,7,5,61880,58,61,62.06619859578736,78,62,60,2599,5,13,12.144859813084112,18,16,9,14068,60,66,65.73831775700934,73,68,63
"6658ed2d40dcff87963d6754",0,1,1,3,"green blob","polygon","",594,541,558,6029,4,6,7.263855421686747,36,7,5,55504,63,65,66.87228915662651,92,67,65,1994,6,16,15.700787401574804,36,18,12,9466,64,75,74.53543307086615,92,77,71
"6658ed3140dcff87963d6757",0,1,1,2,"green blob","polygon","",621,558,594,5856,4,6,6.921985815602837,16,8,5,62550,70,73,73.93617021276596,83,75,72,1502,7,12,12.016,15,14,11,9897,73,79,79.176,84,81,77
"6658ed3a40dcff87963d675a",0,1,1,1,"green blob","polygon","",-,594,621,5784,5,6,6.153191489361702,12,6,5,78341,80,83,83.34148936170213,92,84,82,1759,5,7,7.517094017094017,14,9,6,20031,81,85,85.6025641025641,94,87.75,83
"6658ed5d40dcff87963d675d",0,1,1,19,"green blob","polygon","",27,-,26,11253,4,10,12.43425414364641,46,16,6,46324,43,48,51.18674033149171,74,55,46,2206,6,13,13.533742331288343,24,17,10,8444,44,51,51.80368098159509,61,55,48
"6658ed6540dcff87963d6760",0,1,1,18,"green blob","polygon","",78,26,27,8935,4,6,8.257855822550832,46,7,5,50054,42,45,46.26062846580407,69,46,44,5334,4,11,17.096153846153847,43,28,7,16805,43,50,53.86217948717949,72,61,46.75
"6658ed6b40dcff87963d6763",0,1,1,17,"green blob","polygon","",117,27,78,8957,4,6,8.011627906976743,37,7,5,52942,43,46,47.35420393559929,69,47,45,4992,5,13,18.285714285714285,45,27,8,14696,43,51,53.83150183150183,72,59,47
"6658ed7240dcff87963d6766",0,1,1,16,"green blob","polygon","",167,78,117,7540,4,6,8.204570184983679,48,7,5,43068,43,45,46.86398258977149,67,46,45,3719,5,17,23.38993710691824,56,38,9,8489,43,49,53.38993710691824,72,61,46
"6658ed7640dcff87963d6769",0,1,1,15,"green blob","polygon","",186,117,167,8821,4,6,8.91010101010101,62,6,5,46018,43,45,46.48282828282828,70,46,45,3691,4,7,14.531496062992126,54,18,6,12714,43,47,50.05511811023622,70,52,46
"6658ed7c40dcff87963d676c",0,1,1,14,"green blob","polygon","",238,167,186,12886,4,6,10.929601357082273,46,11,6,58656,44,47,49.75063613231552,73,51,46,5657,5,17,20.951851851851853,52,26.75,13,14215,46,52,52.648148148148145,67,55,48.25
"6658ed8040dcff87963d676f",0,1,1,13,"green blob","polygon","",255,186,238,7929,4,6,8.233644859813085,58,8,5,45720,44,47,47.47663551401869,77,48,46,3745,4,12.5,19.304123711340207,51,30.75,7,10084,44,49,51.97938144329897,67,57,47
"6658ed8540dcff87963d6772",0,1,1,12,"green blob","polygon","",284,238,255,9503,4,6,11.380838323353293,49,13,5,41219,44,47,49.364071856287424,68,50,46,3127,5,15.5,20.846666666666668,48,33.5,9,8065,46,51,53.766666666666666,68,60,48
"6658ed8a40dcff87963d6775",0,1,1,11,"green blob","polygon","",325,255,284,11891,4,6,10.62645218945487,48,12,5,55766,45,47,49.835567470956214,74,51,46,5498,5,16,20.591760299625467,52,29,10,14348,45,51,53.737827715355806,71,59,47
"6658ed9040dcff87963d6778",0,1,1,10,"green blob","polygon","",351,284,325,6171,4,6,7.993523316062176,40,8,5,37560,45,48,48.652849740932645,62,49,47,1435,6,14,14.207920792079207,23,17,11,5382,47,52,53.28712871287129,62,57,49
"6658ed9540dcff87963d677b",0,1,1,9,"green blob","polygon","",400,325,351,9304,4,8,11.70314465408805,51,15,6,42024,46,50,52.86037735849057,82,56,48,2662,6,19,18.358620689655172,39,23,13,8050,47,54,55.51724137931034,68,61,50
"6658ed9a40dcff87963d677e",0,1,1,8,"green blob","polygon","",419,351,400,10047,4,6,8.721354166666666,39,9,5,59302,48,50,51.47743055555556,76,52,49,4159,5,13.5,15.996153846153845,35,23,9,14988,49,55,57.646153846153844,74,63,51
"6658ed9e40dcff87963d6781",0,1,1,7,"green blob","polygon","",466,400,419,7584,4,6,7.818556701030928,28,8,5,50397,48,51,51.955670103092785,69,53,50,2466,5,10,12.77720207253886,31,18,6,10742,50,54,55.6580310880829,68,58,52
"6658eda340dcff87963d6784",0,1,1,6,"green blob","polygon","",484,419,466,7210,4,5,6.449016100178891,37,6,5,59927,50,53,53.60196779964222,66,54,53,2650,4,8,10.685483870967742,30,13.25,6,13911,52,55,56.09274193548387,68,58,53
"6658eda740dcff87963d6787",0,1,1,5,"green blob","polygon","",530,466,484,7811,4,5,6.487541528239203,26,6,5,67684,53,56,56.21594684385382,68,57,55,3993,4,8,11.81360946745562,33,16.75,6,19996,54,57,59.15976331360947,73,62,56
"6658edac40dcff87963d678a",0,1,1,4,"green blob","polygon","",560,484,530,8214,4,6,7.192644483362522,30,7,5,69846,58,60,61.161120840630474,79,61,59,2780,4,10,10.610687022900763,18,13.75,7,17154,57,65,65.47328244274809,74,69,62
"6658edb040dcff87963d678d",0,1,1,3,"green blob","polygon","",584,530,560,4981,4,5,5.712155963302752,13,6,5,56834,62,65,65.17660550458716,74,66,64,1640,5,9,8.677248677248677,13,11,7,13238,63,70,70.04232804232804,77,73,67
"6658edb840dcff87963d6790",0,1,1,2,"green blob","polygon","",626,560,584,6109,4,5,5.230308219178082,11,6,5,84073,69,72,71.98030821917808,77,73,71,2641,4,8,8.201863354037267,14,10,6,25185,70,77,78.21428571428571,91,82,73
"6658edc140dcff87963d6793",0,1,1,1,"green blob","polygon","",-,584,626,6731,4,6,5.670598146588037,10,6,5,102768,84,87,86.57792754844145,90,87,86,3704,5,8,9.377215189873418,23,11,6,35308,84,88,89.3873417721519,101,91,87
"6658ede440dcff87963d6796",0,1,1,19,"green blob","polygon","",25,-,24,9667,4,5,6.385072655217965,17,7,5,67516,41,43,44.59445178335535,61,45,43,4712,4,8,9.557809330628803,27,11,5,23029,41,45,46.71196754563895,63,48,43
"6658edeb40dcff87963d6799",0,1,1,18,"green blob","polygon","",70,24,25,7449,4,6,7.735202492211838,23,9,5,43329,40,43,44.993769470404985,60,45,42,3342,5,13,16.38235294117647,37,23.25,9,10760,42,50,52.745098039215684,72,58,46
"6658edef40dcff87963d679c",0,1,1,17,"green blob","polygon","",108,25,70,6704,3,6,6.156106519742884,17,7,5,47687,41,43,43.78971533516988,59,44,42,5080,5,15,18.472727272727273,43,26,10,14933,42,52,54.301818181818184,73,61,47
"6658edf340dcff87963d679f",0,1,1,16,"green blob","polygon","",166,70,108,7689,3,5,6.94579945799458,22,7,5,49307,40,43,44.54110207768744,62,45,42,4720,4,11,14.00593471810089,39,20,6,16915,41,49,50.19287833827893,68,54,44
"6658edf840dcff87963d67a2",0,1,1,15,"green blob","polygon","",192,108,166,6538,4,5,6.726337448559671,22,7,5,42418,40,43,43.63991769547325,59,43,42,2690,4,12,13.058252427184467,32,17,8,9950,42,46.5,48.300970873786405,63,52,44
"6658edfc40dcff87963d67a5",0,1,1,14,"green blob","polygon","",230,166,192,5777,3,5,5.7885771543086175,37,6,5,44377,41,44,44.465931863727455,73,44,43,3557,4,12,14.228,32,21,7,12515,42,48,50.06,64,55,45
"6658edff40dcff87963d67a8",0,1,1,13,"green blob","polygon","",252,192,230,5686,4,5,5.991570073761855,25,6,5,41578,41,43,43.812434141201265,57,44,43,3130,4,16,16.387434554973822,30,23,9,9673,43,49,50.64397905759162,61,55,46
"6658ee0440dcff87963d67ab",0,1,1,12,"green blob","polygon","",301,230,252,7763,4,6,8.82159090909091,44,9,5,41727,42,45,47.41704545454545,75,47,44,1601,5,14,14.294642857142858,28,18,9,5621,43,49,50.1875,60,53,47
"6658ee0840dcff87963d67ae",0,1,1,11,"green blob","polygon","",318,252,301,4952,4,5,5.313304721030043,18,6,5,41991,43,45,45.05472103004292,50,46,44,2754,4,8,12.349775784753364,31,19,6,10976,44,47,49.219730941704036,60,53,45
"6658ee0d40dcff87963d67b1",0,1,1,10,"green blob","polygon","",376,301,318,8289,4,5,7.790413533834586,51,6,5,50558,43,46,47.516917293233085,72,47,46,3683,4,13,16.59009009009009,39,25,6,11630,45,51,52.387387387387385,66,57,47
"6658ee1140dcff87963d67b4",0,1,1,9,"green blob","polygon","",412,318,376,8436,4,6,8.262487757100882,26,10,5,49507,44,47,48.48873653281097,58,50,47,4423,5,15,18.053061224489795,47,29,7,13750,45,54,56.12244897959184,76,62,49
"6658ee1640dcff87963d67b7",0,1,1,8,"green blob","polygon","",434,376,412,8249,4,6,8.443193449334698,26,11,5,48540,45,49,49.682702149437056,65,51,47,2872,3,8,12.067226890756302,34,15,6,12428,45,50,52.21848739495798,68,55,48
"6658ee1a40dcff87963d67ba",0,1,1,7,"green blob","polygon","",476,412,434,6910,4,6,6.580952380952381,24,7,5,52052,47,49,49.57333333333333,57,50,49,2739,6,12,11.755364806866952,18,14,10,12228,47,53,52.48068669527897,56,54,51
"6658ee1e40dcff87963d67bd",0,1,1,6,"green blob","polygon","",488,434,476,7769,4,5,7.5208131655372705,39,6,5,53949,49,51,52.225556631171344,71,52,51,3285,5,15,14.47136563876652,26,20,8,12919,50,57,56.91189427312775,65,60,53
"6658ee2240dcff87963d67c0",0,1,1,5,"green blob","polygon","",545,476,488,8390,4,6,8.776150627615063,25,12,5,53359,51,54,55.81485355648535,66,58,53,2479,5,12,11.63849765258216,20,16,7,12460,52,58,58.497652582159624,64,60,57
"6658ee2640dcff87963d67c3",0,1,1,4,"green blob","polygon","",582,488,545,7060,4,5,10.291545189504372,64,7.75,5,41282,55,57,60.177842565597665,96,58,57,1451,6,18,17.273809523809526,28,22.25,12,5406,57,65,64.35714285714286,72,68,61
"6658ee2940dcff87963d67c6",0,1,1,3,"green blob","polygon","",616,545,582,6407,4,6,7.909876543209877,20,10,5,51197,58,62,63.20617283950617,73,65,61,1686,6,15,14.41025641025641,20,18,12,7977,62,68,68.17948717948718,74,71,66
"6658ee2d40dcff87963d67c9",0,1,1,2,"green blob","polygon","",628,582,616,5155,4,5,6.10781990521327,15,6,5,56690,64,67,67.16824644549763,76,68,66,1621,5,11,10.952702702702704,16,13,9,10605,67,71,71.6554054054054,77,73,70
"6658ee3540dcff87963d67cc",0,1,1,1,"green blob","polygon","",-,616,628,4688,4,5,5.634615384615385,14,6,5,64694,75,77,77.75721153846153,87,78,77,1443,5,9,9.01875,13,11,7,13081,77,82,81.75625,89,84,79
"6658f04140dcff87963d67cf",0,1,1,19,"green blob","polygon","",21,-,20,6908,4,5,5.544141252006421,18,6,5,55923,43,45,44.88202247191011,56,45,44,4025,5,6,9.31712962962963,43,9,5,20300,43,45,46.99074074074074,68,47,45
"6658f04640dcff87963d67d2",0,1,1,18,"green blob","polygon","",73,20,21,6537,4,5,5.535139712108383,26,6,5,53141,43,45,44.996613039796785,66,45,44,2939,5,8,10.765567765567766,37,12,6,12927,42,45,47.35164835164835,62,49,45
"6658f04a40dcff87963d67d5",0,1,1,17,"green blob","polygon","",138,21,73,6211,4,5,5.9721153846153845,25,6,5,47594,43,45,45.76346153846154,61,46,45,2330,5,9,11.887755102040817,34,14.25,6,9574,44,47,48.8469387755102,61,50,45
"6658f05140dcff87963d67d8",0,1,1,16,"green blob","polygon","",164,73,138,8183,4,6,7.576851851851852,51,7,5,49815,43,45,46.125,69,46,45,4694,4,14,16.82437275985663,45,24,8,14377,44,50,51.53046594982079,67,55,46.5
"6658f05540dcff87963d67db",0,1,1,15,"green blob","polygon","",184,138,164,5912,4,5,5.63047619047619,16,6,5,47563,43,45,45.298095238095236,52,46,45,2872,4,9,13.296296296296296,41,16.25,6,10743,43,48,49.736111111111114,66,52,46
"6658f05d40dcff87963d67de",0,1,1,14,"green blob","polygon","",231,164,184,7394,4,5,5.38136826783115,20,6,5,63863,44,46,46.47962154294032,57,47,46,4052,4,6,8.566596194503171,22,11,5,24851,45,48,52.53911205073996,74,56,47
"6658f06140dcff87963d67e1",0,1,1,13,"green blob","polygon","",253,184,231,6613,4,5,5.363341443633415,18,6,5,56853,43,46,46.10948905109489,54,47,46,3326,4,7,8.916890080428955,20,12,5,19648,45,48,52.67560321715818,72,58,46
"6658f06540dcff87963d67e4",0,1,1,12,"green blob","polygon","",303,231,253,6697,4,5,5.281545741324921,15,5,5,58708,45,46,46.29968454258675,54,47,46,3190,4,6,8.328981723237598,19,11,5,19828,45,48,51.77023498694517,70,56,46
"6658f06940dcff87963d67e7",0,1,1,11,"green blob","polygon","",326,253,303,5340,4,5,5.4323499491353004,16,5,5,46402,45,47,47.20447609359105,66,47,46,1814,4,6,7.373983739837398,18,8,5,12428,46,48,50.520325203252035,68,52.75,47
"6658f06e40dcff87963d67ea",0,1,1,10,"green blob","polygon","",360,303,326,6472,4,5,5.317995069843878,10,5,5,57558,45,47,47.29498767460969,52,48,47,2242,4,7,8.33457249070632,21,10,5,14162,46,50,52.646840148698885,72,55,48
"6658f07540dcff87963d67ed",0,1,1,9,"green blob","polygon","",395,326,360,7076,4,5,5.872199170124481,33,6,5,58812,45,48,48.806639004149375,71,49,47,2068,4,6,7.155709342560554,19,8,5,14902,46,49,51.56401384083045,69,54,48
"6658f07b40dcff87963d67f0",0,1,1,8,"green blob","polygon","",439,360,395,6596,4,5,5.599320882852292,18,6,5,58906,47,49,50.00509337860781,71,50,49,2607,4,6,6.736434108527132,16,7,5,20115,47,50,51.97674418604651,69,53,49
"6658f07f40dcff87963d67f3",0,1,1,7,"green blob","polygon","",464,395,439,5638,3,5,5.288930581613508,10,6,5,54392,48,51,51.02439024390244,59,52,50,2201,4,8,9.653508771929825,22,12,6,13239,50,55,58.06578947368421,78,62,52
"6658f08340dcff87963d67f6",0,1,1,6,"green blob","polygon","",487,439,464,5004,4,5,5.1587628865979385,9,5,5,51399,51,53,52.988659793814435,60,53,52,1927,5,7,8.921296296296296,21,11,5,12728,51,56,58.925925925925924,77,62,53.75
"6658f08940dcff87963d67f9",0,1,1,5,"green blob","polygon","",531,464,487,7013,4,5,5.4070932922127986,17,6,5,72992,53,56,56.27756360832691,75,56,55,2080,5,7,8.062015503875969,18,10,5,15630,55,59,60.58139534883721,75,63,57
"6658f08d40dcff87963d67fc",0,1,1,4,"green blob","polygon","",569,487,531,4927,4,5,5.338028169014085,10,6,5,55318,57,60,59.932827735644636,68,60,59,1858,5,10,10.208791208791208,17,13,8,12173,58,67,66.88461538461539,79,71,61
"6658f09140dcff87963d67ff",0,1,1,3,"green blob","polygon","",586,531,569,5934,4,5,5.19614711033275,8,6,5,73475,62,64,64.33887915936953,69,65,64,2236,4,7,7.355263157894737,13,9,6,20780,62,67,68.35526315789474,80,71,65
"6658f09540dcff87963d6802",0,1,1,2,"green blob","polygon","",630,569,586,6370,4,5,5.7284172661870505,12,6,5,81265,69,72,73.08003597122303,89,73,71,2003,4,7,7.205035971223022,13,8,6,21205,70,75,76.27697841726619,89,79,73
"6658f09b40dcff87963d6805",0,1,1,1,"green blob","polygon","",-,586,630,7480,4,6,5.955414012738854,13,6,5,108250,83,86,86.18630573248407,104,87,85,3377,4,6,6.647637795275591,12,7,6,45282,83,87,89.13779527559055,102,92,86
"6658f0b640dcff87963d6808",0,1,1,19,"green blob","polygon","",19,-,18,3985,3,5,5.377867746288799,17,5,4,30192,38,40,40.74493927125506,54,41,40,1190,6,12,13.222222222222221,22,17,9,4369,39,48,48.544444444444444,60,55,42
"6658f0bb40dcff87963d680b",0,1,1,18,"green blob","polygon","",74,18,19,4784,3,5,6.757062146892656,23,7,5,29836,38,41,42.14124293785311,61,42,40,958,4,10,9.58,15,12,7,4554,40,45,45.54,52,48,43
"6658f0c040dcff87963d680e",0,1,1,17,"green blob","polygon","",125,19,74,4759,4,5,6.294973544973545,18,6,5,32480,40,41,42.96296296296296,57,43,41,1573,6,13,14.431192660550458,27,18,10,5241,41,47,48.08256880733945,58,53,44
"6658f0c440dcff87963d6811",0,1,1,16,"green blob","polygon","",162,74,125,4475,4,5,5.559006211180124,17,6,5,33391,39,41,41.47950310559006,52,42,41,1622,5,10,11.926470588235293,27,15.25,7,6391,40,45,46.99264705882353,61,50,42
"6658f0c740dcff87963d6814",0,1,1,15,"green blob","polygon","",181,125,162,5161,4,5,6.642213642213642,23,7,5,33022,40,42,42.4993564993565,57,42,41,1275,6,12,12.878787878787879,23,17,9,4738,41,48,47.85858585858586,56,51.5,44.5
"6658f0cb40dcff87963d6817",0,1,1,14,"green blob","polygon","",235,162,181,3929,3,5,5.2177954847277555,10,6,5,32074,40,42,42.59495351925631,48,43,42,1058,5,10,9.706422018348624,15,12,7,5260,42,48,48.25688073394495,55,51,46
"6658f0cf40dcff87963d681a",0,1,1,13,"green blob","polygon","",254,181,235,5279,4,5,5.807480748074807,28,6,5,38867,41,42,42.75797579757976,55,43,42,1811,5,10,11.75974025974026,25,14,8,7145,41,45,46.396103896103895,57,48.75,43
"6658f0d340dcff87963d681d",0,1,1,12,"green blob","polygon","",309,235,254,6325,3,5,4.820884146341464,9,5,4,55362,40,42,42.19664634146341,46,43,42,2565,4,8,9.535315985130111,25,11,6,12505,41,45,46.486988847583646,61,48,43
"6658f0d740dcff87963d6820",0,1,1,11,"green blob","polygon","",314,254,309,4155,3,5,4.882491186839013,10,5,4,36124,40,42,42.44888366627497,47,43,42,1830,5,11,11.883116883116884,23,15,8,7469,41,47,48.5,59,52.75,44
