"Id",Channel,XY,Z,Time,"Tags","Shape","Name",A594 / TotalIntensity,A594 / MinIntensity,A594 / MedianIntensity,A594 / MeanIntensity,A594 / MaxIntensity,A594 / 75thPercentileIntensity,A594 / 25thPercentileIntensity,YFP / TotalIntensity,YFP / MinIntensity,YFP / MedianIntensity,YFP / MeanIntensity,YFP / MaxIntensity,YFP / 75thPercentileIntensity,YFP / 25thPercentileIntensity,YFP blob Blob Blob metrics / Perimeter,YFP blob Blob Blob metrics / Centroid / y,YFP blob Blob Blob metrics / Centroid / x,YFP blob Blob Blob metrics / Area,red 90 / 90.0thPercentileIntensity,green 90 / 90.0thPercentileIntensity
"65de7eeb3f73fc2469eacccc",0,1,1,1,"YFP blob","polygon","",2455569041,1487,2762,3421.446931095069,65535,3914,2088,5905396591,3935,7083,8228.23577990216,65535,9509,5598,3187.80278274416,13509.556553710607,12284.177694590933,717909.908529273,5572,12526
"65de7eed3f73fc2469eacccf",0,1,1,1,"YFP blob","polygon","",2345634628,0,2352,3007.59019111302,65535,3370,1897,6117779387,0,6853,7844.262297331085,65535,9356,5713,3231.1479958331424,15444.570164839877,10590.05854831548,779671.0880045969,5519,13480
"65de7eef3f73fc2469eaccd2",0,1,1,1,"YFP blob","polygon","",2781964487,1562,4174,5171.312580279983,38827,6732,2556,4395780970,4282,7394,8171.188933770292,43398,9703,5800,2724.552244195322,14786.1772688579,6586.504329616437,538049.6141688027,9798,12143
"65de7ef13f73fc2469eaccd5",0,1,1,1,"YFP blob","polygon","",3701458657,1525,4348,5063.312504873228,39727,6359,2817,9536608455,4601,10987,13045.351392204204,65535,16137,7461.5,3153.7868126364115,15213.905666555214,9032.2516725792,731117.1029005465,8812,22525
"65de7ef93f73fc2469eaccd9",0,1,1,1,"YFP blob","polygon","",1747681767,0,4649,5152.424459604476,31093,6336,3236,5528678079,0,14999,16299.361074423048,65535,20239,10788,2383.1066770714456,16433.302777138808,8922.428646866243,339303.6698861263,8484,25486
"664f78d240dcff8796dca578",0,1,1,1,"YFP blob","polygon","",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9771,10905.700000000012
"664f78d540dcff8796dca590",0,1,1,1,"YFP blob","polygon","",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7991,9716
"664f78da40dcff8796dca5b2",0,1,1,1,"YFP blob","polygon","",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6927,11037
"664f78dd40dcff8796dca5c8",0,1,1,1,"YFP blob","polygon","",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11674.700000000026,11896
"664f78e040dcff8796dca5e0",0,1,1,1,"YFP blob","polygon","",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9074,15282
"664f78e440dcff8796dca5ff",0,1,1,1,"YFP blob","polygon","",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5508,8737
"664f78e740dcff8796dca617",0,1,1,1,"YFP blob","polygon","",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7395,12514
"664f78eb40dcff8796dca638",0,1,1,1,"YFP blob","polygon","",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7032,12882
"664f78ef40dcff8796dca654",0,1,1,1,"YFP blob","polygon","",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7838,14169
"664f78f440dcff8796dca67e",0,1,1,1,"YFP blob","polygon","",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13957.899999999994,20611
