"Id",Channel,XY,Z,Time,"Tags","Shape","Name",cy5 children,cy7 children,a594 children,cy3 children
"6790f6657ddbe0f3a7363a2c",0,1,3,1,"DAPI_DMout blob","polygon","",3,0,0,0
"6790f6657ddbe0f3a7363a2d",0,1,3,1,"DAPI_DMout blob","polygon","",3,5,0,0
"6790f6657ddbe0f3a7363a2e",0,1,3,1,"DAPI_DMout blob","polygon","",2,2,0,0
"6790f6657ddbe0f3a7363a2f",0,1,3,1,"DAPI_DMout blob","polygon","",1,0,0,0
"6790f6657ddbe0f3a7363a30",0,1,3,1,"DAPI_DMout blob","polygon","",4,0,0,1
"6790f6657ddbe0f3a7363a31",0,1,3,1,"DAPI_DMout blob","polygon","",0,0,0,1
"6790f6657ddbe0f3a7363a32",0,1,3,1,"DAPI_DMout blob","polygon","",1,0,1,0
"6790f6657ddbe0f3a7363a33",0,1,3,1,"DAPI_DMout blob","polygon","",0,1,0,0
"6790f6657ddbe0f3a7363a34",0,1,3,1,"DAPI_DMout blob","polygon","",2,0,1,0
"6790f6657ddbe0f3a7363a35",0,1,3,1,"DAPI_DMout blob","polygon","",0,2,0,0
"6790f6657ddbe0f3a7363a36",0,1,3,1,"DAPI_DMout blob","polygon","",0,1,0,0
"6790f6657ddbe0f3a7363a37",0,1,3,1,"DAPI_DMout blob","polygon","",3,2,4,0
"6790f6657ddbe0f3a7363a38",0,1,3,1,"DAPI_DMout blob","polygon","",3,2,1,2
"6790f6657ddbe0f3a7363a39",0,1,3,1,"DAPI_DMout blob","polygon","",1,0,0,0
"6790f6657ddbe0f3a7363a3a",0,1,3,1,"DAPI_DMout blob","polygon","",1,1,1,0
"6790f6657ddbe0f3a7363a3b",0,1,3,1,"DAPI_DMout blob","polygon","",7,2,1,0
"6790f6657ddbe0f3a7363a3c",0,1,3,1,"DAPI_DMout blob","polygon","",1,2,1,0
"6790f6657ddbe0f3a7363a3d",0,1,3,1,"DAPI_DMout blob","polygon","",2,3,0,0
"6790f6657ddbe0f3a7363a3e",0,1,3,1,"DAPI_DMout blob","polygon","",1,2,0,0
"6790f6657ddbe0f3a7363a3f",0,1,3,1,"DAPI_DMout blob","polygon","",0,1,0,0
"6790f6657ddbe0f3a7363a40",0,1,3,1,"DAPI_DMout blob","polygon","",0,2,4,1
"6790f6657ddbe0f3a7363a41",0,1,3,1,"DAPI_DMout blob","polygon","",4,2,0,0
"6790f6657ddbe0f3a7363a42",0,1,3,1,"DAPI_DMout blob","polygon","",1,4,1,0
"6790f6657ddbe0f3a7363a43",0,1,3,1,"DAPI_DMout blob","polygon","",5,2,0,0
"6790f6657ddbe0f3a7363a44",0,1,3,1,"DAPI_DMout blob","polygon","",4,3,1,0
"6790f6657ddbe0f3a7363a45",0,1,3,1,"DAPI_DMout blob","polygon","",3,2,0,0
"6790f6657ddbe0f3a7363a46",0,1,3,1,"DAPI_DMout blob","polygon","",3,1,0,0
"6790f6657ddbe0f3a7363a47",0,1,3,1,"DAPI_DMout blob","polygon","",2,1,0,0
"6790f6657ddbe0f3a7363a48",0,1,3,1,"DAPI_DMout blob","polygon","",2,2,3,1
"6790f6657ddbe0f3a7363a49",0,1,3,1,"DAPI_DMout blob","polygon","",3,2,0,1
"6790f6657ddbe0f3a7363a4a",0,1,3,1,"DAPI_DMout blob","polygon","",1,0,1,1
"6790f6657ddbe0f3a7363a4b",0,1,3,1,"DAPI_DMout blob","polygon","",2,0,0,0
"6790f6657ddbe0f3a7363a4c",0,1,3,1,"DAPI_DMout blob","polygon","",0,0,1,0
"6790f6657ddbe0f3a7363a4d",0,1,3,1,"DAPI_DMout blob","polygon","",1,0,9,0
"6790f6657ddbe0f3a7363a4e",0,1,3,1,"DAPI_DMout blob","polygon","",1,0,6,0
"6790f6657ddbe0f3a7363a4f",0,1,3,1,"DAPI_DMout blob","polygon","",0,2,1,0
"6790f6657ddbe0f3a7363a50",0,1,3,1,"DAPI_DMout blob","polygon","",1,2,13,1
"6790f6657ddbe0f3a7363a51",0,1,3,1,"DAPI_DMout blob","polygon","",2,0,0,0
"6790f6657ddbe0f3a7363a52",0,1,3,1,"DAPI_DMout blob","polygon","",1,1,1,0
"6790f6657ddbe0f3a7363a53",0,1,3,1,"DAPI_DMout blob","polygon","",0,3,0,0
"6790f6657ddbe0f3a7363a54",0,1,3,1,"DAPI_DMout blob","polygon","",1,2,2,1
"6790f6657ddbe0f3a7363a55",0,1,3,1,"DAPI_DMout blob","polygon","",3,2,3,1
"6790f6657ddbe0f3a7363a56",0,1,3,1,"DAPI_DMout blob","polygon","",3,3,9,1
"6790f6657ddbe0f3a7363a57",0,1,3,1,"DAPI_DMout blob","polygon","",0,2,0,0
"6790f6657ddbe0f3a7363a58",0,1,3,1,"DAPI_DMout blob","polygon","",1,1,0,0
"6790f6657ddbe0f3a7363a59",0,1,3,1,"DAPI_DMout blob","polygon","",1,1,0,2
"6790f6657ddbe0f3a7363a5a",0,1,3,1,"DAPI_DMout blob","polygon","",2,2,0,0
"6790f6657ddbe0f3a7363a5b",0,1,3,1,"DAPI_DMout blob","polygon","",2,2,1,0
"6790f6657ddbe0f3a7363a5c",0,1,3,1,"DAPI_DMout blob","polygon","",1,9,0,0
"6790f6657ddbe0f3a7363a5d",0,1,3,1,"DAPI_DMout blob","polygon","",1,2,0,0
"6790f6657ddbe0f3a7363a5e",0,1,3,1,"DAPI_DMout blob","polygon","",4,2,2,0
"6790f6657ddbe0f3a7363a5f",0,1,3,1,"DAPI_DMout blob","polygon","",1,3,6,0
"6790f6657ddbe0f3a7363a60",0,1,3,1,"DAPI_DMout blob","polygon","",2,2,1,0
"6790f6657ddbe0f3a7363a61",0,1,3,1,"DAPI_DMout blob","polygon","",1,4,7,0
"6790f6657ddbe0f3a7363a62",0,1,3,1,"DAPI_DMout blob","polygon","",0,2,2,0
"6790f6657ddbe0f3a7363a63",0,1,3,1,"DAPI_DMout blob","polygon","",4,11,0,1
"6790f6657ddbe0f3a7363a64",0,1,3,1,"DAPI_DMout blob","polygon","",1,1,1,0
"6790f6657ddbe0f3a7363a65",0,1,3,1,"DAPI_DMout blob","polygon","",1,2,1,0
"6790f6657ddbe0f3a7363a66",0,1,3,1,"DAPI_DMout blob","polygon","",2,1,13,0
"6790f6657ddbe0f3a7363a67",0,1,3,1,"DAPI_DMout blob","polygon","",1,3,1,0
"6790f6657ddbe0f3a7363a68",0,1,3,1,"DAPI_DMout blob","polygon","",0,0,0,0
"6790f6657ddbe0f3a7363a69",0,1,3,1,"DAPI_DMout blob","polygon","",3,4,1,1
"6790f6657ddbe0f3a7363a6a",0,1,3,1,"DAPI_DMout blob","polygon","",4,2,1,0
"6790f6657ddbe0f3a7363a6b",0,1,3,1,"DAPI_DMout blob","polygon","",1,6,10,1
"6790f6657ddbe0f3a7363a6c",0,1,3,1,"DAPI_DMout blob","polygon","",0,1,1,0
"6790f6657ddbe0f3a7363a6d",0,1,3,1,"DAPI_DMout blob","polygon","",0,7,1,0
"6790f6657ddbe0f3a7363a6e",0,1,3,1,"DAPI_DMout blob","polygon","",7,4,0,0
"6790f6657ddbe0f3a7363a6f",0,1,3,1,"DAPI_DMout blob","polygon","",2,1,0,1
"6790f6657ddbe0f3a7363a70",0,1,3,1,"DAPI_DMout blob","polygon","",1,7,3,0
"6790f6657ddbe0f3a7363a71",0,1,3,1,"DAPI_DMout blob","polygon","",0,1,0,1
"6790f6657ddbe0f3a7363a72",0,1,3,1,"DAPI_DMout blob","polygon","",3,5,1,0
"6790f6657ddbe0f3a7363a73",0,1,3,1,"DAPI_DMout blob","polygon","",0,2,0,0
"6790f6657ddbe0f3a7363a74",0,1,3,1,"DAPI_DMout blob","polygon","",4,4,0,1
"6790f6657ddbe0f3a7363a75",0,1,3,1,"DAPI_DMout blob","polygon","",3,2,4,0
"6790f6657ddbe0f3a7363a76",0,1,3,1,"DAPI_DMout blob","polygon","",0,0,8,0
"6790f6657ddbe0f3a7363a77",0,1,3,1,"DAPI_DMout blob","polygon","",5,1,2,1
"6790f6657ddbe0f3a7363a78",0,1,3,1,"DAPI_DMout blob","polygon","",2,3,3,0
"6790f6657ddbe0f3a7363a79",0,1,3,1,"DAPI_DMout blob","polygon","",0,4,0,0
"6790f6657ddbe0f3a7363a7a",0,1,3,1,"DAPI_DMout blob","polygon","",0,2,0,0
"6790f6657ddbe0f3a7363a7b",0,1,3,1,"DAPI_DMout blob","polygon","",1,4,0,0
"6790f6657ddbe0f3a7363a7c",0,1,3,1,"DAPI_DMout blob","polygon","",0,0,0,0
"6790f6657ddbe0f3a7363a7d",0,1,3,1,"DAPI_DMout blob","polygon","",1,7,10,0
"6790f6657ddbe0f3a7363a7e",0,1,3,1,"DAPI_DMout blob","polygon","",2,2,10,0
"6790f6657ddbe0f3a7363a7f",0,1,3,1,"DAPI_DMout blob","polygon","",2,4,0,0
"6790f6657ddbe0f3a7363a80",0,1,3,1,"DAPI_DMout blob","polygon","",4,2,0,1
"6790f6657ddbe0f3a7363a81",0,1,3,1,"DAPI_DMout blob","polygon","",2,7,0,0
"6790f6657ddbe0f3a7363a82",0,1,3,1,"DAPI_DMout blob","polygon","",1,2,0,0
"6790f6657ddbe0f3a7363a83",0,1,3,1,"DAPI_DMout blob","polygon","",0,3,7,0
"6790f6657ddbe0f3a7363a84",0,1,3,1,"DAPI_DMout blob","polygon","",2,1,0,0
"6790f6657ddbe0f3a7363a85",0,1,3,1,"DAPI_DMout blob","polygon","",3,2,0,0
"6790f6657ddbe0f3a7363a86",0,1,3,1,"DAPI_DMout blob","polygon","",8,9,1,1
"6790f6657ddbe0f3a7363a87",0,1,3,1,"DAPI_DMout blob","polygon","",2,3,0,0
"6790f6657ddbe0f3a7363a88",0,1,3,1,"DAPI_DMout blob","polygon","",0,1,15,0
"6790f6657ddbe0f3a7363a89",0,1,3,1,"DAPI_DMout blob","polygon","",1,2,0,0
"6790f6657ddbe0f3a7363a8a",0,1,3,1,"DAPI_DMout blob","polygon","",1,2,0,0
"6790f6657ddbe0f3a7363a8b",0,1,3,1,"DAPI_DMout blob","polygon","",1,3,18,0
"6790f6657ddbe0f3a7363a8c",0,1,3,1,"DAPI_DMout blob","polygon","",0,0,0,0
"6790f6657ddbe0f3a7363a8d",0,1,3,1,"DAPI_DMout blob","polygon","",6,2,0,0
"6790f6657ddbe0f3a7363a8e",0,1,3,1,"DAPI_DMout blob","polygon","",4,2,0,0
"6790f6657ddbe0f3a7363a8f",0,1,3,1,"DAPI_DMout blob","polygon","",0,4,1,0
"6790f6657ddbe0f3a7363a90",0,1,3,1,"DAPI_DMout blob","polygon","",3,4,7,0
"6790f6657ddbe0f3a7363a91",0,1,3,1,"DAPI_DMout blob","polygon","",2,4,5,1
"6790f6657ddbe0f3a7363a92",0,1,3,1,"DAPI_DMout blob","polygon","",0,2,0,0
"6790f6657ddbe0f3a7363a93",0,1,3,1,"DAPI_DMout blob","polygon","",2,1,22,0
"6790f6657ddbe0f3a7363a94",0,1,3,1,"DAPI_DMout blob","polygon","",0,0,0,0
"6790f6657ddbe0f3a7363a95",0,1,3,1,"DAPI_DMout blob","polygon","",0,0,0,0
"6790f6657ddbe0f3a7363a96",0,1,3,1,"DAPI_DMout blob","polygon","",0,0,6,0
"6790f6657ddbe0f3a7363a97",0,1,3,1,"DAPI_DMout blob","polygon","",2,0,0,0
"6790f6657ddbe0f3a7363a98",0,1,3,1,"DAPI_DMout blob","polygon","",2,4,2,0
"6790f6657ddbe0f3a7363a99",0,1,3,1,"DAPI_DMout blob","polygon","",0,3,1,0
"6790f6657ddbe0f3a7363a9a",0,1,3,1,"DAPI_DMout blob","polygon","",2,3,1,0
"6790f6657ddbe0f3a7363a9b",0,1,3,1,"DAPI_DMout blob","polygon","",1,6,0,0
"6790f6657ddbe0f3a7363a9c",0,1,3,1,"DAPI_DMout blob","polygon","",6,3,0,0
"6790f6657ddbe0f3a7363a9d",0,1,3,1,"DAPI_DMout blob","polygon","",0,1,0,0
"6790f6657ddbe0f3a7363a9e",0,1,3,1,"DAPI_DMout blob","polygon","",2,7,7,0
"6790f6657ddbe0f3a7363a9f",0,1,3,1,"DAPI_DMout blob","polygon","",7,3,0,0
"6790f6657ddbe0f3a7363aa0",0,1,3,1,"DAPI_DMout blob","polygon","",3,5,4,2
"6790f6657ddbe0f3a7363aa1",0,1,3,1,"DAPI_DMout blob","polygon","",1,5,1,0
"6790f6657ddbe0f3a7363aa2",0,1,3,1,"DAPI_DMout blob","polygon","",0,4,26,0
"6790f6657ddbe0f3a7363aa3",0,1,3,1,"DAPI_DMout blob","polygon","",3,2,0,0
"6790f6657ddbe0f3a7363aa4",0,1,3,1,"DAPI_DMout blob","polygon","",1,0,1,1
"6790f6657ddbe0f3a7363aa5",0,1,3,1,"DAPI_DMout blob","polygon","",0,0,0,0
"6790f6657ddbe0f3a7363aa6",0,1,3,1,"DAPI_DMout blob","polygon","",0,2,0,0
"6790f6657ddbe0f3a7363aa7",0,1,3,1,"DAPI_DMout blob","polygon","",0,1,0,0
"6790f6657ddbe0f3a7363aa8",0,1,3,1,"DAPI_DMout blob","polygon","",2,5,4,0
"6790f6657ddbe0f3a7363aa9",0,1,3,1,"DAPI_DMout blob","polygon","",4,1,1,0
"6790f6657ddbe0f3a7363aaa",0,1,3,1,"DAPI_DMout blob","polygon","",6,6,1,0
"6790f6657ddbe0f3a7363aab",0,1,3,1,"DAPI_DMout blob","polygon","",2,6,2,0
"6790f6657ddbe0f3a7363aac",0,1,3,1,"DAPI_DMout blob","polygon","",1,4,0,0
"6790f6657ddbe0f3a7363aad",0,1,3,1,"DAPI_DMout blob","polygon","",1,0,1,0
"6790f6657ddbe0f3a7363aae",0,1,3,1,"DAPI_DMout blob","polygon","",0,1,0,0
"6790f6657ddbe0f3a7363aaf",0,1,3,1,"DAPI_DMout blob","polygon","",4,2,0,0
"6790f6657ddbe0f3a7363ab0",0,1,3,1,"DAPI_DMout blob","polygon","",0,1,0,0
"6790f6657ddbe0f3a7363ab1",0,1,3,1,"DAPI_DMout blob","polygon","",1,1,0,0
"6790f6657ddbe0f3a7363ab2",0,1,3,1,"DAPI_DMout blob","polygon","",5,3,1,0
"6790f6657ddbe0f3a7363ab3",0,1,3,1,"DAPI_DMout blob","polygon","",4,6,1,0
"6790f6657ddbe0f3a7363ab4",0,1,3,1,"DAPI_DMout blob","polygon","",1,8,1,0
"6790f6657ddbe0f3a7363ab5",0,1,3,1,"DAPI_DMout blob","polygon","",3,1,2,0
"6790f6657ddbe0f3a7363ab6",0,1,3,1,"DAPI_DMout blob","polygon","",3,3,0,0
"6790f6657ddbe0f3a7363ab7",0,1,3,1,"DAPI_DMout blob","polygon","",4,4,1,0
"6790f6657ddbe0f3a7363ab8",0,1,3,1,"DAPI_DMout blob","polygon","",1,2,0,0
"6790f6657ddbe0f3a7363ab9",0,1,3,1,"DAPI_DMout blob","polygon","",2,3,0,0
"6790f6657ddbe0f3a7363aba",0,1,3,1,"DAPI_DMout blob","polygon","",4,4,0,0
"6790f6657ddbe0f3a7363abb",0,1,3,1,"DAPI_DMout blob","polygon","",1,0,0,0
"6790f6657ddbe0f3a7363abc",0,1,3,1,"DAPI_DMout blob","polygon","",4,1,0,0
"6790f6657ddbe0f3a7363abd",0,1,3,1,"DAPI_DMout blob","polygon","",3,0,0,0
"6790f6657ddbe0f3a7363abe",0,1,3,1,"DAPI_DMout blob","polygon","",2,5,2,0
"6790f6657ddbe0f3a7363abf",0,1,3,1,"DAPI_DMout blob","polygon","",2,1,0,0
"6790f6657ddbe0f3a7363ac0",0,1,3,1,"DAPI_DMout blob","polygon","",3,0,2,1
"6790f6657ddbe0f3a7363ac1",0,1,3,1,"DAPI_DMout blob","polygon","",0,2,0,0
"6790f6657ddbe0f3a7363ac2",0,1,3,1,"DAPI_DMout blob","polygon","",0,0,0,0
"6790f6657ddbe0f3a7363ac3",0,1,3,1,"DAPI_DMout blob","polygon","",3,2,4,0
"6790f6657ddbe0f3a7363ac4",0,1,3,1,"DAPI_DMout blob","polygon","",1,4,0,0
"6790f6657ddbe0f3a7363ac5",0,1,3,1,"DAPI_DMout blob","polygon","",0,0,0,0
"6790f6657ddbe0f3a7363ac6",0,1,3,1,"DAPI_DMout blob","polygon","",2,0,3,0
"6790f6657ddbe0f3a7363ac7",0,1,3,1,"DAPI_DMout blob","polygon","",0,1,7,0
"6790f6657ddbe0f3a7363ac8",0,1,3,1,"DAPI_DMout blob","polygon","",2,1,19,0
"6790f6657ddbe0f3a7363ac9",0,1,3,1,"DAPI_DMout blob","polygon","",4,2,0,0
"6790f6657ddbe0f3a7363aca",0,1,3,1,"DAPI_DMout blob","polygon","",1,2,1,0
"6790f6657ddbe0f3a7363acb",0,1,3,1,"DAPI_DMout blob","polygon","",0,0,0,0
"6790f6657ddbe0f3a7363acc",0,1,3,1,"DAPI_DMout blob","polygon","",1,1,0,0
"6790f6657ddbe0f3a7363acd",0,1,3,1,"DAPI_DMout blob","polygon","",1,1,0,0
"6790f6657ddbe0f3a7363ace",0,1,3,1,"DAPI_DMout blob","polygon","",1,3,7,0
"6790f6657ddbe0f3a7363acf",0,1,3,1,"DAPI_DMout blob","polygon","",0,0,0,0
"6790f6657ddbe0f3a7363ad0",0,1,3,1,"DAPI_DMout blob","polygon","",0,0,1,0
"6790f6657ddbe0f3a7363ad1",0,1,3,1,"DAPI_DMout blob","polygon","",1,0,3,0
"6790f6657ddbe0f3a7363ad2",0,1,3,1,"DAPI_DMout blob","polygon","",1,1,1,0
"6790f6657ddbe0f3a7363ad3",0,1,3,1,"DAPI_DMout blob","polygon","",0,1,9,0
"6790f6f57ddbe0f3a736465d",0,2,3,1,"DAPI_DMout blob","polygon","",0,0,0,0
"6790f6f57ddbe0f3a736465e",0,2,3,1,"DAPI_DMout blob","polygon","",0,0,0,0
"6790f6f57ddbe0f3a736465f",0,2,3,1,"DAPI_DMout blob","polygon","",1,3,0,0
"6790f6f57ddbe0f3a7364660",0,2,3,1,"DAPI_DMout blob","polygon","",0,3,0,0
"6790f6f57ddbe0f3a7364661",0,2,3,1,"DAPI_DMout blob","polygon","",0,0,0,0
"6790f6f57ddbe0f3a7364662",0,2,3,1,"DAPI_DMout blob","polygon","",1,0,0,0
"6790f6f57ddbe0f3a7364663",0,2,3,1,"DAPI_DMout blob","polygon","",0,0,0,0
"6790f6f57ddbe0f3a7364664",0,2,3,1,"DAPI_DMout blob","polygon","",5,8,2,3
"6790f6f57ddbe0f3a7364665",0,2,3,1,"DAPI_DMout blob","polygon","",0,0,0,0
"6790f6f57ddbe0f3a7364666",0,2,3,1,"DAPI_DMout blob","polygon","",2,0,0,0
"6790f6f57ddbe0f3a7364667",0,2,3,1,"DAPI_DMout blob","polygon","",0,0,0,0
"6790f6f57ddbe0f3a7364668",0,2,3,1,"DAPI_DMout blob","polygon","",1,2,0,0
"6790f6f57ddbe0f3a7364669",0,2,3,1,"DAPI_DMout blob","polygon","",1,2,0,0
"6790f6f57ddbe0f3a736466a",0,2,3,1,"DAPI_DMout blob","polygon","",0,0,0,0
"6790f6f57ddbe0f3a736466b",0,2,3,1,"DAPI_DMout blob","polygon","",4,6,1,1
"6790f6f57ddbe0f3a736466c",0,2,3,1,"DAPI_DMout blob","polygon","",3,1,0,1
"6790f6f57ddbe0f3a736466d",0,2,3,1,"DAPI_DMout blob","polygon","",2,4,0,1
"6790f6f57ddbe0f3a736466e",0,2,3,1,"DAPI_DMout blob","polygon","",0,1,1,0
"6790f6f57ddbe0f3a736466f",0,2,3,1,"DAPI_DMout blob","polygon","",2,6,1,2
"6790f6f57ddbe0f3a7364670",0,2,3,1,"DAPI_DMout blob","polygon","",0,0,1,0
"6790f6f57ddbe0f3a7364671",0,2,3,1,"DAPI_DMout blob","polygon","",1,3,1,0
"6790f6f57ddbe0f3a7364672",0,2,3,1,"DAPI_DMout blob","polygon","",1,0,0,0
"6790f6f57ddbe0f3a7364673",0,2,3,1,"DAPI_DMout blob","polygon","",1,1,0,0
"6790f6f57ddbe0f3a7364674",0,2,3,1,"DAPI_DMout blob","polygon","",0,2,0,0
"6790f6f57ddbe0f3a7364675",0,2,3,1,"DAPI_DMout blob","polygon","",0,0,0,0
"6790f6f57ddbe0f3a7364676",0,2,3,1,"DAPI_DMout blob","polygon","",0,1,2,0
"6790f6f57ddbe0f3a7364677",0,2,3,1,"DAPI_DMout blob","polygon","",0,2,0,0
"6790f6f57ddbe0f3a7364678",0,2,3,1,"DAPI_DMout blob","polygon","",8,4,1,2
"6790f6f57ddbe0f3a7364679",0,2,3,1,"DAPI_DMout blob","polygon","",6,6,0,0
"6790f6f57ddbe0f3a736467a",0,2,3,1,"DAPI_DMout blob","polygon","",2,4,0,0
"6790f6f57ddbe0f3a736467b",0,2,3,1,"DAPI_DMout blob","polygon","",0,0,0,0
"6790f6f57ddbe0f3a736467c",0,2,3,1,"DAPI_DMout blob","polygon","",1,1,0,0
"6790f6f57ddbe0f3a736467d",0,2,3,1,"DAPI_DMout blob","polygon","",0,1,0,0
"6790f6f57ddbe0f3a736467e",0,2,3,1,"DAPI_DMout blob","polygon","",3,3,0,0
"6790f6f57ddbe0f3a736467f",0,2,3,1,"DAPI_DMout blob","polygon","",7,3,1,1
"6790f6f57ddbe0f3a7364680",0,2,3,1,"DAPI_DMout blob","polygon","",1,7,2,0
"6790f6f57ddbe0f3a7364681",0,2,3,1,"DAPI_DMout blob","polygon","",1,0,0,0
"6790f6f57ddbe0f3a7364682",0,2,3,1,"DAPI_DMout blob","polygon","",0,2,0,0
"6790f6f57ddbe0f3a7364683",0,2,3,1,"DAPI_DMout blob","polygon","",0,1,1,1
"6790f6f57ddbe0f3a7364684",0,2,3,1,"DAPI_DMout blob","polygon","",6,10,10,1
"6790f6f57ddbe0f3a7364685",0,2,3,1,"DAPI_DMout blob","polygon","",0,1,0,0
"6790f6f57ddbe0f3a7364686",0,2,3,1,"DAPI_DMout blob","polygon","",0,0,0,0
"6790f6f57ddbe0f3a7364687",0,2,3,1,"DAPI_DMout blob","polygon","",0,2,0,0
"6790f6f57ddbe0f3a7364688",0,2,3,1,"DAPI_DMout blob","polygon","",8,4,0,0
"6790f6f57ddbe0f3a7364689",0,2,3,1,"DAPI_DMout blob","polygon","",6,4,1,3
"6790f6f57ddbe0f3a736468a",0,2,3,1,"DAPI_DMout blob","polygon","",2,0,1,0
"6790f6f57ddbe0f3a736468b",0,2,3,1,"DAPI_DMout blob","polygon","",1,5,0,0
"6790f6f57ddbe0f3a736468c",0,2,3,1,"DAPI_DMout blob","polygon","",0,5,1,1
"6790f6f57ddbe0f3a736468d",0,2,3,1,"DAPI_DMout blob","polygon","",0,2,0,0
"6790f6f57ddbe0f3a736468e",0,2,3,1,"DAPI_DMout blob","polygon","",3,0,0,0
"6790f6f57ddbe0f3a736468f",0,2,3,1,"DAPI_DMout blob","polygon","",0,3,0,0
"6790f6f57ddbe0f3a7364690",0,2,3,1,"DAPI_DMout blob","polygon","",1,6,7,0
"6790f6f57ddbe0f3a7364691",0,2,3,1,"DAPI_DMout blob","polygon","",1,3,0,0
"6790f6f57ddbe0f3a7364692",0,2,3,1,"DAPI_DMout blob","polygon","",2,2,0,1
"6790f6f57ddbe0f3a7364693",0,2,3,1,"DAPI_DMout blob","polygon","",0,2,0,0
"6790f6f57ddbe0f3a7364694",0,2,3,1,"DAPI_DMout blob","polygon","",8,15,15,1
"6790f6f57ddbe0f3a7364695",0,2,3,1,"DAPI_DMout blob","polygon","",3,1,0,1
"6790f6f57ddbe0f3a7364696",0,2,3,1,"DAPI_DMout blob","polygon","",0,6,0,0
"6790f6f57ddbe0f3a7364697",0,2,3,1,"DAPI_DMout blob","polygon","",4,0,1,0
"6790f6f57ddbe0f3a7364698",0,2,3,1,"DAPI_DMout blob","polygon","",1,4,1,1
"6790f6f57ddbe0f3a7364699",0,2,3,1,"DAPI_DMout blob","polygon","",1,1,0,0
"6790f6f57ddbe0f3a736469a",0,2,3,1,"DAPI_DMout blob","polygon","",4,1,0,0
"6790f6f57ddbe0f3a736469b",0,2,3,1,"DAPI_DMout blob","polygon","",7,3,1,1
"6790f6f57ddbe0f3a736469c",0,2,3,1,"DAPI_DMout blob","polygon","",1,2,0,1
"6790f6f57ddbe0f3a736469d",0,2,3,1,"DAPI_DMout blob","polygon","",3,1,2,0
"6790f6f57ddbe0f3a736469e",0,2,3,1,"DAPI_DMout blob","polygon","",1,0,0,2
"6790f6f57ddbe0f3a736469f",0,2,3,1,"DAPI_DMout blob","polygon","",4,3,0,2
"6790f6f57ddbe0f3a73646a0",0,2,3,1,"DAPI_DMout blob","polygon","",2,4,0,1
"6790f6f57ddbe0f3a73646a1",0,2,3,1,"DAPI_DMout blob","polygon","",1,2,0,2
"6790f6f57ddbe0f3a73646a2",0,2,3,1,"DAPI_DMout blob","polygon","",1,2,0,0
"6790f6f57ddbe0f3a73646a3",0,2,3,1,"DAPI_DMout blob","polygon","",1,4,0,0
"6790f6f57ddbe0f3a73646a4",0,2,3,1,"DAPI_DMout blob","polygon","",2,6,1,0
"6790f6f57ddbe0f3a73646a5",0,2,3,1,"DAPI_DMout blob","polygon","",3,2,3,1
"6790f6f57ddbe0f3a73646a6",0,2,3,1,"DAPI_DMout blob","polygon","",1,3,3,1
"6790f6f57ddbe0f3a73646a7",0,2,3,1,"DAPI_DMout blob","polygon","",8,11,0,2
"6790f6f57ddbe0f3a73646a8",0,2,3,1,"DAPI_DMout blob","polygon","",3,8,0,0
"6790f6f57ddbe0f3a73646a9",0,2,3,1,"DAPI_DMout blob","polygon","",6,2,0,0
"6790f6f57ddbe0f3a73646aa",0,2,3,1,"DAPI_DMout blob","polygon","",1,6,0,0
"6790f6f57ddbe0f3a73646ab",0,2,3,1,"DAPI_DMout blob","polygon","",4,4,2,1
"6790f6f57ddbe0f3a73646ac",0,2,3,1,"DAPI_DMout blob","polygon","",0,1,0,0
"6790f6f57ddbe0f3a73646ad",0,2,3,1,"DAPI_DMout blob","polygon","",0,3,0,1
"6790f6f57ddbe0f3a73646ae",0,2,3,1,"DAPI_DMout blob","polygon","",4,3,1,1
"6790f6f57ddbe0f3a73646af",0,2,3,1,"DAPI_DMout blob","polygon","",1,0,0,2
"6790f6f57ddbe0f3a73646b0",0,2,3,1,"DAPI_DMout blob","polygon","",0,3,2,1
"6790f6f57ddbe0f3a73646b1",0,2,3,1,"DAPI_DMout blob","polygon","",5,11,3,0
"6790f6f57ddbe0f3a73646b2",0,2,3,1,"DAPI_DMout blob","polygon","",1,5,1,1
"6790f6f57ddbe0f3a73646b3",0,2,3,1,"DAPI_DMout blob","polygon","",3,4,0,0
"6790f6f57ddbe0f3a73646b4",0,2,3,1,"DAPI_DMout blob","polygon","",2,3,1,0
"6790f6f57ddbe0f3a73646b5",0,2,3,1,"DAPI_DMout blob","polygon","",5,3,3,0
"6790f6f57ddbe0f3a73646b6",0,2,3,1,"DAPI_DMout blob","polygon","",7,0,0,1
"6790f6f57ddbe0f3a73646b7",0,2,3,1,"DAPI_DMout blob","polygon","",3,3,0,0
"6790f6f57ddbe0f3a73646b8",0,2,3,1,"DAPI_DMout blob","polygon","",3,3,2,1
"6790f6f57ddbe0f3a73646b9",0,2,3,1,"DAPI_DMout blob","polygon","",1,4,2,2
"6790f6f57ddbe0f3a73646ba",0,2,3,1,"DAPI_DMout blob","polygon","",5,6,3,0
"6790f6f57ddbe0f3a73646bb",0,2,3,1,"DAPI_DMout blob","polygon","",3,6,0,2
"6790f6f57ddbe0f3a73646bc",0,2,3,1,"DAPI_DMout blob","polygon","",7,9,2,3
"6790f6f57ddbe0f3a73646bd",0,2,3,1,"DAPI_DMout blob","polygon","",1,6,2,1
"6790f6f57ddbe0f3a73646be",0,2,3,1,"DAPI_DMout blob","polygon","",0,2,2,1
