Id,Channel,XY,Z,Time,Tags,Shape,Name,cell Blob Blob metrics / Perimeter,cell Blob Blob metrics / Centroid / y,cell Blob Blob metrics / Centroid / x,cell Blob Blob metrics / Area,cy3,cy7,cy5,a594
65762d3b75bbf88263eccb7e,0,70,0,0,cell,polygon,,1210.2423551733646,824.9032768725201,550.6384771327843,25719.409233607665,0,67,5,0
65762d4075bbf88263eccb81,0,70,0,0,cell,polygon,,852.4995526668044,977.4326012151346,484.30413929372105,14728.811934497806,1,55,7,0
65762d4a75bbf88263eccb84,0,73,0,0,cell,polygon,,620.5061466218559,483.18575644097933,397.02944920997425,22801.998052748175,1,98,6,4
65762d4d75bbf88263eccb87,0,73,0,0,cell,polygon,,731.4488231028928,152.8308885,377.01403067263516,17604.77749635806,1,71,5,3
65762d5575bbf88263eccb8a,0,74,0,0,cell,polygon,,708.0088640283349,483.62878883515066,445.7461212850659,33399.462632510185,6,374,27,12
65762d5875bbf88263eccb8d,0,74,0,0,cell,polygon,,636.8203496958804,465.5324323004103,658.5754461751673,24043.264308718153,4,360,17,8
65762e9d75bbf88263eccb90,0,75,0,0,cell,polygon,,828.0601837279738,351.9009702405572,536.7691447556596,28315.767032509302,0,120,16,1
65762ea275bbf88263eccb93,0,75,0,0,cell,polygon,,875.3082924137991,324.8038276,944.7015646485341,39451.72432868898,4,191,9,5
65762f2e75bbf88263eccb96,0,78,0,0,cell,polygon,,777.4382093071267,843.6659900241752,435.8714951,22783.677887828217,1,87,19,0
65762f4975bbf88263eccb99,0,79,0,0,cell,polygon,,870.7685606574755,481.01866280612956,835.5009409469102,30072.10022024518,28,209,15,82
65762f4e75bbf88263eccb9c,0,79,0,0,cell,polygon,,837.5912469669155,726.2474320326526,874.4115591714652,20189.122072361366,3,284,14,4
65762ffe75bbf88263eccb9f,0,80,0,0,cell,polygon,,1128.053113470156,74.58389280319622,831.8070656040803,31904.41704281301,3,213,12,4
6576300c75bbf88263eccba2,0,77,0,0,cell,polygon,,943.6698307695369,800.3402976163725,926.1083282176401,35192.43615008599,3,164,12,4
6576301775bbf88263eccba5,0,75,0,0,cell,polygon,,1282.741294393283,807.1881472544569,631.9699453518658,25119.949410980986,0,195,13,0
6576303475bbf88263eccba8,0,68,0,0,cell,polygon,,759.8689628901451,144.21820051536625,975.1184154,19905.00935081585,3,123,13,4
6576403d75bbf88263eccbab,0,68,0,0,cell,polygon,,1290.5942113962942,586.1488719066874,718.1252759483384,33031.06132653027,1,160,23,10
6576404775bbf88263eccbae,0,67,0,0,cell,polygon,,654.6441932133727,781.8097741232266,881.5771947679042,18609.082930658467,1,73,2,1
6576404e75bbf88263eccbb1,0,66,0,0,cell,polygon,,523.1919745443465,668.0721568117478,250.9569351014798,12869.165029836275,3,37,2,5
6576405575bbf88263eccbb4,0,64,0,0,cell,polygon,,868.8198513985394,502.57731203527646,838.1546403044132,33149.88793,7,80,23,7
6576405a75bbf88263eccbb7,0,64,0,0,cell,polygon,,938.6526622769827,824.5894750629328,767.8493052,51120.16772983715,16,359,32,14
6576405e75bbf88263eccbba,0,64,0,0,cell,polygon,,1071.4322748394798,914.8064514533243,494.01112796205535,32050.077370455292,1,63,6,1
6576406875bbf88263eccbbd,0,62,0,0,cell,polygon,,542.6929602,960.5400675668967,752.6719002395878,14492.151443400699,1,105,6,0
6576407575bbf88263eccbc0,0,60,0,0,cell,polygon,,543.0982980696533,708.7691211857892,721.5012933265037,11378.924729298413,0,74,3,1
6576407875bbf88263eccbc3,0,60,0,0,cell,polygon,,530.9297597494437,871.6151882872134,796.1029584,8748.929906281463,1,78,2,0
6576407f75bbf88263eccbc6,0,59,0,0,cell,polygon,,927.3046564206899,347.15392393620647,600.6041784941142,21032.149989251677,1,139,15,8
657641bf75bbf88263eccbc9,0,59,0,0,cell,polygon,,1296.4577985274695,266.3063019021531,717.8331570398808,24842.07296544009,2,126,8,0
657641d275bbf88263eccbcc,0,54,0,0,cell,polygon,,589.8328951902624,688.5230006395434,976.1175914533619,15509.671422889282,0,47,5,1
657641db75bbf88263eccbcf,0,54,0,0,cell,polygon,,1015.8787694725496,962.3207973543202,451.4001037686043,24201.538520403654,5,75,8,12
657641fd75bbf88263eccbd2,0,54,0,0,cell,polygon,,954.5568805,829.9671760080867,752.0724109577144,23162.394739698077,12,128,2,8
6576421575bbf88263eccbd5,0,50,0,0,cell,polygon,,745.4537547363029,153.44924598906212,569.6520125821959,31461.729779009525,8,92,8,4
6576421975bbf88263eccbd8,0,50,0,0,cell,polygon,,914.5886382,243.7518107807841,857.8160051,17270.209238639574,3,131,11,0
65764ad075bbf88263eccc64,2,1,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad075bbf88263eccc65,2,1,2,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad075bbf88263eccc66,2,1,1,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad075bbf88263eccc67,2,1,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad075bbf88263eccc68,2,1,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad075bbf88263eccc69,2,1,1,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad075bbf88263eccc6a,2,1,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad075bbf88263eccc6b,2,1,3,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad075bbf88263eccc6c,2,1,4,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad075bbf88263eccc6d,2,1,4,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad075bbf88263eccc6e,2,1,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad075bbf88263eccc6f,2,1,1,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad075bbf88263eccc70,2,1,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad075bbf88263eccc71,2,1,3,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad075bbf88263eccc72,2,1,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad075bbf88263eccc73,2,1,2,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad075bbf88263eccc74,2,1,2,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad075bbf88263eccc75,2,1,3,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad075bbf88263eccc76,2,1,4,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad075bbf88263eccc77,2,1,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad075bbf88263eccc78,2,1,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad475bbf88263eccc8f,2,4,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad475bbf88263eccc90,2,4,2,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad475bbf88263eccc91,2,4,1,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad475bbf88263eccc92,2,4,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad475bbf88263eccc93,2,4,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad475bbf88263eccc94,2,4,4,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad875bbf88263eccc9c,2,6,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad875bbf88263eccc9d,2,6,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad875bbf88263eccc9e,2,6,4,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad875bbf88263eccc9f,2,6,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad875bbf88263eccca0,2,6,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad875bbf88263eccca1,2,6,1,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad875bbf88263eccca2,2,6,1,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad875bbf88263eccca3,2,6,2,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad875bbf88263eccca4,2,6,2,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad875bbf88263eccca5,2,6,3,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad875bbf88263eccca6,2,6,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad875bbf88263eccca7,2,6,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad875bbf88263eccca8,2,6,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad875bbf88263eccca9,2,6,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad875bbf88263ecccaa,2,6,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad875bbf88263ecccab,2,6,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad875bbf88263ecccac,2,6,1,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad875bbf88263ecccad,2,6,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad875bbf88263ecccae,2,6,2,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad875bbf88263ecccaf,2,6,3,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad875bbf88263ecccb0,2,6,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad875bbf88263ecccb1,2,6,1,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad875bbf88263ecccb2,2,6,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad875bbf88263ecccb3,2,6,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad875bbf88263ecccb4,2,6,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad875bbf88263ecccb5,2,6,3,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad875bbf88263ecccb6,2,6,3,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ad875bbf88263ecccb7,2,6,2,0,A594 point,point,,-,-,-,-,-,-,-,-
65764adb75bbf88263ecccd5,2,8,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764adb75bbf88263ecccd6,2,8,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764adb75bbf88263ecccd7,2,8,1,0,A594 point,point,,-,-,-,-,-,-,-,-
65764adb75bbf88263ecccd8,2,8,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764adb75bbf88263ecccd9,2,8,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764adb75bbf88263ecccda,2,8,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764adb75bbf88263ecccdb,2,8,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764adb75bbf88263ecccdc,2,8,2,0,A594 point,point,,-,-,-,-,-,-,-,-
65764adb75bbf88263ecccdd,2,8,1,0,A594 point,point,,-,-,-,-,-,-,-,-
65764adb75bbf88263ecccde,2,8,1,0,A594 point,point,,-,-,-,-,-,-,-,-
65764adf75bbf88263ecccea,2,9,3,0,A594 point,point,,-,-,-,-,-,-,-,-
65764adf75bbf88263eccceb,2,9,1,0,A594 point,point,,-,-,-,-,-,-,-,-
65764adf75bbf88263ecccec,2,9,1,0,A594 point,point,,-,-,-,-,-,-,-,-
65764adf75bbf88263eccced,2,9,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764adf75bbf88263ecccee,2,9,2,0,A594 point,point,,-,-,-,-,-,-,-,-
65764adf75bbf88263ecccef,2,9,1,0,A594 point,point,,-,-,-,-,-,-,-,-
65764adf75bbf88263ecccf0,2,9,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764adf75bbf88263ecccf1,2,9,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764adf75bbf88263ecccf2,2,9,2,0,A594 point,point,,-,-,-,-,-,-,-,-
65764adf75bbf88263ecccf3,2,9,4,0,A594 point,point,,-,-,-,-,-,-,-,-
65764adf75bbf88263ecccf4,2,9,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764adf75bbf88263ecccf5,2,9,1,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae275bbf88263eccd03,2,10,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae275bbf88263eccd04,2,10,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae275bbf88263eccd05,2,10,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae275bbf88263eccd06,2,10,1,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae275bbf88263eccd07,2,10,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae275bbf88263eccd08,2,10,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae275bbf88263eccd09,2,10,1,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae275bbf88263eccd0a,2,10,1,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae275bbf88263eccd0b,2,10,2,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae275bbf88263eccd0c,2,10,2,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae275bbf88263eccd0d,2,10,1,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae275bbf88263eccd0e,2,10,2,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae275bbf88263eccd0f,2,10,3,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae275bbf88263eccd10,2,10,2,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae275bbf88263eccd11,2,10,2,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae275bbf88263eccd12,2,10,3,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae275bbf88263eccd13,2,10,3,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae275bbf88263eccd14,2,10,3,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae275bbf88263eccd15,2,10,3,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae275bbf88263eccd16,2,10,3,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae275bbf88263eccd17,2,10,3,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae275bbf88263eccd18,2,10,4,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae275bbf88263eccd19,2,10,4,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae275bbf88263eccd1a,2,10,4,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae275bbf88263eccd1b,2,10,4,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae275bbf88263eccd1c,2,10,4,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae275bbf88263eccd1d,2,10,2,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae275bbf88263eccd1e,2,10,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae275bbf88263eccd1f,2,10,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae375bbf88263eccd20,2,10,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae375bbf88263eccd21,2,10,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae375bbf88263eccd22,2,10,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae375bbf88263eccd23,2,10,1,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae375bbf88263eccd24,2,10,3,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae375bbf88263eccd25,2,10,3,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae375bbf88263eccd26,2,10,2,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae375bbf88263eccd27,2,10,3,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae375bbf88263eccd28,2,10,3,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae375bbf88263eccd29,2,10,4,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae375bbf88263eccd2a,2,10,2,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae375bbf88263eccd2b,2,10,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae375bbf88263eccd2c,2,10,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae375bbf88263eccd2d,2,10,2,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae375bbf88263eccd2e,2,10,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae375bbf88263eccd2f,2,10,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae375bbf88263eccd30,2,10,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae375bbf88263eccd31,2,10,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae375bbf88263eccd32,2,10,1,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae375bbf88263eccd33,2,10,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae375bbf88263eccd34,2,10,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae375bbf88263eccd35,2,10,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae375bbf88263eccd36,2,10,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae375bbf88263eccd37,2,10,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae375bbf88263eccd38,2,10,0,0,A594 point,point,,-,-,-,-,-,-,-,-
65764ae375bbf88263eccd39,2,10,2,0,A594 point,point,,-,-,-,-,-,-,-,-
