"Id",Channel,XY,Z,Time,"Tags","Shape","Name",cy7,cy5,a594,cy3,cell Blob Blob metrics / Perimeter,cell Blob Blob metrics / Centroid / y,cell Blob Blob metrics / Centroid / x,cell Blob Blob metrics / Area
"659da6c393b1bd8fbcbe2ee6",0,164,0,0,"cell","polygon","",78,0,6,2,730.2297628188975,528.9975093018699,713.8210929968327,15349.250556027537
"659da6df93b1bd8fbcbe2f52",0,164,0,0,"cell","polygon","",85,0,7,4,619.3021042254885,219.1836779340801,510.60871102722166,22537.392605513833
"659da6ed93b1bd8fbcbe2fa3",0,164,0,0,"cell","polygon","",32,2,4,1,659.2359511648081,821.5267031617402,645.4875830282696,18581.375142762838
"659da6f393b1bd8fbcbe2fc4",0,164,0,0,"cell","polygon","",87,16,0,7,561.9697255057425,607.0710984443355,304.76749078155217,16245.672449153355
"659da70393b1bd8fbcbe3159",0,165,0,0,"cell","polygon","",63,0,8,0,558.7794456644826,312.33914943934417,340.914500364629,16966.406343165607
"659da70893b1bd8fbcbe31f4",0,165,0,0,"cell","polygon","",44,1,7,1,661.9385966328064,458.32515015726676,320.78161697384473,16459.268232308033
"659da71393b1bd8fbcbe3309",0,165,0,0,"cell","polygon","",42,2,0,0,578.7337108771394,250.48824790121787,619.3041138711014,12999.210944094824
"659da71993b1bd8fbcbe33c4",0,165,0,0,"cell","polygon","",26,0,6,0,780.8175919062063,246.28297697728476,944.9691798816965,19367.47566438445
"659da72493b1bd8fbcbe34f6",0,166,0,0,"cell","polygon","",104,1,8,0,664.3436984892583,291.3601019462239,354.65825821747086,17854.08028612811
"659da72e93b1bd8fbcbe35f3",0,166,0,0,"cell","polygon","",131,2,14,5,623.3741166966262,743.503293405211,536.7152455033715,22508.718768867348
"659da73493b1bd8fbcbe3695",0,166,0,0,"cell","polygon","",52,1,4,0,477.7303296905989,583.8731731289796,79.90063191599411,15169.431580447952
"659da74a93b1bd8fbcbe38ea",0,167,0,0,"cell","polygon","",94,1,7,0,609.192595744641,192.37367601703178,591.9646219426614,21382.663183954082
"659da75093b1bd8fbcbe393f",0,167,0,0,"cell","polygon","",54,0,13,1,720.5503657990224,170.74066892465677,902.4872423528285,18549.056326881644
"659da75993b1bd8fbcbe3ab7",0,167,0,0,"cell","polygon","",154,9,18,1,1077.6641827113476,614.6598025044743,852.0008360406681,41199.44328867185
"659da76493b1bd8fbcbe3d27",0,169,0,0,"cell","polygon","",183,12,5,1,1068.5804340126501,615.6666471572029,551.5378164910063,22048.965388061122
"659da76b93b1bd8fbcbe3e9b",0,169,0,0,"cell","polygon","",124,3,3,10,802.8511078620937,390.9064756582806,742.4368924988307,28197.5593598049
"659da77c93b1bd8fbcbe41da",0,170,0,0,"cell","polygon","",112,6,12,3,1007.8131799948612,747.9988379402079,487.915209544429,50813.68351678871
"659da78693b1bd8fbcbe43c1",0,170,0,0,"cell","polygon","",127,62,3,5,756.9788176393965,119.3309777677654,616.0569081831952,37631.25161649524
"659da78b93b1bd8fbcbe44d7",0,170,0,0,"cell","polygon","",183,11,0,0,1154.3650793888708,403.59527826514113,705.8995472314739,42861.067822473495
"659da7a493b1bd8fbcbe49e7",0,175,0,0,"cell","polygon","",32,2,8,2,845.581184034483,854.2622936186818,276.33637120629913,19557.25758320559
"659da7ab93b1bd8fbcbe4b2b",0,175,0,0,"cell","polygon","",152,6,9,1,914.5701106093542,809.9371255835292,665.7098964699362,29875.950798086273
"659da7b093b1bd8fbcbe4c48",0,175,0,0,"cell","polygon","",154,14,7,2,1067.4988484942191,609.5861759814593,862.7255720809961,39412.431469195784
"659da7b893b1bd8fbcbe4e0d",0,176,0,0,"cell","polygon","",91,1,2,0,762.9164445528079,687.8513038403729,353.20150436086203,22392.079433356255
"659da7be93b1bd8fbcbe4f0f",0,176,0,0,"cell","polygon","",14,0,0,0,390.96938394157644,922.5231212337975,388.3706281105858,8955.470981094873
"659da7c493b1bd8fbcbe5044",0,176,0,0,"cell","polygon","",82,7,1,0,602.3016363538331,394.6696964322487,751.3683860083939,13003.505502222179
"659da7c993b1bd8fbcbe515b",0,176,0,0,"cell","polygon","",131,4,17,1,941.8607705857512,145.28699396768647,524.4319295725883,28510.298578143997
"659da7cd93b1bd8fbcbe5230",0,176,0,0,"cell","polygon","",71,1,5,1,666.31808309005,140.98366800363584,250.1899678817519,21726.992222327433
"659da7d893b1bd8fbcbe5450",0,177,0,0,"cell","polygon","",25,3,16,0,570.9548610592594,674.3269359779827,722.8766465589405,15392.747308228549
"659da7df93b1bd8fbcbe55ba",0,177,0,0,"cell","polygon","",79,5,14,0,721.9737407988481,328.6465601303438,542.9374863989043,18692.91150734533
"659da7e393b1bd8fbcbe568f",0,177,0,0,"cell","polygon","",65,7,12,1,624.2334171845332,184.77772329204802,433.0635314368105,21889.801294811656
"659da7e793b1bd8fbcbe5752",0,177,0,0,"cell","polygon","",21,2,6,1,531.952448021547,854.65681703849,284.4296041316266,16554.28069102644
"659da7ea93b1bd8fbcbe5804",0,177,0,0,"cell","polygon","",4,0,7,0,448.5655622965776,956.0173009689066,748.1301864620742,9099.81215878984
"659da7f493b1bd8fbcbe59bd",0,178,0,0,"cell","polygon","",65,0,9,0,826.7551667839627,793.9523008071976,633.5749118214845,18368.994352686404
"659da7f893b1bd8fbcbe5ab8",0,178,0,0,"cell","polygon","",98,6,9,0,668.7975579386168,302.73140720757453,908.0711758221732,22190.390582368345
"659da80d93b1bd8fbcbe5ead",0,179,0,0,"cell","polygon","",30,0,1,0,556.9764241862399,549.1642517427883,889.463279291009,14000.36524056497
"659da81193b1bd8fbcbe5f5f",0,179,0,0,"cell","polygon","",6,1,2,0,553.6559689415753,635.2540622721926,205.9211810178491,12742.361407354787
"659da81793b1bd8fbcbe608e",0,179,0,0,"cell","polygon","",48,0,6,3,603.8488277484072,250.7663515857094,633.7034856058568,16786.830366201677
"659da82793b1bd8fbcbe62ba",0,185,0,0,"cell","polygon","",112,3,7,0,970.7406561301879,325.65652499028425,687.7001606190505,24349.433282401664
"659da82c93b1bd8fbcbe62bd",0,185,0,0,"cell","polygon","",125,6,3,3,808.2268899397039,414.717541423711,344.30230820359856,16324.889997854643
"659da83093b1bd8fbcbe62c0",0,185,0,0,"cell","polygon","",67,3,11,0,548.3305513923724,113.69446233909122,518.4232282919055,12410.66829699513
"659da83593b1bd8fbcbe62c3",0,185,0,0,"cell","polygon","",128,2,9,0,580.6760056273671,714.1408845687779,557.8905449177753,16196.829727408098
"659da83d93b1bd8fbcbe62c6",0,186,0,0,"cell","polygon","",131,5,14,2,796.6494341384516,383.75004120481213,542.5210033524133,27115.729522939582
"659da84393b1bd8fbcbe62c9",0,186,0,0,"cell","polygon","",220,4,9,0,891.872787720356,427.8899320546694,282.5687002026443,29917.989558593385
"659da84793b1bd8fbcbe62cc",0,186,0,0,"cell","polygon","",100,4,5,1,601.8877940901813,604.4693324311603,351.58562757599634,17694.673194262952
"659da84c93b1bd8fbcbe62cf",0,186,0,0,"cell","polygon","",113,3,11,1,644.0575941595303,660.1494545941258,567.7643703613984,17542.55606086725
