Id,Channel,XY,Z,Time,Tags,Shape,Name,cy5,a594
68c1be10b0e03a9ab1f4da0f,0,1,4,1,DAPI blob,polygon,,2,1
68c1be10b0e03a9ab1f4da10,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4da11,0,1,4,1,DAPI blob,polygon,,1,4
68c1be10b0e03a9ab1f4da12,0,1,4,1,DAPI blob,polygon,,1,1
68c1be10b0e03a9ab1f4da13,0,1,4,1,DAPI blob,polygon,,4,0
68c1be10b0e03a9ab1f4da14,0,1,4,1,DAPI blob,polygon,,5,2
68c1be10b0e03a9ab1f4da15,0,1,4,1,DAPI blob,polygon,,4,4
68c1be10b0e03a9ab1f4da16,0,1,4,1,DAPI blob,polygon,,4,11
68c1be10b0e03a9ab1f4da17,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4da18,0,1,4,1,DAPI blob,polygon,,1,1
68c1be10b0e03a9ab1f4da19,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4da1a,0,1,4,1,DAPI blob,polygon,,1,3
68c1be10b0e03a9ab1f4da1b,0,1,4,1,DAPI blob,polygon,,1,2
68c1be10b0e03a9ab1f4da1c,0,1,4,1,DAPI blob,polygon,,0,1
68c1be10b0e03a9ab1f4da1d,0,1,4,1,DAPI blob,polygon,,4,3
68c1be10b0e03a9ab1f4da1e,0,1,4,1,DAPI blob,polygon,,0,1
68c1be10b0e03a9ab1f4da1f,0,1,4,1,DAPI blob,polygon,,1,0
68c1be10b0e03a9ab1f4da20,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4da21,0,1,4,1,DAPI blob,polygon,,1,0
68c1be10b0e03a9ab1f4da22,0,1,4,1,DAPI blob,polygon,,2,0
68c1be10b0e03a9ab1f4da23,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4da24,0,1,4,1,DAPI blob,polygon,,0,1
68c1be10b0e03a9ab1f4da25,0,1,4,1,DAPI blob,polygon,,6,5
68c1be10b0e03a9ab1f4da26,0,1,4,1,DAPI blob,polygon,,2,0
68c1be10b0e03a9ab1f4da27,0,1,4,1,DAPI blob,polygon,,0,3
68c1be10b0e03a9ab1f4da28,0,1,4,1,DAPI blob,polygon,,1,2
68c1be10b0e03a9ab1f4da29,0,1,4,1,DAPI blob,polygon,,1,1
68c1be10b0e03a9ab1f4da2a,0,1,4,1,DAPI blob,polygon,,2,3
68c1be10b0e03a9ab1f4da2b,0,1,4,1,DAPI blob,polygon,,1,1
68c1be10b0e03a9ab1f4da2c,0,1,4,1,DAPI blob,polygon,,2,1
68c1be10b0e03a9ab1f4da2d,0,1,4,1,DAPI blob,polygon,,2,2
68c1be10b0e03a9ab1f4da2e,0,1,4,1,DAPI blob,polygon,,2,2
68c1be10b0e03a9ab1f4da2f,0,1,4,1,DAPI blob,polygon,,2,1
68c1be10b0e03a9ab1f4da30,0,1,4,1,DAPI blob,polygon,,3,0
68c1be10b0e03a9ab1f4da31,0,1,4,1,DAPI blob,polygon,,12,2
68c1be10b0e03a9ab1f4da32,0,1,4,1,DAPI blob,polygon,,0,1
68c1be10b0e03a9ab1f4da33,0,1,4,1,DAPI blob,polygon,,7,7
68c1be10b0e03a9ab1f4da34,0,1,4,1,DAPI blob,polygon,,0,1
68c1be10b0e03a9ab1f4da35,0,1,4,1,DAPI blob,polygon,,2,0
68c1be10b0e03a9ab1f4da36,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4da37,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4da38,0,1,4,1,DAPI blob,polygon,,4,2
68c1be10b0e03a9ab1f4da39,0,1,4,1,DAPI blob,polygon,,0,1
68c1be10b0e03a9ab1f4da3a,0,1,4,1,DAPI blob,polygon,,1,0
68c1be10b0e03a9ab1f4da3b,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4da3c,0,1,4,1,DAPI blob,polygon,,1,1
68c1be10b0e03a9ab1f4da3d,0,1,4,1,DAPI blob,polygon,,2,2
68c1be10b0e03a9ab1f4da3e,0,1,4,1,DAPI blob,polygon,,1,0
68c1be10b0e03a9ab1f4da3f,0,1,4,1,DAPI blob,polygon,,1,0
68c1be10b0e03a9ab1f4da40,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4da41,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4da42,0,1,4,1,DAPI blob,polygon,,1,0
68c1be10b0e03a9ab1f4da43,0,1,4,1,DAPI blob,polygon,,4,1
68c1be10b0e03a9ab1f4da44,0,1,4,1,DAPI blob,polygon,,4,3
68c1be10b0e03a9ab1f4da45,0,1,4,1,DAPI blob,polygon,,1,4
68c1be10b0e03a9ab1f4da46,0,1,4,1,DAPI blob,polygon,,1,0
68c1be10b0e03a9ab1f4da47,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4da48,0,1,4,1,DAPI blob,polygon,,1,1
68c1be10b0e03a9ab1f4da49,0,1,4,1,DAPI blob,polygon,,1,2
68c1be10b0e03a9ab1f4da4a,0,1,4,1,DAPI blob,polygon,,0,1
68c1be10b0e03a9ab1f4da4b,0,1,4,1,DAPI blob,polygon,,1,2
68c1be10b0e03a9ab1f4da4c,0,1,4,1,DAPI blob,polygon,,3,0
68c1be10b0e03a9ab1f4da4d,0,1,4,1,DAPI blob,polygon,,0,1
68c1be10b0e03a9ab1f4da4e,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4da4f,0,1,4,1,DAPI blob,polygon,,4,6
68c1be10b0e03a9ab1f4da50,0,1,4,1,DAPI blob,polygon,,3,3
68c1be10b0e03a9ab1f4da51,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4da52,0,1,4,1,DAPI blob,polygon,,4,1
68c1be10b0e03a9ab1f4da53,0,1,4,1,DAPI blob,polygon,,0,2
68c1be10b0e03a9ab1f4da54,0,1,4,1,DAPI blob,polygon,,3,8
68c1be10b0e03a9ab1f4da55,0,1,4,1,DAPI blob,polygon,,1,1
68c1be10b0e03a9ab1f4da56,0,1,4,1,DAPI blob,polygon,,1,8
68c1be10b0e03a9ab1f4da57,0,1,4,1,DAPI blob,polygon,,3,8
68c1be10b0e03a9ab1f4da58,0,1,4,1,DAPI blob,polygon,,1,4
68c1be10b0e03a9ab1f4da59,0,1,4,1,DAPI blob,polygon,,1,2
68c1be10b0e03a9ab1f4da5a,0,1,4,1,DAPI blob,polygon,,1,4
68c1be10b0e03a9ab1f4da5b,0,1,4,1,DAPI blob,polygon,,0,1
68c1be10b0e03a9ab1f4da5c,0,1,4,1,DAPI blob,polygon,,2,0
68c1be10b0e03a9ab1f4da5d,0,1,4,1,DAPI blob,polygon,,1,4
68c1be10b0e03a9ab1f4da5e,0,1,4,1,DAPI blob,polygon,,0,1
68c1be10b0e03a9ab1f4da5f,0,1,4,1,DAPI blob,polygon,,3,4
68c1be10b0e03a9ab1f4da60,0,1,4,1,DAPI blob,polygon,,0,1
68c1be10b0e03a9ab1f4da61,0,1,4,1,DAPI blob,polygon,,2,0
68c1be10b0e03a9ab1f4da62,0,1,4,1,DAPI blob,polygon,,0,4
68c1be10b0e03a9ab1f4da63,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4da64,0,1,4,1,DAPI blob,polygon,,0,2
68c1be10b0e03a9ab1f4da65,0,1,4,1,DAPI blob,polygon,,1,16
68c1be10b0e03a9ab1f4da66,0,1,4,1,DAPI blob,polygon,,0,10
68c1be10b0e03a9ab1f4da67,0,1,4,1,DAPI blob,polygon,,4,0
68c1be10b0e03a9ab1f4da68,0,1,4,1,DAPI blob,polygon,,1,2
68c1be10b0e03a9ab1f4da69,0,1,4,1,DAPI blob,polygon,,0,1
68c1be10b0e03a9ab1f4da6a,0,1,4,1,DAPI blob,polygon,,1,10
68c1be10b0e03a9ab1f4da6b,0,1,4,1,DAPI blob,polygon,,1,2
68c1be10b0e03a9ab1f4da6c,0,1,4,1,DAPI blob,polygon,,0,7
68c1be10b0e03a9ab1f4da6d,0,1,4,1,DAPI blob,polygon,,1,0
68c1be10b0e03a9ab1f4da6e,0,1,4,1,DAPI blob,polygon,,0,1
68c1be10b0e03a9ab1f4da6f,0,1,4,1,DAPI blob,polygon,,1,6
68c1be10b0e03a9ab1f4da70,0,1,4,1,DAPI blob,polygon,,2,2
68c1be10b0e03a9ab1f4da71,0,1,4,1,DAPI blob,polygon,,0,1
68c1be10b0e03a9ab1f4da72,0,1,4,1,DAPI blob,polygon,,7,4
68c1be10b0e03a9ab1f4da73,0,1,4,1,DAPI blob,polygon,,1,0
68c1be10b0e03a9ab1f4da74,0,1,4,1,DAPI blob,polygon,,0,1
68c1be10b0e03a9ab1f4da75,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4da76,0,1,4,1,DAPI blob,polygon,,1,0
68c1be10b0e03a9ab1f4da77,0,1,4,1,DAPI blob,polygon,,1,3
68c1be10b0e03a9ab1f4da78,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4da79,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4da7a,0,1,4,1,DAPI blob,polygon,,4,3
68c1be10b0e03a9ab1f4da7b,0,1,4,1,DAPI blob,polygon,,0,1
68c1be10b0e03a9ab1f4da7c,0,1,4,1,DAPI blob,polygon,,2,1
68c1be10b0e03a9ab1f4da7d,0,1,4,1,DAPI blob,polygon,,0,2
68c1be10b0e03a9ab1f4da7e,0,1,4,1,DAPI blob,polygon,,0,3
68c1be10b0e03a9ab1f4da7f,0,1,4,1,DAPI blob,polygon,,2,1
68c1be10b0e03a9ab1f4da80,0,1,4,1,DAPI blob,polygon,,0,1
68c1be10b0e03a9ab1f4da81,0,1,4,1,DAPI blob,polygon,,0,1
68c1be10b0e03a9ab1f4da82,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4da83,0,1,4,1,DAPI blob,polygon,,1,0
68c1be10b0e03a9ab1f4da84,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4da85,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4da86,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4da87,0,1,4,1,DAPI blob,polygon,,1,0
68c1be10b0e03a9ab1f4da88,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4da89,0,1,4,1,DAPI blob,polygon,,1,0
68c1be10b0e03a9ab1f4da8a,0,1,4,1,DAPI blob,polygon,,0,0
68c1be10b0e03a9ab1f4da8b,0,1,4,1,DAPI blob,polygon,,0,5
68c1be10b0e03a9ab1f4da8c,0,1,4,1,DAPI blob,polygon,,0,3
