"Id",Channel,XY,Z,Time,"Tags","Shape","Name",line Blob Parent and child / parentId,line Blob Parent and child / childId,line Blob Parent and child / annotationId,red / TotalIntensity,red / MinIntensity,red / MedianIntensity,red / MeanIntensity,red / MaxIntensity,red / 75thPercentileIntensity,red / 25thPercentileIntensity,green / TotalIntensity,green / MinIntensity,green / MedianIntensity,green / MeanIntensity,green / MaxIntensity,green / 75thPercentileIntensity,green / 25thPercentileIntensity,green red Colony two color intensity / Channel 2 / MedianIntensity,green red Colony two color intensity / Channel 2 / MeanColonyIntensity,green red Colony two color intensity / Channel 2 / 75thPercentileIntensity,green red Colony two color intensity / Channel 2 / 40thPercentileIntensity,green red Colony two color intensity / Channel 2 / 25thPercentileIntensity,green red Colony two color intensity / Channel 1 / MedianIntensity,green red Colony two color intensity / Channel 1 / MeanColonyIntensity,green red Colony two color intensity / Channel 1 / 75thPercentileIntensity,green red Colony two color intensity / Channel 1 / 40thPercentileIntensity,green red Colony two color intensity / Channel 1 / 25thPercentileIntensity,red Annulus intensity measurements / TotalIntensity,red Annulus intensity measurements / MinIntensity,red Annulus intensity measurements / MedianIntensity,red Annulus intensity measurements / MeanIntensity,red Annulus intensity measurements / MaxIntensity,red Annulus intensity measurements / 75thPercentileIntensity,red Annulus intensity measurements / 25thPercentileIntensity,green Annulus intensity measurements / TotalIntensity,green Annulus intensity measurements / MinIntensity,green Annulus intensity measurements / MedianIntensity,green Annulus intensity measurements / MeanIntensity,green Annulus intensity measurements / MaxIntensity,green Annulus intensity measurements / 75thPercentileIntensity,green Annulus intensity measurements / 25thPercentileIntensity
"660dd6706cebf97155c8f31b",0,1,1,7,"green blob, start, line","polygon","",-,-,-,87435,31,41,43.050221565731164,81,47,37,835040,327,396,411.14721811915314,699,436,369,41,48.262962962962966,47,39,37,396,451.1694444444444,436,385,369,76116,30,34,34.39493899683687,46,35,33,757835,323,337,342.4469046543154,454,347,332
"660dd6d26cebf97155c8f31e",0,1,1,8,"green blob, start, line","polygon","",-,-,-,143693,30,37,40.87994310099573,136,45,34,1345010,349,369,382.64864864864865,535,401,357,37,46.67931587386424,45,36,34,369,404.2185996793159,401,362,357,93716,31,34,34.594315245478036,78,35,33,968167,347,356,357.3890734588409,425,358,354
"660dd6d76cebf97155c8f321",0,1,1,8,"green blob, start, line","polygon","",-,-,-,286694,29,35,38.033165295834436,72,41,33,2821578,348,365,374.3138763597771,480,385,358,35,42.18885835623283,41,34,33,365,389.14214339245564,385,361,358,135755,30,33,34.09216474133601,72,34,33,1429980,345,357,359.11099949773984,451,360,354
"660dd6dc6cebf97155c8f324",0,1,1,8,"green blob, start, line","polygon","",-,-,-,146672,28,39,41.84650499286733,130,48,32,1428823,355,394,407.6527817403709,808,433,368,39,50.10626702997275,48,35,32,394,441.8735694822888,433,382,368,92284,27,31,32.32364273204904,58,33,30,1052629,352,364,368.6966725043783,470,370,360
"660dd6f06cebf97155c8f327",0,1,1,28,"green blob, start, end, cell, line","polygon","",7,-,6,11363839,27,61,78.65718161871077,1121,93,42,64368209,256,380,445.53798287569305,6167,505,305,61,108.85280352861227,93,53,42,380,563.1680193868523,505,346,305,935643,30,37,41.891336467427806,188,44,35,6805917,253,293,304.71981195433176,837,315,270
"660dd6fd6cebf97155c8f32a",0,1,1,28,"green blob, start, end, cell, line","polygon","",5,-,4,27588984,32,102,133.36451570800844,1905,159,68,89163992,243,377,431.0166917227811,4516,474,317,102,187.6243595003448,159,87,68,377,526.8872633315584,474,351,317,1796541,30,59,77.01882020063448,859,95,40,8301329,243,305,355.8830918288605,1963,406,265
"660dd70e6cebf97155c8f32d",0,1,1,28,"green blob, start, end, cell, line","polygon","",11,-,10,11418140,31,68,106.80142175661771,1367,137,38,52033526,241,369,486.70401272098024,3410,597,262,68,161.23199986282344,137,52,38,369,663.9062226718565,597,310,262,1201449,30,36,43.52287629052708,378,39,34,7682067,238,255,278.28534685745336,1000,265,251
"660dd71c6cebf97155c8f333",0,1,1,28,"green blob, start, end, cell, line","polygon","",1,-,0,24012895,34,93,119.0165344144805,890,149,58,102488399,246,435,507.96932509256,4111,592,329,93,169.55851169691158,149,77,58,435,658.3224656691574,592,389,329,1500394,33,43,66.45086141990345,636,77,38,7563071,240,277,334.9604056867,1102,381,259
"660dd7416cebf97155c8f336",0,1,1,28,"green blob, end, cell, line","polygon","",13,-,12,25336794,30,60,74.81218996551236,1453,85,46,139216989,230,356,411.067312916332,6249,466,289,60,97.8423142520712,85,54,46,356,509.9320530353833,466,327,289,1502600,29,41,44.93555429289153,270,47,37,9499651,231,255,284.0889679715302,2240,296,245
"660dd75b6cebf97155c8f339",0,1,1,27,"green blob, start, line","polygon","",-,-,-,6476838,27,52,71.68926128439554,1394,82,35,38859735,247,355,430.1212560600359,6333,483,284,52,101.12326709562181,82,44,35,355,548.3482046806179,483,322,284,614693,25,32,35.83379969686371,161,37,31,4949498,245,279,288.5331701060977,612,295,261
"660dd7646cebf97155c8f33c",0,1,1,27,"green blob, line","polygon","",-,-,-,10146909,26,67,98.27609952638767,1098,129,35,48283482,237,372,467.64115875214287,3360,575,259,67,149.12400201395383,129,51,35,372,634.5624145867798,575,314,259,940992,24,32,40.19958988380041,274,38,30,6446189,235,250,275.3840140123035,810,269,246
"660dd7736cebf97155c8f33f",0,1,1,27,"green blob, start, line","polygon","",-,-,-,22220388,25,88,109.96490290397293,1309,132,61,78980958,237,357,390.8632638517727,3640,429,304,88,150.11510772418396,132,76,61,357,462.15777598286246,429,334,304,1656258,27,49,63.153283001601466,584,72,35,8526959,235,284,325.13379852055215,1650,349,255
"660dd7856cebf97155c8f345",0,1,1,27,"green blob, start, line","polygon","",-,-,-,17712347,30,82,106.16112656133873,1076,129,55,79107671,241,407,474.1415394020762,3140,540,326,82,148.75111357364796,129,70,55,407,599.6406036112379,540,372,326,1134587,29,49,64.62305633080823,537,75,37,6177732,236,315,351.8671754855613,2017,394,265
"660dd7906cebf97155c8f348",0,1,1,27,"green blob, line","polygon","",-,-,-,18975182,27,52,64.55724531177704,1231,72,40,114039742,226,340,387.9852957186794,4734,428,281,52,85.39280956223143,72,46,40,340,479.1437211891493,428,315,281,1053092,26,35,37.719545829005334,404,39,32,7448749,225,248,266.79856012034816,1563,273,240
"660dd7aa6cebf97155c8f34b",0,1,1,26,"green blob, line","polygon","",-,-,-,4191131,26,58,71.25955963614724,1214,84,38,27002172,256,403,459.10349400663097,6076,525,316,58,98.36204576043069,84,50,38,403,577.3712166264985,525,366,316,694815,24,31,35.102303728402546,154,36,30,6018569,257,289,304.060270789128,1088,311,275
"660dd7bb6cebf97155c8f34e",0,1,1,26,"green blob, start, line","polygon","",-,-,-,10159249,26,71,98.50151253660145,1080,130,38,50324896,248,403,487.9374818204735,3355,597,284,71,147.65259068755282,130,55,38,403,651.6830207003219,597,348,284,876625,25,31,35.86405105756249,278,34,30,6814750,246,262,278.80170191874976,818,269,258
"660dd7cc6cebf97155c8f351",0,1,1,26,"green blob, line","polygon","",-,-,-,17691328,27,91,108.11258998521126,1190,129,64,64724145,250,367,395.53248634180324,2550,429,322,91,144.85860753976903,129,79,64,367,458.0218021355415,429,348,322,1195662,26,51,59.388168678289375,385,73,36,6525501,246,302,324.1196542989122,1189,357,271
"660dd82f6cebf97155c8f354",0,1,1,26,"green blob, start, line","polygon","",-,-,-,13851500,28,77,92.54013535452061,557,113,55,65268819,248,401,436.0527989524389,1675,494,335,77,125.25566098639415,113,67,55,401,525.0217791149494,494,373,335,1278558,28,54,75.43560092040828,646,95,34,6407658,244,328,378.05522449702045,1341,434,266
"660dd8466cebf97155c8f359",0,1,1,28,"green blob, end, cell, line","polygon","",3,-,2,22115433,34,96,111.46161289834839,890,136,67,94481022,241,441,476.1836270808868,4111,556,350,96,150.1548297924924,136,84,67,441,586.64975423116,556,403,350,1961299,33,62,91.00310876020787,580,119,39,8720490,239,332,404.62555679287306,3752,482,258
"660dd85c6cebf97155c8f35e",0,1,1,27,"green blob, line","polygon","",-,-,-,16247234,27,77,93.99451557103434,584,115,55,74191345,231,393,429.2164151041637,1723,494,323,77,127.65361795636478,115,67,55,393,522.3271699890128,494,363,323,1507896,28,51,76.90208078335374,517,99,34,7195176,229,305,366.9510403916769,1671,427,248
"660dd86c6cebf97155c8f361",0,1,1,26,"green blob, start, line","polygon","",-,-,-,14896331,29,72,94.6706429656369,859,113,50,71959310,252,393,457.3229572479012,2905,507,325,72,133.05391251490425,113,62,50,393,572.2875528955182,507,364,325,1173175,28,38,62.217596521001276,439,67,33,6551017,246,286,347.42347263470515,1326,375,265
"660dd87d6cebf97155c8f364",0,1,1,26,"green blob, line","polygon","",-,-,-,16259817,26,51,63.95811994052536,1021,70,40,102731054,237,351,404.0934208145508,3719,439,297,51,84.55939279486567,70,46,40,351,496.7109335996006,439,328,297,981485,25,35,39.90587517788168,363,43,32,7170253,235,265,291.53295385240904,1499,307,255
"660dd8996cebf97155c8f367",0,1,1,25,"green blob, line","polygon","",-,-,-,3072470,26,53,61.38801198801199,983,72,38,22208798,285,409,443.73222777222776,3937,499,342,53,82.25145953371236,72,47,38,409,535.5019269660778,499,382,342,590956,25,30,33.15879250364718,109,34,29,5707355,280,310,320.24211648524295,574,326,298
"660dd8a66cebf97155c8f36a",0,1,1,25,"green blob, line","polygon","",-,-,-,9539381,26,77,101.49141416290747,1119,133,42,48992345,269,449,521.2395203847136,3522,638,318,77,151.3522752231296,133,62,42,449,689.1971926601841,638,392,318,773196,24,30,32.58031350075847,130,32,29,6902299,266,283,290.84354458115627,726,287,279
"660dd8ac6cebf97155c8f36d",0,1,1,25,"green blob, line","polygon","",-,-,-,15049714,28,80,94.5025117423957,770,115,57,61878501,270,367,388.55713586014616,2448,420,328,80,126.55900939952546,115,71,57,367,441.6362246760358,420,351,328,917703,26,41,50.86481543066179,271,58,33,5853166,267,301,324.4189114288881,784,341,283
"660dd8b26cebf97155c8f370",0,1,1,25,"green blob, line","polygon","",-,-,-,14288244,29,76,92.39741591707137,545,114,54,70008062,266,416,452.71931401522255,1670,512,352,76,125.69111432912354,114,66,54,416,541.7192455607254,512,388,352,1345309,28,55,73.53826391166503,407,95,36,7127451,262,352,389.6059363725812,1187,444,293
"660dd8bd6cebf97155c8f373",0,1,1,25,"green blob, line","polygon","",-,-,-,10189364,27,79,101.68112644572842,545,123,55,50457191,268,437,503.5195541318644,2346,564,359,79,143.4024217585693,123,68,55,437,633.4486587183309,564,404,359,1232727,27,44,66.547559922263,440,82.25,33,7104924,265,326,383.55236450010796,1345,435.25,285
"660dd8c36cebf97155c8f376",0,1,1,25,"green blob, line","polygon","",-,-,-,13536302,26,49,60.35985909212521,671,68,38,92315773,253,365,411.6461830018728,2737,455,309,49,79.75809484019219,68,44,38,365,502.05495717568414,455,342,309,929404,26,35,41.615725607844894,436,43,31,7166164,255,288,320.87780414633056,2217,332,276
"660dd8d76cebf97155c8f379",0,1,1,24,"green blob, line","polygon","",-,-,-,2130239,26,52,55.4807532034587,474,67,39,14879166,247,370,387.51864777581,1825,441,309,52,68.5388973331491,67,47,39,370,450.5518400810649,441,346,309,542576,25,31,32.86745820208384,78,33,30,4588282,244,267,277.94293675793557,587,283,258
"660dd8e26cebf97155c8f37c",0,1,1,24,"green blob, start, line","polygon","",-,-,-,8841897,27,81,103.09566951168323,1337,136,46,42357032,238,429,493.8789235576699,3706,621,299,81,149.36669284486234,136,65,46,429,649.7633986373188,621,372,299,738750,25,32,36.768365518614374,220,34,30,5385351,235,251,268.0345908819431,863,258,247
"660dd8ed6cebf97155c8f37f",0,1,1,24,"green blob, line","polygon","",-,-,-,13536455,26,76,91.30644911064195,1017,109,55,51425224,234,322,346.8747613876279,2824,375,288,76,120.96544530238359,109,67,55,322,396.258308954007,375,308,288,857290,27,41,48.62953088660729,200,54,34,5059928,234,264,287.02297350955814,731,297,250
"660dd8f66cebf97155c8f382",0,1,1,24,"green blob, line","polygon","",-,-,-,11891705,29,81,96.12643380837288,628,118,58,53493130,237,397,432.4109806077165,1695,493,332,81,128.3462519494527,118,70,58,397,518.8157821860106,493,369,332,1089185,29,54,68.32172876677957,407,83,36,5545390,235,315,347.84782335967884,1949,386,261
"660dd9086cebf97155c8f385",0,1,1,24,"green blob, line","polygon","",-,-,-,7474071,30,82,102.45189987937273,701,125,58,35308671,242,420,483.99867035859194,2498,544,345,82,140.37047069933894,125,72,58,420,604.5006213032457,544,389,345,872326,28,38,57.28810665265647,326,66,34,5050365,240,272,331.6717015827149,1182,367,253
"660dd9176cebf97155c8f388",0,1,1,24,"green blob, line","polygon","",-,-,-,12690055,26,49,62.59985595682651,1223,70,38,79327399,231,338,391.3209005658134,6080,434,275,49,82.45033371896413,70,44,38,338,483.99750823173446,434,312,275,960914,26,34,38.76216216216216,464,39,32,6876551,228,252,277.39213392496976,2361,279,244
"660dd92f6cebf97155c8f38b",0,1,1,13,"green blob, line","polygon","",-,-,-,585014,29,43,45.739953088350276,131,51,34,4916550,318,374,384.4057857701329,742,412,334,43,54.7895647160565,51,39,34,374,423.4096281349092,412,357,334,195333,29,33,36.07923900997414,90,36,32,1850378,319,329,341.7765053564832,554,341,326
"660dd93d6cebf97155c8f38e",0,1,1,13,"green blob, line","polygon","",-,-,-,538474,29,39,41.96664328579222,113,47,34,4733528,327,359,368.91341282830643,632,379,343,39,47.780188293082276,47,37,34,359,387.9983626688498,379,352,343,315817,29,33,35.381693927851224,100,36,32,3106738,325,340,348.0548958099933,557,350,336
"660dd9436cebf97155c8f391",0,1,1,13,"green blob, line","polygon","",-,-,-,1121847,29,44,46.324771854482385,166,54,36,9599281,318,383,396.38605112111327,991,431,345,44,55.120483783991986,54,40,36,383,439.5802326477159,431,367,345,257279,28,33,36.680781294553746,181,37,32,2433090,316,336,346.890504704876,604,352,328
"660dd9476cebf97155c8f394",0,1,1,13,"green blob, line","polygon","",-,-,-,1589907,26,44,69.03934169959616,826,63,32,11941982,317,395,518.5627686829649,4796,485,340,44,101.1814466693911,63,37,32,395,671.8043318348999,485,362,340,279611,25,30,34.955744468058505,337,32,29,2780691,318,335,347.62982872859106,783,340,330
"660dd95d6cebf97155c8f397",0,1,1,13,"green blob, line","polygon","",-,-,-,916163,28,38,43.243793070895876,183,46,34,8302430,323,365,391.882847163221,1182,414,338,38,51.24431522305155,46,36,34,365,435.1762714806457,414,351,338,285661,28,33,34.04373733762365,104,34,32,2846882,321,334,339.27803599094267,709,338,331
"660dd9a06cebf97155c8f39a",0,1,1,23,"green blob, line","polygon","",-,-,-,1341881,25,40,43.17784284703006,192,51,31,11222128,258,338,361.0955659952378,1109,408,288,40,52.77512666431012,51,35,31,338,418.1271356191823,408,314,288,431517,25,29,30.29252369252369,67,31,28,4032287,254,275,283.0668304668305,524,289,267
"660dd9ab6cebf97155c8f39d",0,1,1,23,"green blob, line","polygon","",-,-,-,7056073,26,72,90.6822043155852,787,115,45,38066365,247,430,489.21572785338833,2519,587,322,72,128.5334455982786,115,60,45,430,629.0781644681448,587,386,322,639260,25,31,39.12479343901096,516,37,29,4777795,245,263,292.416610563682,1311,288,258
"660dd9b26cebf97155c8f3a0",0,1,1,23,"green blob, line","polygon","",-,-,-,8633923,27,66,78.50876570825831,871,92,48,36879376,248,315,335.34631822067036,2788,354,288,66,103.84662727720335,92,58,48,315,375.7936320367635,354,303,288,714302,27,36,47.833790932833324,719,54,32,4369139,245,269,292.58280318757113,1357,300,261
"660dd9b86cebf97155c8f3a3",0,1,1,23,"green blob, line","polygon","",-,-,-,11108088,28,75,89.3040800739639,733,110,54,54855124,245,404,441.010764963621,2535,509,337,75,119.27811012619536,110,66,54,404,530.9538593656755,509,375,337,1044253,28,39,62.88786510087323,862,72,32,5792267,243,283,348.8266787112316,1365,367,259
"660dd9c66cebf97155c8f3a6",0,1,1,23,"green blob, start, line","polygon","",-,-,-,10108368,28,76,91.82246607198009,733,117,50,51007388,248,415,463.3412786367022,2535,539,330,76,127.55192205018686,117,65,50,415,579.6089161772558,539,378,330,803395,28,39,57.173000284656986,399,63,32,4868496,245,291,346.4628522630231,1149,380,264
"660dd9d46cebf97155c8f3a9",0,1,1,23,"green blob, line","polygon","",-,-,-,10392793,27,47,58.41765549028976,629,64,37,70297134,240,344,395.1386076838762,2595,433,287,47,76.40119500046599,64,43,37,344,485.6187182222038,433,320,287,727612,26,33,35.23544794188862,173,36,31,5643444,238,261,273.2902663438257,808,274,254
"660e15d66cebf97155c91681",0,1,1,22,"green blob, line","polygon","",-,-,-,841509,25,39,41.94541920047852,121,50,31,7549634,282,359,376.3151231183332,822,423,309,39,50.81059229651163,50,35,31,359,428.3520167151163,423,335,309,275499,24,29,30.30792079207921,71,30,28,2790040,279,299,306.93509350935096,492,310,291
"660e15e26cebf97155c91684",0,1,1,22,"green blob, line","polygon","",-,-,-,6224264,27,61,71.49724315383202,702,87,43,29721797,266,328,341.4100923543466,1167,363,301,61,94.52991114263068,87,54,43,328,375.487046848275,363,316,301,725658,26,38,50.28118070953437,954,52,32,4459872,265,291,309.02660753880264,1684,314,281
"660e15ec6cebf97155c91687",0,1,1,22,"green blob, line","polygon","",-,-,-,6201824,26,72,87.9579060829114,736,111,41,35698621,266,455,506.29878455232665,2648,605,324,72,125.4407025542718,111,60,41,455,651.3403191544479,605,403,324,593198,25,30,33.935812356979405,169,33,29,5179124,263,281,296.28855835240273,750,294,275
"660e16096cebf97155c9168a",0,1,1,22,"green blob, line","polygon","",-,-,-,8711830,28,80,92.08635907193066,434,116,56,45048478,267,443,476.1743882458644,1482,556,366,80,122.80361330001922,116,70,56,443,572.283951566404,556,411,366,822760,28,45,59.70682148040638,354,70,34,5133665,264,324,372.54462989840346,1390,400,286
"660e16386cebf97155c9168d",0,1,1,22,"green blob, line","polygon","",-,-,-,4555594,29,76,90.1383854372774,485,116,50,25279473,266,449,500.1874356944994,1879,586,355,76,124.8312481601413,116,65,50,449,626.8971886959082,586,410,355,747100,26,35,51.428374750464656,326,52,32,5115250,263,297,352.1201899910511,1062,361,285
"660e16586cebf97155c91690",0,1,1,22,"green blob, line","polygon","",-,-,-,7739784,26,49,59.87393631834638,677,68,37,55140110,259,376,426.5565337129065,4821,476,310,49,78.3932245602615,68,44,37,376,522.9314814552762,476,348,310,796242,26,33,35.41686682679477,151,36,31,6646216,252,283,295.6238768792812,872,296,275
"660e16676cebf97155c91693",0,1,1,21,"green blob, line","polygon","",-,-,-,751951,27,39,41.22086394035742,106,47,32,6422277,283,335,352.0599166758031,686,386,303,39,49.09354215833512,47,36,32,335,395.55181291568334,386,319,303,322261,27,31,31.737344888713807,62,32,30,3062089,280,297,301.5648020484538,454,304,291
"660e16826cebf97155c91696",0,1,1,21,"green blob, line","polygon","",-,-,-,5532157,28,81,97.22937537347534,600,121,56,30351490,265,480,533.4368519104362,2480,630,378,81,133.97637846655792,121,71,56,480,673.4352039151713,630,438,378,795450,27,33,36.36675353175148,208,36,31,6488402,262,282,296.63978420884195,1017,295,276
"660e169b6cebf97155c91699",0,1,1,21,"green blob, line","polygon","",-,-,-,4627870,29,63,71.0373463091163,334,85,48,21743165,265,323,333.75543002747634,822,354,299,63,92.04431285044055,85,57,48,323,365.6072205057787,354,313,299,562074,27,37,42.77579908675799,280,46,34,3876971,263,284,295.05106544901065,808,301,277
"660e16a66cebf97155c9169c",0,1,1,21,"green blob, line","polygon","",-,-,-,7429203,32,77,89.53867569782577,513,113,55,38681071,271,429,466.1942703562648,1558,547,350,77,120.45858167832482,113,67,55,429,569.011830593104,547,395,350,1045724,31,43,61.52041416637251,438,69,36,6244631,268,311,367.37445581833157,1362,395,280
"660e16ad6cebf97155c9169f",0,1,1,21,"green blob, line","polygon","",-,-,-,6273827,31,84,95.30635899617184,427,119,59,33292267,268,467,505.7462933706022,1456,597,374,84,128.58033150427886,119,74,59,467,626.8065277343417,597,429,374,771839,31,42,63.384988092305164,365,73,35,4606637,265,311,378.3063973063973,1558,420,281
"660e16c06cebf97155c916a2",0,1,1,21,"green blob, line","polygon","",-,-,-,6368962,29,51,62.190821208866325,478,71,40,43249659,252,371,422.3187091104384,2445,469,308,51,82.19745234740043,71,46,40,371,524.9300786175183,469,343,308,810060,28,34,35.5523370638578,125,36,33,6460537,252,275,283.5434276936581,692,283,268
"660e16cf6cebf97155c916a5",0,1,1,20,"green blob, line","polygon","",-,-,-,631829,27,36,39.29040482557055,106,44,32,5656005,288,334,351.7197313599901,732,372,312,36,45.15231564748201,44,34,32,334,383.845660971223,372,323,312,276156,26,31,31.172367084321028,47,32,30,2729964,284,308,308.1571283440569,420,315,297
"660e16e26cebf97155c916a8",0,1,1,20,"green blob, line","polygon","",-,-,-,3897211,29,57,64.18754529283879,540,76,43,20297252,272,323,334.2982409908426,1154,352,302,57,81.76524647462938,76,51,43,323,362.73894178618775,352,315,302,555273,27,35,39.51277307336512,149,41,33,4183582,272,290,297.70027752081404,542,303,284
"660e16ea6cebf97155c916ab",0,1,1,20,"green blob, line","polygon","",-,-,-,4558072,26,71,84.691044221479,444,103,50,27245402,270,453,506.23192121887774,1773,587,364,71,115.53215913374224,103,62,50,453,632.6037076380085,587,415,364,592433,26,32,37.59808339150854,249,38,30,4852016,268,286,307.9276512026401,1223,312,281
"660e16f26cebf97155c916ae",0,1,1,20,"green blob, line","polygon","",-,-,-,6342786,30,72,83.24521615875265,602,103,52,35604493,271,434,467.28735858466547,1993,543,355,72,110.82033194018312,103,64,52,434,566.8523663421352,543,399,355,861540,29,42,56.58347563378432,279,67,34,5608224,267,316,368.332063575463,1264,405,283
"660e16f76cebf97155c916b1",0,1,1,20,"green blob, line","polygon","",-,-,-,5762265,30,79,89.51925616368128,593,110,58,32618251,270,469,506.738507666734,1993,589,388,79,117.37883483551789,110,70,58,469,613.1567484575361,589,436,388,586542,29,40,52.90358077027149,256,59,34,3974730,267,316,358.50365292685126,954,394,289
"660e17046cebf97155c916b4",0,1,1,20,"green blob, line","polygon","",-,-,-,5211760,29,50,59.88188524025094,534,68,38,36058959,269,368,414.3088792885539,2677,458,305,50,77.56606435852076,68,45,38,368,502.6699941032769,458,342,305,776336,26,34,36.833325425819616,143,37,33,6292866,266,283,298.5655453812212,637,299,278
"660e174e6cebf97155c916b7",0,1,1,19,"green blob, line","polygon","",-,-,-,2887192,29,53,59.3535071129019,404,69,41,16639156,281,329,342.05978126798783,1488,356,311,53,74.42265131823245,69,48,41,329,369.46528035647975,356,321,311,480032,28,34,37.15993187799969,125,40,33,3918596,281,297,303.34386127883573,631,309,292
"660e17566cebf97155c916ba",0,1,1,19,"green blob, line","polygon","",-,-,-,418337,26,36,38.79237759643917,119,43,32,3892265,299,345,360.9296179525223,785,380,321,36,44.556816257408975,43,34,32,345,393.58628281117694,380,335,321,213022,25,31,31.152676221117286,78,32,30,2189581,297,317,320.2078093009652,556,325,308
"660e175c6cebf97155c916bd",0,1,1,19,"green blob, line","polygon","",-,-,-,3975268,26,66,79.26755732801595,544,95,47,25283677,281,452,504.16105682951144,2664,580,364,66,107.4817443849878,95,58,47,452,624.8492956208365,580,418,364,508015,26,31,36.79135283893395,317,37,30,4391609,277,295,318.0481604866744,1361,320,289
"660e17686cebf97155c916c0",0,1,1,19,"green blob, line","polygon","",-,-,-,4709854,30,68,76.74771868074566,333,94,51,28518033,281,440,464.7052698474775,1439,530,369,68,99.29661620658949,94,61,51,440,549.5420005936479,530,412,369,609911,29,39,54.170974331645795,396,59,34,4260233,276,317,378.38467004174436,1328,397,292
"660e17776cebf97155c916c3",0,1,1,19,"green blob, line","polygon","",-,-,-,4269750,30,64,72.58023390222343,396,89,46,27628383,279,435,469.64681784184404,1512,539,356,64,95.95599068186111,89,57,46,435,570.0300006296039,539,404,356,647832,29,34,44.885470796092285,197,44,33,4897784,274,298,339.34622046698536,1051,344,291
"660e17896cebf97155c916c6",0,1,1,19,"green blob, line","polygon","",-,-,-,4475347,28,47,54.41812986381323,365,61,37,32872889,278,362,399.7189810311284,2147,440,308,47,68.91425617512867,61,42,37,362,474.0957678735981,440,339,308,734928,28,34,35.009908536585364,98,36,33,6286648,275,292,299.4782774390244,774,298,288
"660e17a16cebf97155c916c9",0,1,1,18,"green blob, line","polygon","",-,-,-,3211606,29,60,67.50475029426602,321,81,46,21227153,298,427,446.17355389271904,1191,503,363,60,86.38736842105263,81,54,46,427,518.7222966507177,503,402,363,518095,29,36,46.02425157679666,145,50,33,4160595,293,320,369.60069290219417,887,387,305
"660e17a56cebf97155c916cc",0,1,1,18,"green blob, line","polygon","",-,-,-,2273900,28,46,53.99263920218449,587,61,37,14760854,298,337,350.4892318651312,1255,361,319,46,67.24308416715715,61,42,37,337,375.4849911712772,361,330,319,398319,28,34,38.18607995398332,160,39,32,3370024,298,313,323.0777490173521,619,326,307
"660e17b56cebf97155c916cf",0,1,1,18,"green blob, line","polygon","",-,-,-,3370628,26,64,76.17066280988,516,92,44,22804721,292,461,515.3492802422544,2359,592,370,64,103.50715257451458,92,55,44,461,638.7890093581234,592,424,370,516969,25,31,35.2398773006135,96,37,30,4826168,290,310,328.98214042263123,665,336,303
"660e17c36cebf97155c916d2",0,1,1,18,"green blob, line","polygon","",-,-,-,2656504,28,59,64.65558449144498,257,77,45,18934139,295,438,460.83040864507024,1503,519,372,59,82.16766386854796,77,53,45,438,540.5107161993213,519,413,372,477670,28,34,41.83482221054475,140,43,33,4046513,290,317,354.39770537747415,870,356,310
"660e17d56cebf97155c916d5",0,1,1,18,"green blob, line","polygon","",-,-,-,3232563,29,46,53.11386602257603,475,59,38,25087229,295,377,412.2053367509571,1948,450,331,46,65.90575103709672,59,42,38,377,478.31444175843853,450,358,331,489401,28,34,36.50883998508019,148,38,33,4345972,291,309,324.2052965311451,1201,330,305
"660e17e86cebf97155c916d8",0,1,1,17,"green blob, line","polygon","",-,-,-,1439686,29,44,51.11432223247888,307,59,36,10359441,322,357,367.7995100475751,712,380,340,44,62.22985738099648,59,41,36,357,389.1896030129036,380,350,340,393084,28,34,38.32722308892356,160,40,32,3581582,319,336,349.21821372854913,1394,351,329
"660e17fc6cebf97155c916db",0,1,1,18,"green blob, line","polygon","",-,-,-,274608,27,37,39.11237715425153,109,44,32,2682567,315,368,382.077624270047,817,404,342,37,44.93653695481849,44,35,32,368,414.9563854792374,404,358,342,165180,26,30,31.048872180451127,73,32,29,1785635,312,333,335.6456766917293,537,341,325
"660e18096cebf97155c916de",0,1,1,17,"green blob, line","polygon","",-,-,-,167120,26,35,36.92443658859921,80,42,31,1764578,339,375.5,389.8758285461776,834,418,353,35,41.818001586042826,42,33,31,375.5,418.2038065027756,418,364,353,145015,26,30,30.593881856540083,47,31,29,1687608,334,351,356.0354430379747,490,358,346
"660e18136cebf97155c916e1",0,1,1,17,"green blob, line","polygon","",-,-,-,3045035,27,59,73.20675561966583,592,88,42,21876714,313,467,525.9457627118644,2719,605,382,59,99.20662130332374,88,52,42,467,645.9858239553346,605,432,382,468097,25,30,32.74779627815867,99,32,29,4856424,309,327,339.75262347838253,792,337,322
"660e18176cebf97155c916e4",0,1,1,17,"green blob, line","polygon","",-,-,-,2139156,29,57,63.93556100185307,352,72,45,15157089,317,434,453.0183812541096,1202,493,382,57,80.31445323005755,72,52,45,434,515.6601581410359,493,415,382,395627,29,39,49.34850941748784,276,56,33,3260735,312,355,406.7275788948484,1517,442,327
"660e181e6cebf97155c916e7",0,1,1,17,"green blob, line","polygon","",-,-,-,2652426,29,55,61.038453572661375,280,73,41,20429487,322,443,470.1297204004142,1572,528,376,55,78.29364741899822,73,49,41,443,551.8746066842418,528,415,376,457746,28,35,44.183976833976836,190,49,32,3955715,315,340,381.8257722007722,1133,404,332
