"Id",Channel,XY,Z,Time,"Tags","Shape","Name",red intensity measurements / TotalIntensity,red intensity measurements / MinIntensity,red intensity measurements / MedianIntensity,red intensity measurements / MeanIntensity,red intensity measurements / MaxIntensity,red intensity measurements / 75thPercentileIntensity,red intensity measurements / 25thPercentileIntensity,green intensity measurements / TotalIntensity,green intensity measurements / MinIntensity,green intensity measurements / MedianIntensity,green intensity measurements / MeanIntensity,green intensity measurements / MaxIntensity,green intensity measurements / 75thPercentileIntensity,green intensity measurements / 25thPercentileIntensity,green red Colony two color intensity / Channel 2 / MedianIntensity,green red Colony two color intensity / Channel 2 / MeanColonyIntensity,green red Colony two color intensity / Channel 2 / 75thPercentileIntensity,green red Colony two color intensity / Channel 2 / 40thPercentileIntensity,green red Colony two color intensity / Channel 2 / 25thPercentileIntensity,green red Colony two color intensity / Channel 1 / MedianIntensity,green red Colony two color intensity / Channel 1 / MeanColonyIntensity,green red Colony two color intensity / Channel 1 / 75thPercentileIntensity,green red Colony two color intensity / Channel 1 / 40thPercentileIntensity,green red Colony two color intensity / Channel 1 / 25thPercentileIntensity,red 90 / 90.0thPercentileIntensity,colony Blob Parent and child / parentId,colony Blob Parent and child / childId,colony Blob Parent and child / annotationId,colony Blob Blob metrics / Perimeter,colony Blob Blob metrics / Centroid / y,colony Blob Blob metrics / Centroid / x,colony Blob Blob metrics / Area,red annulus / TotalIntensity,red annulus / MinIntensity,red annulus / MedianIntensity,red annulus / MeanIntensity,red annulus / MaxIntensity,red annulus / 75thPercentileIntensity,red annulus / 25thPercentileIntensity,green annulus / TotalIntensity,green annulus / MinIntensity,green annulus / MedianIntensity,green annulus / MeanIntensity,green annulus / MaxIntensity,green annulus / 75thPercentileIntensity,green annulus / 25thPercentileIntensity,green 90 / 90.0thPercentileIntensity
"663e304840dcff8796f21303",0,1,1,28,"green blob, colony","polygon","",61658355,25,63,75.27876840356161,1178,90,45,289686786,221,330,353.6789859681809,3998,388,288,63,100.09497214031053,90,55,45,330,409.1575597141677,388,313,288,127,13,-,12,4217.65765765766,3514.0017365431763,1630.0664200111698,819087.8013148285,1746882,24,36,44.16895069532238,413,47,31,11638028,220,270,294.26113780025287,1686,298,252,461
"663e304840dcff8796f21304",0,1,1,28,"green blob, colony","polygon","",88730381,27,94,110.1909500497987,1079,139,65,358100043,234,408,444.71108436966773,2554,515,338,94,150.29695837350408,139,81,65,408,540.1301992853248,515,378,338,192,17,-,16,4296.936936936938,5501.728568002864,2313.979666966945,805197.5002029059,1997904,27,44,50.27564860716173,944,57,35,12101450,233,291,304.52326429955457,1966,322,265,636
"663e304840dcff8796f21305",0,1,1,28,"green blob, colony","polygon","",70168464,25,61,76.9306698826883,1244,90,44,407105396,229,384,446.33855498300625,5764,503,311,61,105.0265634732525,90,53,44,384,564.0409686213285,503,352,311,137,23,-,22,4534.774774774775,3895.133247911641,5510.680741380855,912108.8223358502,2184792,25,37,51.78950362679562,1057,53,32,14019876,228,274,332.3348030152183,5313,332,253,694
"663e304840dcff8796f21306",0,1,1,28,"green blob, colony","polygon","",42962704,25,52,75.23826402485368,1848,86,35,209338621,229,313,366.60342508694936,5778,399,261,52,107.72721390245856,86,44,35,313,451.3741683350685,399,289,261,141,-,-,-,4550.630630630629,3761.9143970569817,3987.968574100915,570885.0904959006,1945860,24,32,45.526777567207134,834,47,30,12784074,226,253,299.1056362743034,4419,308,245,528
"663e304840dcff8796f21307",0,1,1,28,"green blob, colony","polygon","",14677859,25,85,115.57824323792275,1449,151,38,66244219,230,429,521.6285601795346,5237,633,272,85,178.58568637897355,151,65,38,429,723.9640087610253,633,362,272,236,9,-,8,2029.5495495495488,2885.9677886694226,3188.5922141835044,127023.97532667796,872608,25,31,46.402977931401225,444,45,29,5592105,231,248,297.3733049720819,1845,298,241,896
"663e304840dcff8796f21308",0,1,1,28,"green blob, colony","polygon","",96279863,26,71,85.0641542607236,1161,102,51,514100914,236,410,454.2129381101736,4859,520,337,71,114.32224570549816,102,62,51,410,557.3530199367084,520,379,337,145,21,-,20,5026.306306306305,5099.192450278399,4496.396596463222,1132090.9666423178,2202178,25,41,46.77424013933434,294,52,34,14787124,235,294,314.07837556551476,1224,336,265,661
"663e304840dcff8796f21309",0,1,1,28,"green blob, colony","polygon","",137031122,30,95,125.1145834950171,2037,154,63,726749552,267,565,663.5497555341499,9769,782,441,95,178.7033395223013,154,80,63,565,862.3768123734552,782,512,441,240,1,-,0,5406.846846846859,882.5943506189077,2579.157508532686,1095448.226604986,3101367,30,51,61.312436984757724,507,67,40,22198791,262,398,438.8587272403772,2477,520,320,1079
"663e304840dcff8796f2130a",0,1,1,28,"green blob, colony","polygon","",30645904,27,62,77.64786484171907,1240,88,46,186891415,265,428,473.5288386988887,6347,523,361,62,103.03885517780952,88,55,46,428,569.4552132895443,523,401,361,129,49,-,48,3012.612612612604,1422.7673768763984,6203.110793292496,394333.7066796527,1463978,28,45,51.81672742717588,434,57,39,10860451,266,372,384.39992213216294,1483,430,317,665
"663e304840dcff8796f2130b",0,1,1,28,"green blob, colony","polygon","",27192291,19,70,91.30260957740425,2471,98,54,185972541,160,572,624.4335316594253,9077,693,453,70,122.48301522312262,98,64,54,572,766.6600493263192,693,524,453,148,45,-,44,2869.9099099099103,2999.7100688700566,7555.961195471547,297792.9713497283,1486200,0,46,55.29017857142857,494,59,41,11997761,0,395,446.345275297619,3250,473,353,893
"663e304840dcff8796f2130c",0,1,1,28,"green blob, colony","polygon","",18176861,44,109,127.228357644819,906,156,78,109585910,396,734,767.0430747263208,4414,883,578,109,168.1719779612973,156,96,78,734,926.7202949946621,883,682,578,214,15,-,14,1950.2702702702718,5147.438278577744,454.1032013095353,142862.68971674377,1467247,43,73,79.99820075241263,406,97,54,11253527,394,572,613.5721607327845,1771,733,450,1085
"663e304840dcff8796f2130d",0,1,1,28,"green blob, colony","polygon","",13060931,32,58,77.33990419062394,1233,87,44,80075034,294,412,474.16186928948287,3589,514,357,58,105.79922729212954,87,51,44,412,576.9328094388565,514,387,357,132,19,-,18,2314.954954954954,5907.823415373683,1436.832156057769,168820.58274490695,1038385,32,44,48.36446204005589,209,49,38,8138770,292,368,379.07638565440146,1090,395,321,674
"663e304840dcff8796f2130e",0,1,1,28,"green blob, colony","polygon","",8373505,29,51,68.25373730457606,1354,71,41,57528998,277,400,468.9277807665346,6262,493,353,51,91.68015408413964,71,46,41,400,572.5260396129697,493,375,353,102,25,-,24,1760,6307.0401276852945,1968.212636599733,122750.03652300964,713901,29,40,43.24314010539705,239,44,37,5843495,277,344,353.9581440426434,1308,368,315,631
"663e304840dcff8796f2130f",0,1,1,28,"green blob, colony","polygon","",90234726,30,122,154.69163752314338,2861,200,76,408856795,253,598,700.9133837344854,10567,873,431,122,223.00809144941664,200,102,76,598,938.1388754363345,873,525,431,299,39,-,38,3852.972972972977,4621.1299069784145,6272.85060731457,583329.7946595249,2455758,29,52,68.65220429957228,558,81,37,13579958,250,329,379.6359620921976,2704,428,277,1197
"663e304840dcff8796f21310",0,1,1,28,"green blob, colony","polygon","",63772415,35,124,167.3825453151985,1672,208,79,286386598,292,624,751.6748066918987,5796,890,490,124,243.66777980313526,208,104,79,624,985.8318483412322,890,561,490,335,35,-,34,2901.62162162162,5411.604780824387,6890.558362355101,380946.2218975731,1988376,35,61,71.98262317633856,551,80,50,12869789,290,441,465.90844586033376,1844,513,392,1268
"663e304840dcff8796f21311",0,1,1,28,"green blob, colony","polygon","",27415240,30,71,87.39652138430543,1191,105,50,131604406,254,381,419.5391790568973,3287,461,327,71,119.4651645315833,105,62,50,381,500.742239681078,461,358,327,151,37,-,36,2600.3603603603624,5377.423199372665,6278.486428666936,313380.27757487225,1322552,30,41,54.01699068779611,387,63,36,8262355,253,314,337.45936121548766,1275,367,277,567
"663e304840dcff8796f21312",0,1,1,28,"green blob, colony","polygon","",60622120,26,62,82.5860434195039,1916,95,43,353221806,234,391,481.1971505950564,7902,533,311,62,115.00563306510391,95,53,43,391,621.9023552635805,533,356,311,152,5,-,4,4043.243243243244,1444.5762958884584,3704.979330096163,734300.3976949924,2059315,25,42,54.56873708198633,723,60,33,13241820,232,306,350.88822937092584,2808,388,267,782
"663e304840dcff8796f21313",0,1,1,28,"green blob, colony","polygon","",19604401,19,46,59.14149745235804,1054,67,34,126452543,230,327,381.4751978231161,4321,424,267,46,80.26861161382577,67,40,34,327,476.4257378734053,424,301,267,99,7,-,6,2774.774774774777,1977.693263147467,4104.218977179339,331418.8134080026,1335239,24,36,51.250873219974665,511,57,30,8839719,229,279,339.29754730741183,1426,374,243,561
"663e304840dcff8796f21314",0,1,1,28,"green blob, colony","polygon","",16801277,22,30,39.17294707391,629,38,28,121872463,218,248,284.1512310561902,2747,288,237,30,48.355621301775145,38,29,28,248,323.4993439670697,288,244,237,58,47,-,46,3298.0180180180214,2629.210629152013,4635.594457294338,428902.3293563838,1132600,23,29,36.93220725861676,528,32,28,8340464,222,241,271.96869599243485,1865,260,233,374
"663e304840dcff8796f21315",0,1,1,28,"green blob, colony","polygon","",24790328,30,86,111.65858777852345,1116,122,62,115249833,282,467,519.098964503038,2900,564,394,86,150.45574738362737,122,76,62,467,621.2212905606457,564,438,394,187,43,-,42,2521.081081081089,1949.7238648215155,6880.599954610707,222056.2616670727,1554528,28,53,66.07982996811903,523,75,42,9895841,276,382,420.6521147715197,1498,488,325,711
"663e304840dcff8796f21316",0,1,1,28,"green blob, colony","polygon","",36789286,26,60,70.24770673734218,1832,80,47,224816662,239,399,429.2786476433432,4029,475,346,60,89.14952135344234,80,55,47,399,501.698294019956,475,377,346,107,41,-,40,3630.990990990997,1128.6394374693912,5285.203148666481,523746.0595730868,1614099,26,42,47.07474918338777,370,53,35,11531289,238,334,336.30684204386375,1179,367,277,575
"663e304840dcff8796f21317",0,1,1,28,"green blob, colony","polygon","",25545190,27,48,67.87290630446796,1791,70,38,155137263,245,346,412.19567816605024,7584,425,303,48,91.63871670057614,70,44,38,346,502.15937612899546,425,327,303,118,11,-,10,3187.027027027027,934.1313729826019,4733.100052799504,376420.87492898304,1623897,27,43,53.89992697822623,338,57,35,10918719,243,330,362.4110130111524,1511,392,276,593
"663e304840dcff8796f21318",0,1,1,27,"green blob, colony","polygon","",32789519,20,45,65.02889356047835,1273,75,31,175033145,221,297,347.1295738056046,4482,377,254,45,92.0693747886341,75,38,31,297,421.39564460306383,377,276,254,121,-,-,-,5972.391570820748,3749.481965286554,3966.979191068261,504364.90952762286,1727100,22,28,33.77596119998435,284,33,27,13382482,219,243,261.71396722337386,1141,261,236,495
"663e304840dcff8796f21319",0,1,1,27,"green blob, colony","polygon","",54988450,21,52,66.23606190879427,976,76,38,338635243,220,352,407.90138510628304,4433,456,289,52,90.57424395587758,76,46,38,352,511.5554536264735,456,325,289,119,-,-,-,4914.550997391221,3888.4387624999936,5517.24300977892,830178.5244408717,1525220,22,30,36.060620389634956,454,37,28,11663478,222,251,275.7584168715718,1846,283,242,629
"663e304840dcff8796f2131a",0,1,1,27,"green blob, colony","polygon","",81388818,25,91,120.9011163350342,2082,155,55,390637623,242,486,580.2827202032131,7061,716,353,91,178.68087928119095,155,74,55,486,780.2788009902413,716,426,353,241,-,-,-,4644.581267713902,4682.723995891661,6259.916982656044,673202.4308885818,1896958,25,36,47.53208549449999,793,55,32,12523566,240,281,313.8030519431707,1810,344,259,993
"663e304840dcff8796f2131b",0,1,1,27,"green blob, colony","polygon","",76631163,21,56,67.94488505935666,779,82,40,453314348,227,363,401.93036442128914,5163,459,299,56,92.30501191985131,82,49,40,363,493.04042569959347,459,335,299,118,-,-,-,5217.578244988213,5120.10993274738,4519.297681278156,1127700.774753543,1609975,21,30,35.14308478128002,258,37,27,12577940,227,255,274.55557495852617,1089,284,244,583
"663e304840dcff8796f2131c",0,1,1,27,"green blob, colony","polygon","",33571172,28,99,127.94379358969474,1676,159,67,170691597,284,562,650.5263043561112,4728,764,451,99,180.39670453911003,159,85,67,562,828.5837683546424,764,515,451,238,-,-,-,2964.1574401305825,5398.355741562887,6891.77337335743,262362.94446651434,1458264,28,51,55.75895690742936,546,62,39,10835866,279,389,414.32592819179445,3089,469,325,1025
"663e304840dcff8796f2131d",0,1,1,27,"green blob, colony","polygon","",16675038,26,63,76.95626771028512,679,90,45,83732352,252,353,386.4296619008501,3054,416,309,63,103.60270209148247,90,55,45,353,452.3817185837891,416,335,309,130,-,-,-,2787.8506778923365,5391.249381466648,6258.627931360052,216685.44351939045,976058,26,33,40.84950196702101,294,44,31,7193529,247,290,301.0600569180547,767,314,268,508
"663e304840dcff8796f2131e",0,1,1,26,"green blob, colony","polygon","",26995819,21,47,64.69457991137867,1107,74,32,151074356,232,317,362.0446557595481,4999,392,273,47,90.815903808797,74,40,32,317,433.22260042319965,392,297,273,118,-,-,-,4628.052508754077,3762.6115338507643,3978.645228959579,417206.56123426615,1471258,17,29,36.84131714035308,895,37,27,11677255,230,260,292.4065356203831,5836,290,253,503
"663e304840dcff8796f2131f",0,1,1,26,"green blob, colony","polygon","",45569962,22,50,64.25453955809986,1021,74,38,296167487,233,361,417.6019613372626,4449,466,302,50,87.82002618486514,74,45,38,361,519.8088164440953,466,335,302,115,-,-,-,4380.121124356531,3882.0299628321713,5514.274480959595,709249.6363211821,1570637,22,32,41.146311432463584,480,43,28,11577140,233,272,303.28879807188514,1438,317,255,640
"663e304840dcff8796f21320",0,1,1,26,"green blob, colony","polygon","",66360238,20,56,67.4551703247107,1250,82,40,414198720,239,384,421.03292646233666,5418,480,318,56,91.27847742153666,82,49,40,384,512.9234727715099,480,355,318,116,-,-,-,5107.386518589312,5137.852576554849,4511.132118719991,983709.2640423438,1510125,22,30,33.97662331818386,252,37,27,12785756,238,273,287.6694415695451,1017,301,257,602
"663e304840dcff8796f21321",0,1,1,26,"green blob, colony","polygon","",72442470,21,95,124.25724351805476,1511,159,59,355388407,253,520,609.5814213967657,4636,745,386,95,181.63005109817945,159,79,59,520,806.6448660550224,745,459,386,244,-,-,-,4302.986915877287,4653.927766864207,6290.4571464942,582940.2284853416,1949342,25,42,52.001867363815826,457,59,32,13145157,253,318,350.6684362161874,1509,380,281,1016
"663e304840dcff8796f21322",0,1,1,26,"green blob, colony","polygon","",25885354,29,91,113.64091104652694,1898,137,63,143966053,292,562,632.034370582399,5825,731,458,91,157.21153753551306,137,78,63,562,785.9774642461598,731,519,458,201,-,-,-,2600.5247430141917,5388.973190882249,6902.874527789217,227750.03836586137,1171012,28,49,52.13302466387677,208,57,39,9546787,289,406,425.01945507969015,1076,484,349,938
"663e304840dcff8796f21323",0,1,1,26,"green blob, colony","polygon","",14549839,25,60,72.51497164159764,1058,86,44,78327701,263,361,390.3775853991607,4176,419,319,60,97.04547464556128,86,53,44,361,451.61195390266136,419,344,319,122,-,-,-,2407.689221816101,5379.931732944399,6251.224522351336,200642.53988054424,855380,25,32,40.59705742762221,316,44,30,6748736,258,303,320.30071191267206,903,335,281,506
"663e304840dcff8796f21324",0,1,1,25,"green blob, colony","polygon","",57883646,21,55,65.74511855069994,1326,80,39,388522723,253,403,441.289971320669,4601,504,335,55,89.02702674278214,80,48,39,403,535.8098178865756,504,374,335,114,-,-,-,4743.753821472925,5185.981536618855,4525.2888344179055,880386.5899444702,1394806,20,29,33.638963920509354,457,37,26,12700892,253,289,306.31130619332436,2337,323,273,633
"663e304840dcff8796f21325",0,1,1,25,"green blob, colony","polygon","",40833559,20,46,58.307916933810645,657,67,34,289044130,248,361,412.7379913723799,2247,459,303,46,79.9492465324504,67,41,34,361,508.75001931968075,459,336,303,105,-,-,-,4550.9183002748305,3969.0087371955897,5534.41145288285,700332.6960299595,1323909,21,28,33.518380677502655,393,36,26,11755639,247,277,297.6261836042331,1336,307,267,618
"663e304840dcff8796f21326",0,1,1,25,"green blob, colony","polygon","",65648111,24,94,120.91806621306505,1356,156,58,339167338,271,541,624.716507586837,6749,760,407,94,176.055877763106,156,78,58,541,817.0428343594053,760,480,407,236,-,-,-,4336.044433796966,4700.591434877884,6286.73423229788,542848.1471589332,1754687,24,40,47.61184674662181,250,56,31,13156144,269,334,356.98008357301785,1011,391,302,1016
"663e304840dcff8796f21327",0,1,1,25,"green blob, colony","polygon","",20271719,28,87,108.80230467429166,1181,131,62,119659831,316,577,642.2378580591143,3640,729,485,87,148.61020996534552,131,76,62,577,781.7745906015512,729,539,485,189,-,-,-,2550.938466134681,5427.983844504084,6919.651903713351,186307.13544639948,1287770,27,50,58.31499343386315,744,62,42,10551529,314,451,477.8122990535706,2980,521,400,919
"663e304840dcff8796f21328",0,1,1,25,"green blob, colony","polygon","",11737561,25,60,69.85063497542222,765,83,42,68086378,278,383,405.18441066901534,1966,433,340,60,92.824997858122,83,53,42,383,462.3707805003427,433,366,340,117,-,-,-,2082.6236289393255,5416.060372900503,6251.661843018174,168040.68839876226,683236,24,31,37.296577324089746,133,42,29,6000448,275,320,327.55325072329276,813,342,298,510
"663e304840dcff8796f21329",0,1,1,25,"green blob, colony","polygon","",22500493,21,45,62.67284932384441,1550,72,30,135655181,250,334,377.85379719510325,4386,406,289,45,88.31382802041288,72,38,30,334,447.77852318594046,406,313,289,115,-,-,-,5399.394593546414,3810.30579998837,3972.875235973582,359052.93276478566,1519845,19,27,32.49754105371194,727,33,25,13738626,245,277,293.7612470065002,4302,294,271,514
"663e304840dcff8796f2132a",0,1,1,24,"green blob, colony","polygon","",53908412,21,53,63.10391440745423,764,77,38,343816532,228,363,402.4635154750199,3728,465,297,53,85.59212735280757,77,46,38,363,497.21267383399277,465,334,297,109,-,-,-,4589.485404514441,5132.096261062702,4549.772564114761,854280.8243259137,1241820,20,28,30.607053952135658,178,32,26,10610239,226,248,261.50984644960937,1046,267,242,595
"663e304840dcff8796f2132b",0,1,1,24,"green blob, colony","polygon","",35131755,22,46,58.63109979973298,665,68,35,229218073,225,333,382.54017523364485,2630,429,276,46,79.41623413092718,68,41,35,333,473.8354708107808,429,309,276,105,-,-,-,4132.189739958983,3910.3919646980244,5534.1105198812265,599127.32094592,1211968,22,28,33.84629133154602,211,35,27,9604713,224,247,268.2281333780161,1745,275,239,585
"663e304840dcff8796f2132c",0,1,1,24,"green blob, colony","polygon","",62254287,25,86,111.27686458582832,1098,142,53,312359990,241,479,558.3300682451104,4893,684,351,86,162.37294270026936,142,71,53,479,740.2808582473455,684,422,351,216,-,-,-,4473.784091795596,4657.638229183141,6295.386675108584,559490.5727407641,1688271,21,36,43.885391213932934,492,51,31,11924832,239,284,309.97743696386794,1118,340,260,927
"663e304840dcff8796f2132d",0,1,1,24,"green blob, colony","polygon","",17530355,27,79,98.7542179534124,1746,117,57,100663751,281,508,567.0718023828972,5103,636,421,79,133.41060869917382,117,69,57,508,692.8097561963389,636,474,421,172,-,-,-,2297.4974954171958,5375.133955784629,6943.120822682904,177526.7950915528,965923,28,48,49.036602700781806,308,55,39,7984277,277,400,405.33439943141434,1398,467,331,832
"663e304840dcff8796f2132e",0,1,1,24,"green blob, colony","polygon","",10453064,25,55,63.784477761302405,527,76,38,57721707,247,330,352.2172002855731,1921,380,292,55,84.92776825276658,76,48,38,330,404.1052637438489,380,315,292,105,-,-,-,2385.6508765363196,5380.214107419644,6274.386682557817,163919.92365141437,774920,25,31,37.60287267080745,304,38,29,6044596,245,279,293.31308229813664,1482,297,264,446
"663e304840dcff8796f2132f",0,1,1,24,"green blob, colony","polygon","",25463590,20,41,58.22831152556791,1651,66,29,156580199,234,309,358.05637013898735,3980,388,271,41,81.29425128572142,66,35,29,309,428.19515087462344,388,290,271,106,-,-,-,4429.707401236035,3786.515473194199,4019.464833692132,437286.75188156473,1309703,21,28,34.32405587441361,294,33,26,10954735,225,262,287.0963388107032,2058,281,254,504
"663e304840dcff8796f21330",0,1,1,23,"green blob, colony","polygon","",38830948,19,48,56.81408217430363,753,69,35,288056032,235,379,421.4586538771043,3780,491,307,48,76.74286247076019,69,42,35,379,524.7282377686429,491,348,307,99,-,-,-,4253.400638997793,5158.637772577997,4504.264666424567,683455.015002148,1127288,20,26,30.267640425303405,444,31,25,10456975,234,258,280.76938567286004,2179,286,251,637
"663e304840dcff8796f21331",0,1,1,23,"green blob, colony","polygon","",25425934,21,39,48.74940371651417,650,56,29,188758448,233,319,361.9085059551656,2571,402,270,39,65.87944864332667,56,35,29,319,442.0627262328787,402,298,270,86,-,-,-,3674.894075403523,3924.6165169625147,5495.787951613377,521553.73485495907,947993,20,26,29.79798202049412,259,30,25,8555635,232,253,268.92673037027726,1183,270,247,539
"663e304840dcff8796f21332",0,1,1,23,"green blob, colony","polygon","",46389353,23,81,99.0893076467937,1312,127,51,260285509,248,497,555.9791031641095,3775,679,371,81,141.22794310045435,127,68,51,497,719.9175606777833,679,443,371,185,-,-,-,3531.644831084941,4651.15216374344,6279.07276480363,468143.1597318736,1292434,23,34,42.52686650653154,254,48,29,10054084,247,299,330.8243887993156,1115,360,273,881
"663e304840dcff8796f21333",0,1,1,23,"green blob, colony","polygon","",7099031,24,48,55.7166929591172,333,67,36,44097632,256,330,346.09994270600333,1529,373,296,48,72.42083853044564,67,43,36,330,388.12220773330307,373,316,296,90,-,-,-,1840.2018308617335,5393.391788365291,6239.261606149837,127402.20732684925,574872,24,29,35.501265979126785,185,38,27,4827035,255,288,298.0939294756994,678,304,273,425
"663e304840dcff8796f21334",0,1,1,23,"green blob, colony","polygon","",10420444,30,71,93.50553651226647,1327,105,52,64671364,305,497,580.3141006083882,6864,616,437,71,127.60401076057715,105,63,52,497,705.7302845031385,616,472,437,165,-,-,-,1718.9909318229384,5403.917947228577,6939.304325627768,111465.54808296176,749966,28,47,49.0686992933787,200,53,40,6490450,298,420,424.6565035331065,1093,469,362,839
"663e304840dcff8796f21335",0,1,1,23,"green blob, colony","polygon","",20072438,20,36,49.59623144073513,2054,55,27,134213197,236,292,331.6223361015228,8656,355,262,36,67.58439241615406,55,31,27,292,387.86520969388215,355,277,262,87,-,-,-,3608.779039564184,3809.1740831530756,3970.2334007916975,404684.9003997843,1020387,20,27,32.52125828658848,302,33,25,8669880,236,257,276.32202957674656,893,275,250,444
"663e304840dcff8796f21336",0,1,1,22,"green blob, colony","polygon","",30346121,20,49,57.12307784978945,896,69,37,241713565,253,415,454.9979482005342,4723,522,343,49,75.14888048851411,69,44,37,415,554.3607776346945,522,384,343,96,-,-,-,3641.836557483857,5190.934627366989,4565.209871362201,531229.5636816054,994046,20,28,31.235734037204626,234,35,25,9792705,254,289,307.7144607843137,1206,329,273,669
"663e304840dcff8796f21337",0,1,1,22,"green blob, colony","polygon","",21153884,20,35,43.69355271800422,635,50,27,184083804,259,342,380.2268838481272,2350,420,293,35,57.87359236505723,50,31,27,342,453.19938373348396,420,321,293,75,-,-,-,3718.970765963096,3962.8637973256896,5556.29738411371,484094.996746468,907549,20,25,27.873982616173716,575,26,24,9527890,259,280,292.63460179980956,2611,292,270,542
"663e304840dcff8796f21338",0,1,1,22,"green blob, colony","polygon","",37901905,22,82,96.8533320726849,1443,121,54,226033702,269,527,577.5993897780152,3394,688,408,82,134.1890978356272,121,70,54,527,728.0156212067452,688,478,408,172,-,-,-,3493.0777268453403,4666.092716647625,6307.854627609906,391267.75109350175,1269803,22,34,41.51582423330936,238,49,28,10691744,267,317,349.56332962793437,1314,385,290,881
"663e304840dcff8796f21339",0,1,1,22,"green blob, colony","polygon","",6278992,22,43,52.167994616196275,378,64,29,43241763,272,339,359.267229418167,1289,390,305,43,70.52543099488624,64,36,29,339,405.94439170775024,390,322,305,90,-,-,-,1939.3743846207544,5385.835075323343,6272.237057813323,120306.59952064231,538234,20,28,31.636630811732203,111,32,26,5281012,271,301,310.41039205313587,528,320,289,448
"663e304840dcff8796f2133a",0,1,1,22,"green blob, colony","polygon","",9072461,29,64,83.2962503902018,885,94,48,62910066,331,505,577.5910868726933,3713,614,447,64,111.60616005644803,94,57,48,505,686.8897294104133,614,481,447,147,-,-,-,1939.3743846207562,5404.211358830574,6992.96874930834,108983.9825721278,780801,28,44,45.754526809258714,129,51,37,7579857,325,446,444.17562261939645,740,493,381,823
"663e304840dcff8796f2133b",0,1,1,22,"green blob, colony","polygon","",15938687,19,34,47.15699484011456,1088,52,26,117050934,254,307,346.31273521266775,2452,366,280,34,63.810461128969074,52,30,26,307,399.42385442212645,366,293,280,81,-,-,-,3983.430909320464,3828.3329126102904,4024.128642134963,337986.1870214372,1040220,19,26,30.30944055944056,139,32,25,10016084,253,278,291.8439393939394,740,295,272,452
"663e304840dcff8796f2133c",0,1,1,21,"green blob, colony","polygon","",26853350,21,49,56.374096762410204,631,68,37,211201464,254,402,443.38199025070224,3486,510,333,49,74.3827310791878,68,44,37,402,546.0406336940339,510,372,333,93,-,-,-,3415.9435183660935,5107.489403451414,4484.868579921008,476361.922570506,977385,21,29,32.482053838484546,130,35,27,9098138,254,282,302.36417414423397,887,316,272,654
"663e304840dcff8796f2133d",0,1,1,21,"green blob, colony","polygon","",15742765,21,39,46.00659000248404,1040,54,30,123872607,253,331,362.004783961892,3231,406,283,39,60.814097274813214,54,35,30,331,432.3595924088119,406,310,283,73,-,-,-,3057.8204075696494,3855.3221741284874,5418.840095136305,342152.48508091114,822745,22,27,31.30093209054594,281,31,26,7572222,252,269,288.0814913448735,1206,290,265,497
"663e304840dcff8796f2133e",0,1,1,21,"green blob, colony","polygon","",34660480,25,71,84.81371095222015,1569,104,48,215442169,271,476,527.1839815399372,4858,619,371,71,118.38457679385097,104,62,48,476,669.6631840567036,619,433,371,149,-,-,-,3355.338068846693,4601.205030438411,6210.909878171823,408699.42075217294,1120060,25,31,38.36084663333105,355,41,29,9485044,270,297,324.85252414548944,1446,337,284,807
"663e304840dcff8796f2133f",0,1,1,21,"green blob, colony","polygon","",5588335,25,42,52.88728528841149,320,65,30,37393818,274,330,353.89029479960254,1182,383,298,42,71.97900718882774,65,36,30,330,403.28563489360175,383,313,298,89,-,-,-,1730.0101044628282,5296.218299969315,6174.540995712962,105675.2285576828,526637,24,30,34.5834646703441,165,34,29,4718938,274,298,309.88560546361964,584,314,288,446
"663e304840dcff8796f21340",0,1,1,21,"green blob, colony","polygon","",8014122,31,65,88.1845310797874,1560,96,51,52401068,329,491,576.6026034617458,7208,600,445,65,118.8648411129087,96,58,51,491,691.3123614356762,600,473,445,152,-,-,-,1531.664996944799,5319.308740304574,6897.188385781157,90831.3688048046,658112,30,48,48.8105021137729,275,53,39,5953757,320,437,441.57509456352443,1372,490,377,814
"663e304840dcff8796f21341",0,1,1,21,"green blob, colony","polygon","",12905407,21,38,51.72570010861854,749,59,29,88303059,257,311,353.92433175549206,5104,380,280,38,70.40002818510195,59,34,29,311,415.44482766293584,380,296,280,92,-,-,-,3289.223033007359,3745.462863080787,3903.499419753652,249431.4838229019,1039990,22,29,36.2466889725359,258,37,27,8625677,255,279,300.6300362470375,1460,305,271,478
"663e304840dcff8796f21342",0,1,1,20,"green blob, colony","polygon","",21352266,21,46,52.52115627751841,387,62,36,176767140,260,397,434.8023101936804,1733,497,335,46,67.6929924433712,62,41,36,397,524.8443453829274,497,370,335,84,-,-,-,3112.916270769103,5152.236460078189,4534.52405384155,406582.12173834146,872190,21,28,31.951862842070557,157,34,26,8381704,259,287,307.05586694508554,875,321,279,625
"663e304840dcff8796f21344",0,1,1,20,"green blob, colony","polygon","",12263698,21,35,40.825104195794886,359,48,27,104855674,254,324,349.05815656666533,1258,389,280,35,52.015125841790024,48,32,27,324,404.92878999472424,389,304,280,63,-,-,-,2842.946541091781,3900.0917175267073,5469.128561996893,300390.84897657076,728654,21,26,29.139166600015997,171,29,25,7220744,255,274,288.7604574902023,798,288,269,465
